locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEFCAKHP_00001	CDS	195				hypothetical protein
CEFCAKHP_00002	CDS	270				hypothetical protein
CEFCAKHP_00003	CDS	429				hypothetical protein
CEFCAKHP_00004	CDS	330	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
CEFCAKHP_00005	CDS	228				hypothetical protein
CEFCAKHP_00006	CDS	234				hypothetical protein
CEFCAKHP_00007	CDS	372	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
CEFCAKHP_00008	CDS	252				hypothetical protein
CEFCAKHP_00009	CDS	258	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
CEFCAKHP_00010	CDS	201				hypothetical protein
CEFCAKHP_00011	CDS	213				hypothetical protein
CEFCAKHP_00012	CDS	306				hypothetical protein
CEFCAKHP_00013	CDS	756				hypothetical protein
CEFCAKHP_00014	CDS	393			COG3039	IS5 family transposase ISRl2
CEFCAKHP_00015	CDS	720				hypothetical protein
CEFCAKHP_00016	CDS	672				hypothetical protein
CEFCAKHP_00017	CDS	156				hypothetical protein
CEFCAKHP_00018	CDS	852	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
CEFCAKHP_00019	CDS	1137	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
CEFCAKHP_00020	CDS	1308		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
CEFCAKHP_00021	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
CEFCAKHP_00022	CDS	1467	nifA		COG3604	Nif-specific regulatory protein
CEFCAKHP_00023	CDS	1494	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
CEFCAKHP_00024	CDS	195	fer1			Ferredoxin-1
CEFCAKHP_00025	CDS	861				hypothetical protein
CEFCAKHP_00026	CDS	570				hypothetical protein
CEFCAKHP_00027	CDS	345			COG3039	IS5 family transposase ISRel13
CEFCAKHP_00028	CDS	369			COG3039	IS5 family transposase ISRel13
CEFCAKHP_00029	CDS	780	yadH_1		COG0842	Inner membrane transport permease YadH
CEFCAKHP_00030	CDS	1035	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
CEFCAKHP_00031	CDS	1278	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CEFCAKHP_00032	CDS	651		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
CEFCAKHP_00033	CDS	591	nodA	2.3.1.-		Nodulation protein A
CEFCAKHP_00034	CDS	933	nodD2_1			Nodulation protein D 2
CEFCAKHP_00035	CDS	279	nodF			Nodulation protein F
CEFCAKHP_00036	CDS	1212	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
CEFCAKHP_00037	CDS	573	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
CEFCAKHP_00038	CDS	1791	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CEFCAKHP_00039	CDS	486		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
CEFCAKHP_00040	CDS	1449	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
CEFCAKHP_00041	CDS	618				hypothetical protein
CEFCAKHP_00042	CDS	237				hypothetical protein
CEFCAKHP_00043	CDS	855	nodO			Nodulation protein O
CEFCAKHP_00044	CDS	651				hypothetical protein
CEFCAKHP_00045	CDS	744	rpaR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
CEFCAKHP_00046	CDS	450				hypothetical protein
CEFCAKHP_00047	CDS	660				hypothetical protein
CEFCAKHP_00048	CDS	696	rhiA			Protein RhiA
CEFCAKHP_00049	CDS	228			COG3039	IS5 family transposase ISNGR9
CEFCAKHP_00050	CDS	378			COG3039	IS5 family transposase ISNGR9
CEFCAKHP_00051	CDS	549	bjaI	2.3.1.228	COG3916	Isovaleryl-homoserine lactone synthase
CEFCAKHP_00052	CDS	159				hypothetical protein
CEFCAKHP_00053	CDS	1101				hypothetical protein
CEFCAKHP_00054	CDS	894	nifH	1.18.6.1	COG1348	Nitrogenase iron protein
