locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFFNLMMM_00001	CDS	717				hypothetical protein
NFFNLMMM_00002	CDS	3033				hypothetical protein
NFFNLMMM_00003	CDS	1986				hypothetical protein
NFFNLMMM_00004	CDS	1938				hypothetical protein
NFFNLMMM_00005	CDS	786				hypothetical protein
NFFNLMMM_00006	CDS	3210	rapA	3.6.4.-		RNA polymerase-associated protein RapA
NFFNLMMM_00007	CDS	330				hypothetical protein
NFFNLMMM_00008	CDS	639				hypothetical protein
NFFNLMMM_00009	tRNA	74				tRNA-Gln(ttg)
NFFNLMMM_00010	CDS	912	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NFFNLMMM_00011	CDS	1722	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
NFFNLMMM_00012	CDS	159				hypothetical protein
NFFNLMMM_00013	CDS	672	aadR		COG0664	Transcriptional activatory protein AadR
NFFNLMMM_00014	CDS	462	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
NFFNLMMM_00015	CDS	198				hypothetical protein
NFFNLMMM_00016	CDS	681	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NFFNLMMM_00017	CDS	366				hypothetical protein
NFFNLMMM_00018	CDS	222				hypothetical protein
NFFNLMMM_00019	CDS	1308				hypothetical protein
NFFNLMMM_00020	CDS	240				hypothetical protein
NFFNLMMM_00021	CDS	363	traC_1	2.7.7.-		DNA primase TraC
NFFNLMMM_00022	CDS	246				hypothetical protein
NFFNLMMM_00023	CDS	1680	traG			Conjugal transfer protein TraG
NFFNLMMM_00024	CDS	324				hypothetical protein
NFFNLMMM_00025	CDS	315				hypothetical protein
NFFNLMMM_00026	CDS	369				hypothetical protein
NFFNLMMM_00027	CDS	666				hypothetical protein
NFFNLMMM_00028	CDS	336				hypothetical protein
NFFNLMMM_00029	CDS	249	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
NFFNLMMM_00030	CDS	219				hypothetical protein
NFFNLMMM_00031	CDS	246				hypothetical protein
NFFNLMMM_00032	CDS	258				hypothetical protein
NFFNLMMM_00033	CDS	387				hypothetical protein
NFFNLMMM_00034	CDS	450				hypothetical protein
NFFNLMMM_00035	CDS	537	traC_2	2.7.7.-		DNA primase TraC
NFFNLMMM_00036	CDS	120				hypothetical protein
NFFNLMMM_00037	tRNA	77				tRNA-Met(cat)
NFFNLMMM_00038	CDS	1491				hypothetical protein
NFFNLMMM_00039	CDS	2760				hypothetical protein
NFFNLMMM_00040	CDS	210				hypothetical protein
NFFNLMMM_00041	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
NFFNLMMM_00042	CDS	1320				hypothetical protein
NFFNLMMM_00043	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
NFFNLMMM_00044	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
NFFNLMMM_00045	CDS	669	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NFFNLMMM_00046	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
NFFNLMMM_00047	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NFFNLMMM_00048	CDS	492				hypothetical protein
NFFNLMMM_00049	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
NFFNLMMM_00050	CDS	2238	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NFFNLMMM_00051	CDS	2037				hypothetical protein
NFFNLMMM_00052	CDS	957				hypothetical protein
NFFNLMMM_00053	CDS	783	malT_1			HTH-type transcriptional regulator MalT
NFFNLMMM_00054	CDS	321				hypothetical protein
NFFNLMMM_00055	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
NFFNLMMM_00056	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
NFFNLMMM_00057	CDS	1869				hypothetical protein
NFFNLMMM_00058	CDS	522				hypothetical protein
NFFNLMMM_00059	CDS	969				hypothetical protein
NFFNLMMM_00060	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
NFFNLMMM_00061	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NFFNLMMM_00062	CDS	1857				hypothetical protein
NFFNLMMM_00063	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
NFFNLMMM_00064	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
NFFNLMMM_00065	CDS	825				hypothetical protein
NFFNLMMM_00066	CDS	1164				hypothetical protein
NFFNLMMM_00067	CDS	1149	xdh	1.1.1.179		D-xylose dehydrogenase
NFFNLMMM_00068	CDS	678	nicS			HTH-type transcriptional repressor NicS
NFFNLMMM_00069	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
NFFNLMMM_00070	CDS	960	lacF_1			Lactose transport system permease protein LacF
NFFNLMMM_00071	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
NFFNLMMM_00072	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NFFNLMMM_00073	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
NFFNLMMM_00074	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
NFFNLMMM_00075	CDS	2451	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NFFNLMMM_00076	CDS	1458	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NFFNLMMM_00077	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
NFFNLMMM_00078	CDS	210	slyX			Protein SlyX
NFFNLMMM_00079	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
NFFNLMMM_00080	CDS	1281	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
NFFNLMMM_00081	CDS	810				hypothetical protein
NFFNLMMM_00082	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
NFFNLMMM_00083	CDS	1566				hypothetical protein
NFFNLMMM_00084	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
NFFNLMMM_00085	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
NFFNLMMM_00086	CDS	1359	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NFFNLMMM_00087	CDS	384				hypothetical protein
NFFNLMMM_00088	tRNA	76				tRNA-Ala(ggc)
NFFNLMMM_00089	CDS	240				hypothetical protein
NFFNLMMM_00090	CDS	720				hypothetical protein
NFFNLMMM_00091	CDS	789				hypothetical protein
NFFNLMMM_00092	CDS	474				hypothetical protein
NFFNLMMM_00093	CDS	636				hypothetical protein
NFFNLMMM_00094	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
NFFNLMMM_00095	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
NFFNLMMM_00096	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
NFFNLMMM_00097	CDS	807	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
NFFNLMMM_00098	CDS	1017	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
