locus_tag	ftype	length_bp	gene	EC_number	COG	product
CHOJFLLJ_00001	CDS	276				hypothetical protein
CHOJFLLJ_00002	CDS	288				hypothetical protein
CHOJFLLJ_00003	CDS	252				hypothetical protein
CHOJFLLJ_00004	CDS	237				hypothetical protein
CHOJFLLJ_00005	CDS	1596				hypothetical protein
CHOJFLLJ_00006	CDS	1302				hypothetical protein
CHOJFLLJ_00007	CDS	2970				hypothetical protein
CHOJFLLJ_00008	CDS	741				hypothetical protein
CHOJFLLJ_00009	CDS	2436	recF_1			DNA replication and repair protein RecF
CHOJFLLJ_00010	CDS	570				hypothetical protein
CHOJFLLJ_00011	CDS	1719				hypothetical protein
CHOJFLLJ_00012	CDS	495				hypothetical protein
CHOJFLLJ_00013	CDS	2178				hypothetical protein
CHOJFLLJ_00014	CDS	687				hypothetical protein
CHOJFLLJ_00015	CDS	2079				hypothetical protein
CHOJFLLJ_00016	CDS	1791				hypothetical protein
CHOJFLLJ_00017	CDS	2064				hypothetical protein
CHOJFLLJ_00018	CDS	1905				hypothetical protein
CHOJFLLJ_00019	CDS	1827				hypothetical protein
CHOJFLLJ_00020	CDS	945				hypothetical protein
CHOJFLLJ_00021	CDS	210				hypothetical protein
CHOJFLLJ_00022	CDS	912				hypothetical protein
CHOJFLLJ_00023	CDS	1560				hypothetical protein
CHOJFLLJ_00024	CDS	957				hypothetical protein
CHOJFLLJ_00025	CDS	2061				hypothetical protein
CHOJFLLJ_00026	CDS	2196				hypothetical protein
CHOJFLLJ_00027	CDS	1893				hypothetical protein
CHOJFLLJ_00028	CDS	297				hypothetical protein
CHOJFLLJ_00029	CDS	498				hypothetical protein
CHOJFLLJ_00030	CDS	1122				hypothetical protein
CHOJFLLJ_00031	CDS	858				hypothetical protein
CHOJFLLJ_00032	CDS	426	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
CHOJFLLJ_00033	CDS	210				hypothetical protein
CHOJFLLJ_00034	CDS	1662	dntB	1.14.13.210		4-methyl-5-nitrocatechol 5-monooxygenase
CHOJFLLJ_00035	CDS	465				hypothetical protein
CHOJFLLJ_00036	CDS	132				hypothetical protein
CHOJFLLJ_00037	CDS	1416	desA	2.1.1.-		Syringate O-demethylase
CHOJFLLJ_00038	CDS	870				hypothetical protein
CHOJFLLJ_00039	CDS	1170				hypothetical protein
CHOJFLLJ_00040	CDS	864				hypothetical protein
CHOJFLLJ_00041	CDS	990				hypothetical protein
CHOJFLLJ_00042	CDS	750	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CHOJFLLJ_00043	CDS	705	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
