Name	Gene	Start	End	Length	Type	Strand	Contig	Product
G093_fsa_00001		13	1278	1266	CDS	Reverse	C100	IS4 family transposase ISSysp3
G093_fsa_00002	yagA_1	215	874	660	CDS	Forward	C101	putative protein YagA
G093_fsa_00003		34	123	90	CDS	Forward	C102	hypothetical protein
G093_fsa_00004		199	1137	939	CDS	Forward	C102	IS110 family transposase ISCc2
G093_fsa_00005		95	454	360	CDS	Forward	C104	IS630 family transposase ISRel6
G093_fsa_00006		564	1043	480	CDS	Forward	C104	IS630 family transposase ISRel6
G093_fsa_00007		177	335	159	CDS	Reverse	C105	hypothetical protein
G093_fsa_00008	imuB_1	44	685	642	CDS	Forward	C108	Protein ImuB
G093_fsa_00009		77	421	345	CDS	Reverse	C109	hypothetical protein
G093_fsa_00010		213	458	246	CDS	Reverse	C111	hypothetical protein
G093_fsa_00011		57	206	150	CDS	Forward	C27	hypothetical protein
G093_fsa_00012	menH_1	635	1522	888	CDS	Reverse	C27	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
G093_fsa_00013		1659	2873	1215	CDS	Reverse	C27	hypothetical protein
G093_fsa_00014	rbsC_1	2928	3944	1017	CDS	Reverse	C27	Ribose import permease protein RbsC
G093_fsa_00015	rbsC_2	3941	4924	984	CDS	Reverse	C27	Ribose import permease protein RbsC
G093_fsa_00016	rbsA_1	4921	6477	1557	CDS	Reverse	C27	Ribose import ATP-binding protein RbsA
G093_fsa_00017		6725	7837	1113	CDS	Reverse	C27	NADH oxidase
G093_fsa_00018	mlhB_1	7855	8787	933	CDS	Reverse	C27	Monoterpene epsilon-lactone hydrolase
G093_fsa_00019	pgrR_1	8881	9768	888	CDS	Forward	C27	HTH-type transcriptional regulator PgrR
G093_fsa_00020		9973	10611	639	CDS	Reverse	C27	hypothetical protein
G093_fsa_00021	kal	10875	11282	408	CDS	Forward	C27	3-aminobutyryl-CoA ammonia lyase
G093_fsa_00022	caiC	11335	12954	1620	CDS	Forward	C27	Crotonobetaine/carnitine--CoA ligase
G093_fsa_00023		12995	13501	507	CDS	Forward	C27	hypothetical protein
G093_fsa_00024	qorA_1	13482	14480	999	CDS	Forward	C27	Quinone oxidoreductase 1
G093_fsa_00025		14513	15424	912	CDS	Reverse	C27	hypothetical protein
G093_fsa_00026	ydcV_1	15673	16455	783	CDS	Reverse	C27	Inner membrane ABC transporter permease protein YdcV
G093_fsa_00027	potB_1	16458	17231	774	CDS	Reverse	C27	Spermidine/putrescine transport system permease protein PotB
G093_fsa_00028		17327	18409	1083	CDS	Reverse	C27	hypothetical protein
G093_fsa_00029	malK_1	18427	19473	1047	CDS	Reverse	C27	Maltose/maltodextrin import ATP-binding protein MalK
G093_fsa_00030	menB	19550	20356	807	CDS	Reverse	C27	1%2C4-dihydroxy-2-naphthoyl-CoA synthase
G093_fsa_00031	FCS1_1	20357	22480	2124	CDS	Reverse	C27	Trans-feruloyl-CoA synthase FCS1
G093_fsa_00032		23125	25443	2319	CDS	Forward	C27	hypothetical protein
G093_fsa_00033		25929	26489	561	CDS	Reverse	C27	hypothetical protein
G093_fsa_00034	dmlR_1	26600	27481	882	CDS	Forward	C27	HTH-type transcriptional regulator DmlR
G093_fsa_00035		28001	28396	396	CDS	Reverse	C27	hypothetical protein
G093_fsa_00036		28403	29278	876	CDS	Reverse	C27	hypothetical protein
G093_fsa_00037		29345	30127	783	CDS	Reverse	C27	hypothetical protein
G093_fsa_00038		30191	30688	498	CDS	Reverse	C27	hypothetical protein
G093_fsa_00039		30721	31398	678	CDS	Reverse	C27	hypothetical protein
G093_fsa_00040	dmlR_2	31508	32404	897	CDS	Forward	C27	HTH-type transcriptional regulator DmlR
G093_fsa_00041		32481	33125	645	CDS	Reverse	C27	hypothetical protein
G093_fsa_00042	ywnA_1	33268	33714	447	CDS	Reverse	C27	Putative HTH-type transcriptional regulator YwnA
G093_fsa_00043	yhaJ	33786	34682	897	CDS	Reverse	C27	HTH-type transcriptional regulator YhaJ
G093_fsa_00044	azoR1	35455	36066	612	CDS	Forward	C27	FMN-dependent NADH-azoreductase 1
G093_fsa_00045	yqjF_1	36110	36505	396	CDS	Forward	C27	Inner membrane protein YqjF
G093_fsa_00046	luxA	36578	37630	1053	CDS	Forward	C27	Alkanal monooxygenase alpha chain
G093_fsa_00047	pcpF_1	37623	38582	960	CDS	Forward	C27	Glutathionyl-hydroquinone reductase PcpF
G093_fsa_00048		39218	39376	159	CDS	Forward	C27	hypothetical protein
G093_fsa_00049	yhhS	40232	40765	534	CDS	Forward	C27	putative MFS-type transporter YhhS
