Name	Gene	Start	End	Length	Type	Strand	Contig	Product
L082_fsa_00001		1237	1485	249	CDS	Forward	C19	hypothetical protein
L082_fsa_00002		1880	2590	711	CDS	Forward	C19	hypothetical protein
L082_fsa_00003	acdS	2869	3183	315	CDS	Forward	C19	1-aminocyclopropane-1-carboxylate deaminase
L082_fsa_00004		3470	3784	315	CDS	Forward	C19	hypothetical protein
L082_fsa_00005		3929	4147	219	CDS	Forward	C19	hypothetical protein
L082_fsa_00006		4448	4831	384	CDS	Reverse	C19	hypothetical protein
L082_fsa_00007		4828	5151	324	CDS	Reverse	C19	hypothetical protein
L082_fsa_00008		5568	5888	321	CDS	Reverse	C19	hypothetical protein
L082_fsa_00009		5967	6167	201	CDS	Reverse	C19	hypothetical protein
L082_fsa_00010	cspA_1	6983	7186	204	CDS	Forward	C19	Cold shock protein CspA
L082_fsa_00011		7578	9872	2295	CDS	Reverse	C19	hypothetical protein
L082_fsa_00012		10211	10993	783	CDS	Reverse	C19	hypothetical protein
L082_fsa_00013		11056	11877	822	CDS	Reverse	C19	hypothetical protein
L082_fsa_00014		12339	12986	648	CDS	Forward	C19	hypothetical protein
L082_fsa_00015		12955	14469	1515	CDS	Forward	C19	hypothetical protein
L082_fsa_00016		14743	15441	699	CDS	Forward	C19	hypothetical protein
L082_fsa_00017		15454	17160	1707	CDS	Forward	C19	hypothetical protein
L082_fsa_00018		17297	17533	237	CDS	Reverse	C19	hypothetical protein
L082_fsa_00019		17822	18229	408	CDS	Reverse	C19	hypothetical protein
L082_fsa_00020	ugpC_1	18936	20027	1092	CDS	Reverse	C19	sn-glycerol-3-phosphate import ATP-binding protein UgpC
L082_fsa_00021		20143	21597	1455	CDS	Reverse	C19	hypothetical protein
L082_fsa_00022		21642	22670	1029	CDS	Reverse	C19	hypothetical protein
L082_fsa_00023	sugA_1	22667	23542	876	CDS	Reverse	C19	Trehalose transport system permease protein SugA
L082_fsa_00024	RBKS	23539	23736	198	CDS	Reverse	C19	Ribokinase
L082_fsa_00025	fucU_1	23749	24204	456	CDS	Reverse	C19	L-fucose mutarotase
L082_fsa_00026	tal_1	24296	24619	324	CDS	Reverse	C19	Transaldolase
L082_fsa_00027	lsrD_1	24780	25838	1059	CDS	Reverse	C19	Autoinducer 2 import system permease protein LsrD
L082_fsa_00028	rbsC_1	25852	26841	990	CDS	Reverse	C19	Ribose import permease protein RbsC
L082_fsa_00029	rbsA_1	26834	28318	1485	CDS	Reverse	C19	Ribose import ATP-binding protein RbsA
L082_fsa_00030	lsrB_1	28401	29399	999	CDS	Reverse	C19	Autoinducer 2-binding protein LsrB
L082_fsa_00031		29478	30323	846	CDS	Reverse	C19	L-ribulose 3-epimerase
L082_fsa_00032	dxs_1	30673	33138	2466	CDS	Forward	C19	1-deoxy-D-xylulose-5-phosphate synthase
L082_fsa_00033	dlaT	33168	33404	237	CDS	Forward	C19	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
L082_fsa_00034		33527	34195	669	CDS	Forward	C19	putative protein
L082_fsa_00035	scrK_1	34200	35156	957	CDS	Forward	C19	Fructokinase
L082_fsa_00036	deoR_1	35338	36321	984	CDS	Forward	C19	Deoxyribonucleoside regulator
L082_fsa_00037		36453	36659	207	CDS	Forward	C19	hypothetical protein
L082_fsa_00038	msrP_1	37590	38576	987	CDS	Reverse	C19	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
L082_fsa_00039		38581	39600	1020	CDS	Reverse	C19	Nitrilase
L082_fsa_00040	yabJ_1	39664	40047	384	CDS	Reverse	C19	2-iminobutanoate/2-iminopropanoate deaminase
L082_fsa_00041	hdfR_1	40227	41147	921	CDS	Forward	C19	HTH-type transcriptional regulator HdfR
L082_fsa_00042	csd_1	41419	42513	1095	CDS	Forward	C19	putative cysteine desulfurase
L082_fsa_00043		43738	44799	1062	CDS	Forward	C19	hypothetical protein
L082_fsa_00044	safD	44796	46214	1419	CDS	Forward	C19	Sulfoacetaldehyde dehydrogenase
L082_fsa_00045	fumC_1	46260	46778	519	CDS	Forward	C19	Fumarate hydratase class II
L082_fsa_00046	fumC_2	46810	47313	504	CDS	Forward	C19	Fumarate hydratase class II
L082_fsa_00047	thrB_1	47297	48103	807	CDS	Forward	C19	Homoserine kinase
L082_fsa_00048	lrp_1	48100	48591	492	CDS	Forward	C19	Leucine-responsive regulatory protein
L082_fsa_00049		49702	50643	942	CDS	Forward	C19	hypothetical protein
L082_fsa_00050	artM	50640	51443	804	CDS	Forward	C19	Arginine transport ATP-binding protein ArtM
L082_fsa_00051		51521	51988	468	CDS	Forward	C19	hypothetical protein
L082_fsa_00052	pcpR_1	52053	53006	954	CDS	Reverse	C19	PCP degradation transcriptional activation protein
L082_fsa_00053	mltF_1	53171	54010	840	CDS	Forward	C19	Membrane-bound lytic murein transglycosylase F
L082_fsa_00054	egtE	54125	55312	1188	CDS	Forward	C19	hercynylcysteine sulfoxide lyase
L082_fsa_00055		55663	55851	189	CDS	Reverse	C19	hypothetical protein
L082_fsa_00056		56412	56630	219	CDS	Reverse	C19	hypothetical protein
L082_fsa_00057		56958	57074	117	CDS	Forward	C19	hypothetical protein
L082_fsa_00058	thiC_1	57456	59282	1827	CDS	Forward	C19	Phosphomethylpyrimidine synthase
L082_fsa_00059	dadA_1	59284	60258	975	CDS	Forward	C19	D-amino acid dehydrogenase
L082_fsa_00060		60255	60452	198	CDS	Forward	C19	hypothetical protein
L082_fsa_00061	thiG_1	60456	61229	774	CDS	Forward	C19	Thiazole synthase
L082_fsa_00062	thiE_1	61226	61846	621	CDS	Forward	C19	Thiamine-phosphate synthase
L082_fsa_00063	dnaE2_1	61943	65200	3258	CDS	Reverse	C19	Error-prone DNA polymerase
L082_fsa_00064	imuB_1	65197	66615	1419	CDS	Reverse	C19	Protein ImuB
L082_fsa_00065		66629	67381	753	CDS	Reverse	C19	hypothetical protein
L082_fsa_00066	ligD_1	67665	68729	1065	CDS	Forward	C19	Multifunctional non-homologous end joining protein LigD
L082_fsa_00067		68793	69566	774	CDS	Forward	C19	hypothetical protein
L082_fsa_00068		69862	70176	315	CDS	Reverse	C19	hypothetical protein
L082_fsa_00069		70929	73295	2367	CDS	Forward	C19	hypothetical protein
L082_fsa_00070		73288	73923	636	CDS	Forward	C19	hypothetical protein
L082_fsa_00071	smc_1	73920	76286	2367	CDS	Forward	C19	Chromosome partition protein Smc
L082_fsa_00072		76297	77016	720	CDS	Forward	C19	hypothetical protein
L082_fsa_00073		77273	78049	777	CDS	Reverse	C19	hypothetical protein
L082_fsa_00074		78127	79728	1602	CDS	Reverse	C19	hypothetical protein
L082_fsa_00075		79805	80203	399	CDS	Reverse	C19	hypothetical protein
L082_fsa_00076	npr	80268	81938	1671	CDS	Reverse	C19	Bacillolysin
L082_fsa_00077		82510	82953	444	CDS	Reverse	C19	hypothetical protein
L082_fsa_00078		83585	83914	330	CDS	Reverse	C19	hypothetical protein
L082_fsa_00079		83968	85056	1089	CDS	Reverse	C19	hypothetical protein
L082_fsa_00080		85157	86017	861	CDS	Reverse	C19	hypothetical protein
L082_fsa_00081		85956	86219	264	CDS	Reverse	C19	hypothetical protein
L082_fsa_00082	hcf136	86249	87685	1437	CDS	Reverse	C19	Ycf48-like protein
L082_fsa_00083		87702	89132	1431	CDS	Reverse	C19	hypothetical protein
L082_fsa_00084		89433	91007	1575	CDS	Reverse	C19	hypothetical protein
L082_fsa_00085		91614	92522	909	CDS	Reverse	C19	hypothetical protein
L082_fsa_00086		93047	93232	186	CDS	Reverse	C19	hypothetical protein
L082_fsa_00087		93229	93354	126	CDS	Reverse	C19	hypothetical protein
L082_fsa_00088		93588	94910	1323	CDS	Reverse	C19	hypothetical protein
L082_fsa_00089		94928	96022	1095	CDS	Reverse	C19	hypothetical protein
L082_fsa_00090		96268	98427	2160	CDS	Forward	C19	hypothetical protein
L082_fsa_00091		98424	99932	1509	CDS	Forward	C19	hypothetical protein
L082_fsa_00092		100641	104489	3849	CDS	Reverse	C19	hypothetical protein
L082_fsa_00093		104779	105294	516	CDS	Reverse	C19	hypothetical protein
L082_fsa_00094		105459	106622	1164	CDS	Forward	C19	hypothetical protein
L082_fsa_00095		106619	108868	2250	CDS	Forward	C19	hypothetical protein
L082_fsa_00096		108858	109391	534	CDS	Forward	C19	hypothetical protein
L082_fsa_00097		109765	109896	132	CDS	Reverse	C19	hypothetical protein
L082_fsa_00098		110064	111185	1122	CDS	Reverse	C19	hypothetical protein
L082_fsa_00099	xerC_1	111384	112532	1149	CDS	Forward	C19	Tyrosine recombinase XerC
L082_fsa_00100		112942	114153	1212	CDS	Forward	C19	hypothetical protein
L082_fsa_00101	noc_1	114150	115193	1044	CDS	Forward	C19	Nucleoid occlusion protein
L082_fsa_00102		115348	116562	1215	CDS	Forward	C19	hypothetical protein
L082_fsa_00103		116944	117108	165	CDS	Reverse	C19	hypothetical protein
L082_fsa_00104		117451	118851	1401	CDS	Reverse	C19	hypothetical protein
L082_fsa_00105		119589	119942	354	CDS	Forward	C19	hypothetical protein
L082_fsa_00106		119943	120404	462	CDS	Forward	C19	hypothetical protein
L082_fsa_00107	noc_2	120686	122812	2127	CDS	Forward	C19	Nucleoid occlusion protein
L082_fsa_00108		122916	123572	657	CDS	Forward	C19	hypothetical protein
L082_fsa_00109		123645	124835	1191	CDS	Forward	C19	hypothetical protein
L082_fsa_00110		124920	125174	255	CDS	Forward	C19	hypothetical protein
L082_fsa_00111		125304	129680	4377	CDS	Forward	C19	hypothetical protein
L082_fsa_00112		129694	130731	1038	CDS	Forward	C19	hypothetical protein
L082_fsa_00113		131063	132004	942	CDS	Forward	C19	hypothetical protein
L082_fsa_00114		132033	132347	315	CDS	Forward	C19	hypothetical protein
L082_fsa_00115		132337	132756	420	CDS	Forward	C19	hypothetical protein
L082_fsa_00116		133373	133696	324	CDS	Forward	C19	hypothetical protein
L082_fsa_00117		133753	134085	333	CDS	Forward	C19	hypothetical protein
L082_fsa_00118	hupB	134149	134343	195	CDS	Reverse	C19	DNA-binding protein HU-beta
L082_fsa_00119		134796	135005	210	CDS	Forward	C19	hypothetical protein
L082_fsa_00120		135982	136467	486	CDS	Forward	C19	hypothetical protein
L082_fsa_00121		137753	137935	183	CDS	Reverse	C19	hypothetical protein
L082_fsa_00122		138662	139093	432	CDS	Forward	C19	hypothetical protein
L082_fsa_00123		139144	139560	417	CDS	Forward	C19	hypothetical protein
L082_fsa_00124		139697	140839	1143	CDS	Forward	C19	hypothetical protein
L082_fsa_00125		140839	141198	360	CDS	Forward	C19	hypothetical protein
L082_fsa_00126		141201	141527	327	CDS	Forward	C19	hypothetical protein
L082_fsa_00127	virB4_1	141531	144050	2520	CDS	Forward	C19	Type IV secretion system protein virB4
L082_fsa_00128	mltF_2	144028	145203	1176	CDS	Forward	C19	Membrane-bound lytic murein transglycosylase F
L082_fsa_00129		145226	146017	792	CDS	Forward	C19	hypothetical protein
L082_fsa_00130		146014	146217	204	CDS	Forward	C19	hypothetical protein
L082_fsa_00131		146226	147299	1074	CDS	Forward	C19	hypothetical protein
L082_fsa_00132		147328	148062	735	CDS	Forward	C19	hypothetical protein
L082_fsa_00133	virB9_1	148059	148886	828	CDS	Forward	C19	Type IV secretion system protein virB9
L082_fsa_00134		669	1052	384	CDS	Forward	C25	hypothetical protein
L082_fsa_00135		1255	2193	939	CDS	Reverse	C25	hypothetical protein
L082_fsa_00136	liaR	2888	3067	180	CDS	Forward	C25	Transcriptional regulatory protein LiaR
L082_fsa_00137		3417	3689	273	CDS	Forward	C25	hypothetical protein
L082_fsa_00138		3819	4214	396	CDS	Forward	C25	hypothetical protein
L082_fsa_00139		4312	5193	882	CDS	Forward	C25	hypothetical protein
L082_fsa_00140		5245	5412	168	CDS	Forward	C25	hypothetical protein
L082_fsa_00141		5409	5990	582	CDS	Forward	C25	hypothetical protein
L082_fsa_00142		6355	9144	2790	CDS	Reverse	C25	hypothetical protein
L082_fsa_00143		9141	10070	930	CDS	Reverse	C25	hypothetical protein
L082_fsa_00144		10483	10629	147	CDS	Reverse	C25	hypothetical protein
L082_fsa_00145	ligD_2	10916	11848	933	CDS	Forward	C25	Multifunctional non-homologous end joining protein LigD
L082_fsa_00146		12124	12285	162	CDS	Reverse	C25	hypothetical protein
L082_fsa_00147		12322	12900	579	CDS	Reverse	C25	hypothetical protein
L082_fsa_00148		13175	13369	195	CDS	Reverse	C25	hypothetical protein
L082_fsa_00149		13803	15812	2010	CDS	Forward	C25	hypothetical protein
L082_fsa_00150		15802	16104	303	CDS	Reverse	C25	hypothetical protein
L082_fsa_00151	ftsH_1	16101	17978	1878	CDS	Reverse	C25	ATP-dependent zinc metalloprotease FtsH
L082_fsa_00152		17975	18598	624	CDS	Reverse	C25	hypothetical protein
L082_fsa_00153		18728	18904	177	CDS	Reverse	C25	hypothetical protein
L082_fsa_00154		18986	22858	3873	CDS	Reverse	C25	hypothetical protein
L082_fsa_00155		23385	24410	1026	CDS	Reverse	C25	hypothetical protein
L082_fsa_00156		24485	25999	1515	CDS	Reverse	C25	hypothetical protein
L082_fsa_00157		26162	26959	798	CDS	Reverse	C25	hypothetical protein
L082_fsa_00158		27535	29256	1722	CDS	Forward	C25	hypothetical protein
L082_fsa_00159		29340	31937	2598	CDS	Forward	C25	hypothetical protein
L082_fsa_00160		31971	32951	981	CDS	Forward	C25	hypothetical protein
L082_fsa_00161		32952	34184	1233	CDS	Forward	C25	hypothetical protein
L082_fsa_00162		34354	36000	1647	CDS	Forward	C25	N-acetylgalactosamine-6-O-sulfatase
L082_fsa_00163		36057	37034	978	CDS	Forward	C25	hypothetical protein
L082_fsa_00164		37031	37969	939	CDS	Forward	C25	hypothetical protein
L082_fsa_00165		37969	38490	522	CDS	Forward	C25	hypothetical protein
L082_fsa_00166		38477	39466	990	CDS	Forward	C25	hypothetical protein
L082_fsa_00167		39463	41016	1554	CDS	Forward	C25	hypothetical protein
L082_fsa_00168		41013	42314	1302	CDS	Forward	C25	hypothetical protein
L082_fsa_00169		42557	44173	1617	CDS	Forward	C25	N-acetylgalactosamine-6-O-sulfatase
L082_fsa_00170		44283	45245	963	CDS	Forward	C25	Formylglycine-generating enzyme
L082_fsa_00171		45242	46255	1014	CDS	Forward	C25	hypothetical protein
L082_fsa_00172		46268	48184	1917	CDS	Forward	C25	hypothetical protein
L082_fsa_00173		48186	49319	1134	CDS	Forward	C25	hypothetical protein
L082_fsa_00174		49965	50147	183	CDS	Reverse	C25	hypothetical protein
L082_fsa_00175		50253	50843	591	CDS	Forward	C25	hypothetical protein
L082_fsa_00176		50923	51735	813	CDS	Forward	C25	hypothetical protein
L082_fsa_00177		52534	52902	369	CDS	Forward	C25	hypothetical protein
L082_fsa_00178		52986	53117	132	CDS	Forward	C25	hypothetical protein
L082_fsa_00179		53131	53847	717	CDS	Forward	C25	hypothetical protein
L082_fsa_00180		53852	56101	2250	CDS	Forward	C25	hypothetical protein
L082_fsa_00181		56098	57144	1047	CDS	Forward	C25	hypothetical protein
L082_fsa_00182		57141	58964	1824	CDS	Forward	C25	hypothetical protein
L082_fsa_00183		59004	60008	1005	CDS	Reverse	C25	hypothetical protein
L082_fsa_00184		60435	61700	1266	CDS	Reverse	C25	hypothetical protein
L082_fsa_00185		61784	63115	1332	CDS	Reverse	C25	hypothetical protein
L082_fsa_00186		63528	63998	471	CDS	Forward	C25	hypothetical protein
L082_fsa_00187	nagL_1	64107	64739	633	CDS	Reverse	C25	Maleylpyruvate isomerase
L082_fsa_00188		64736	65761	1026	CDS	Reverse	C25	hypothetical protein
L082_fsa_00189	hmgA	65802	67163	1362	CDS	Reverse	C25	Homogentisate 1%2C2-dioxygenase
L082_fsa_00190	hpd	67227	68336	1110	CDS	Reverse	C25	4-hydroxyphenylpyruvate dioxygenase
L082_fsa_00191	lrp_2	68466	68966	501	CDS	Forward	C25	Leucine-responsive regulatory protein
L082_fsa_00192	decR_1	68999	69460	462	CDS	Reverse	C25	DNA-binding transcriptional activator DecR
L082_fsa_00193	phhA	69584	70375	792	CDS	Forward	C25	Phenylalanine-4-hydroxylase
L082_fsa_00194		70441	71433	993	CDS	Reverse	C25	hypothetical protein
L082_fsa_00195		71606	72490	885	CDS	Reverse	C25	hypothetical protein
L082_fsa_00196		72552	72866	315	CDS	Reverse	C25	hypothetical protein
L082_fsa_00197		72989	73570	582	CDS	Reverse	C25	hypothetical protein
L082_fsa_00198		73567	73734	168	CDS	Reverse	C25	hypothetical protein
L082_fsa_00199		73896	74294	399	CDS	Reverse	C25	hypothetical protein
L082_fsa_00200		74494	74787	294	CDS	Forward	C25	hypothetical protein
L082_fsa_00201	COQ5_1	74838	75689	852	CDS	Reverse	C25	2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial
L082_fsa_00202		75856	76032	177	CDS	Forward	C25	hypothetical protein
L082_fsa_00203		76095	77483	1389	CDS	Forward	C25	hypothetical protein
L082_fsa_00204	degU_1	77486	78109	624	CDS	Forward	C25	Transcriptional regulatory protein DegU
L082_fsa_00205		78137	78658	522	CDS	Reverse	C25	hypothetical protein
L082_fsa_00206		78950	79438	489	CDS	Forward	C25	hypothetical protein
L082_fsa_00207	xthA_1	79585	80403	819	CDS	Forward	C25	Exodeoxyribonuclease III
L082_fsa_00208		80742	82826	2085	CDS	Reverse	C25	hypothetical protein
L082_fsa_00209	iolG_1	82823	84001	1179	CDS	Reverse	C25	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
L082_fsa_00210	alkJ_1	84026	85681	1656	CDS	Reverse	C25	Alcohol dehydrogenase [acceptor]
L082_fsa_00211	livQ	85683	87143	1461	CDS	Reverse	C25	6'''-hydroxyparomomycin C oxidase
L082_fsa_00212	msmX_1	87252	87821	570	CDS	Reverse	C25	Oligosaccharides import ATP-binding protein MsmX
L082_fsa_00213		74	346	273	CDS	Forward	C26	IS3 family transposase ISBcen16
L082_fsa_00214		468	827	360	CDS	Forward	C26	hypothetical protein
L082_fsa_00215		824	1231	408	CDS	Reverse	C26	hypothetical protein
L082_fsa_00216		1520	2611	1092	CDS	Forward	C26	hypothetical protein
L082_fsa_00217		2684	3019	336	CDS	Forward	C26	hypothetical protein
L082_fsa_00218	ade_1	3057	4934	1878	CDS	Reverse	C26	Adenine deaminase
L082_fsa_00219	potD_1	5206	6246	1041	CDS	Forward	C26	Spermidine/putrescine-binding periplasmic protein
L082_fsa_00220	potH_1	6410	7204	795	CDS	Forward	C26	Putrescine transport system permease protein PotH
L082_fsa_00221	ydcV_1	7201	7992	792	CDS	Forward	C26	Inner membrane ABC transporter permease protein YdcV
L082_fsa_00222	btuD_1	8000	9058	1059	CDS	Forward	C26	Vitamin B12 import ATP-binding protein BtuD
L082_fsa_00223	dapE_1	9076	10473	1398	CDS	Forward	C26	Succinyl-diaminopimelate desuccinylase
L082_fsa_00224	ttuD_1	10634	11899	1266	CDS	Forward	C26	Putative hydroxypyruvate reductase
L082_fsa_00225		11920	12873	954	CDS	Reverse	C26	hypothetical protein
L082_fsa_00226		12957	13922	966	CDS	Reverse	C26	hypothetical protein
L082_fsa_00227	yfcG_1	14121	14843	723	CDS	Forward	C26	Disulfide-bond oxidoreductase YfcG
L082_fsa_00228	puuD_1	15018	15788	771	CDS	Forward	C26	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
L082_fsa_00229		15892	16551	660	CDS	Reverse	C26	Peroxiredoxin
L082_fsa_00230		16843	17841	999	CDS	Reverse	C26	Solute-binding protein
L082_fsa_00231		17855	19687	1833	CDS	Reverse	C26	hypothetical protein
L082_fsa_00232	ssuD_1	19712	20842	1131	CDS	Reverse	C26	Alkanesulfonate monooxygenase
L082_fsa_00233	ssuA_1	20857	21717	861	CDS	Reverse	C26	Putative aliphatic sulfonates-binding protein
L082_fsa_00234	bigR_1	21937	22302	366	CDS	Forward	C26	Biofilm growth-associated repressor
L082_fsa_00235	yfcG_2	22310	22651	342	CDS	Forward	C26	Disulfide-bond oxidoreductase YfcG
L082_fsa_00236		22591	22776	186	CDS	Forward	C26	hypothetical protein
L082_fsa_00237	pdtaR	23055	23642	588	CDS	Forward	C26	putative transcriptional regulatory protein pdtaR
L082_fsa_00238	nrtA_1	23686	24957	1272	CDS	Forward	C26	Nitrate/nitrite binding protein NrtA
L082_fsa_00239	narT	25437	26705	1269	CDS	Forward	C26	putative nitrate transporter NarT
L082_fsa_00240	nasD	26722	29172	2451	CDS	Forward	C26	Nitrite reductase [NAD(P)H]
