Name	Gene	Start	End	Length	Type	Strand	Contig	Product
H082_fsa_00001		289	1458	1170	CDS	Forward	C28	hypothetical protein
H082_fsa_00002	aroA_1	1962	3224	1263	CDS	Reverse	C28	3-phosphoshikimate 1-carboxyvinyltransferase
H082_fsa_00003	lemA	3396	3947	552	CDS	Reverse	C28	Protein LemA
H082_fsa_00004		4061	5812	1752	CDS	Reverse	C28	hypothetical protein
H082_fsa_00005	glyQ	5976	6911	936	CDS	Reverse	C28	Glycine--tRNA ligase alpha subunit
H082_fsa_00006		7205	7699	495	CDS	Reverse	C28	hypothetical protein
H082_fsa_00007	dinG_1	7778	8437	660	CDS	Reverse	C28	3'-5' exonuclease DinG
H082_fsa_00008	aaaT	8652	9188	537	CDS	Forward	C28	L-amino acid N-acetyltransferase AaaT
H082_fsa_00009	ligA	9220	11376	2157	CDS	Reverse	C28	DNA ligase
H082_fsa_00010		11503	12030	528	CDS	Reverse	C28	hypothetical protein
H082_fsa_00011	recN	12128	13801	1674	CDS	Reverse	C28	DNA repair protein RecN
H082_fsa_00012	bamD	13807	14652	846	CDS	Reverse	C28	Outer membrane protein assembly factor BamD
H082_fsa_00013	lpxC	14937	15893	957	CDS	Reverse	C28	UDP-3-O-acyl-N-acetylglucosamine deacetylase
H082_fsa_00014	ftsZ_1	16155	17873	1719	CDS	Reverse	C28	Cell division protein FtsZ
H082_fsa_00015	ftsA	17929	19260	1332	CDS	Reverse	C28	Cell division protein FtsA
H082_fsa_00016	ftsQ	19257	20189	933	CDS	Reverse	C28	Cell division protein FtsQ
H082_fsa_00017	ddlB	20177	21103	927	CDS	Reverse	C28	D-alanine--D-alanine ligase B
H082_fsa_00018	aqpZ2	21378	22064	687	CDS	Reverse	C28	Aquaporin Z 2
H082_fsa_00019	yhjE_1	22335	23648	1314	CDS	Forward	C28	Inner membrane metabolite transport protein YhjE
H082_fsa_00020	gnu	23765	24694	930	CDS	Forward	C28	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans%2Coctacis-undecaprenol 4-epimerase
H082_fsa_00021	murB	24699	25673	975	CDS	Reverse	C28	UDP-N-acetylenolpyruvoylglucosamine reductase
H082_fsa_00022	murC	25670	27085	1416	CDS	Reverse	C28	UDP-N-acetylmuramate--L-alanine ligase
H082_fsa_00023	murG_1	27082	28206	1125	CDS	Reverse	C28	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
H082_fsa_00024	ftsW	28213	29367	1155	CDS	Reverse	C28	putative peptidoglycan glycosyltransferase FtsW
H082_fsa_00025	murD	29369	30781	1413	CDS	Reverse	C28	UDP-N-acetylmuramoylalanine--D-glutamate ligase
H082_fsa_00026	mraY	30789	31889	1101	CDS	Reverse	C28	Phospho-N-acetylmuramoyl-pentapeptide-transferase
H082_fsa_00027	murF	31912	33345	1434	CDS	Reverse	C28	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
H082_fsa_00028	murE	33342	34862	1521	CDS	Reverse	C28	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
H082_fsa_00029	ftsI	34869	36629	1761	CDS	Reverse	C28	putative peptidoglycan D%2CD-transpeptidase FtsI
H082_fsa_00030		36629	37129	501	CDS	Reverse	C28	hypothetical protein
H082_fsa_00031	rsmH	37131	38156	1026	CDS	Reverse	C28	Ribosomal RNA small subunit methyltransferase H
H082_fsa_00032	mraZ	38174	38611	438	CDS	Reverse	C28	Transcriptional regulator MraZ
H082_fsa_00033	soxA_1	39581	40756	1176	CDS	Reverse	C28	Monomeric sarcosine oxidase
H082_fsa_00034	soxA_2	40861	42054	1194	CDS	Reverse	C28	Monomeric sarcosine oxidase
H082_fsa_00035	mltC	42136	42756	621	CDS	Reverse	C28	Membrane-bound lytic murein transglycosylase C
H082_fsa_00036	amiD	43019	43780	762	CDS	Reverse	C28	N-acetylmuramoyl-L-alanine amidase AmiD
H082_fsa_00037	djlA	43777	44484	708	CDS	Reverse	C28	Co-chaperone protein DjlA
H082_fsa_00038	pfp	44895	46106	1212	CDS	Forward	C28	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
H082_fsa_00039	rhtB_1	46164	46799	636	CDS	Forward	C28	Homoserine/homoserine lactone efflux protein
H082_fsa_00040		46925	47863	939	CDS	Forward	C28	hypothetical protein
H082_fsa_00041		47908	49332	1425	CDS	Reverse	C28	hypothetical protein
H082_fsa_00042		49550	50794	1245	CDS	Forward	C28	hypothetical protein
H082_fsa_00043	COQ5_1	50791	51465	675	CDS	Forward	C28	2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial
H082_fsa_00044		51591	52388	798	CDS	Forward	C28	hypothetical protein
H082_fsa_00045		52470	53687	1218	CDS	Forward	C28	hypothetical protein
H082_fsa_00046	yedA_1	53896	54801	906	CDS	Forward	C28	putative inner membrane transporter YedA
H082_fsa_00047	metF	55281	56183	903	CDS	Reverse	C28	5%2C10-methylenetetrahydrofolate reductase
H082_fsa_00048	COQ5_2	56185	57210	1026	CDS	Reverse	C28	2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial
H082_fsa_00049	ettA	57373	59022	1650	CDS	Reverse	C28	Energy-dependent translational throttle protein EttA
H082_fsa_00050	rna	59120	59860	741	CDS	Reverse	C28	Ribonuclease I
H082_fsa_00051	menH_1	60019	60963	945	CDS	Forward	C28	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
H082_fsa_00052	ribN_1	60996	61952	957	CDS	Forward	C28	Riboflavin transporter
H082_fsa_00053	yfdE	61979	63181	1203	CDS	Forward	C28	Acetyl-CoA:oxalate CoA-transferase
H082_fsa_00054	ilvG	63195	64853	1659	CDS	Forward	C28	Acetolactate synthase isozyme 2 large subunit
H082_fsa_00055		64909	65103	195	CDS	Reverse	C28	hypothetical protein
H082_fsa_00056		578	1111	534	CDS	Reverse	C33	hypothetical protein
H082_fsa_00057	argD_1	1532	2731	1200	CDS	Forward	C33	Acetylornithine/succinyldiaminopimelate aminotransferase
H082_fsa_00058	argF_1	2774	3688	915	CDS	Forward	C33	Ornithine carbamoyltransferase%2C anabolic
H082_fsa_00059	hslO	3779	4771	993	CDS	Forward	C33	33 kDa chaperonin
