Name	Gene	Start	End	Length	Type	Strand	Contig	Product
V067_fsa_00001		163	1536	1374	CDS	Forward	C100	ISNCY family transposase ISRel26
V067_fsa_00002		1185	1337	153	CDS	Reverse	C102	hypothetical protein
V067_fsa_00003		170	1417	1248	CDS	Forward	C104	hypothetical protein
V067_fsa_00004		95	1240	1146	CDS	Forward	C107	IS4 family transposase ISRel1
V067_fsa_00005		21	959	939	CDS	Reverse	C109	IS110 family transposase ISCc2
V067_fsa_00006		1035	1124	90	CDS	Reverse	C109	hypothetical protein
V067_fsa_00007		17	988	972	CDS	Reverse	C110	IS110 family transposase ISWpi12
V067_fsa_00008		320	577	258	CDS	Reverse	C114	hypothetical protein
V067_fsa_00009		67	837	771	CDS	Forward	C115	hypothetical protein
V067_fsa_00010		9	323	315	CDS	Forward	C116	IS66 family transposase ISXau4
V067_fsa_00011		663	977	315	CDS	Forward	C116	IS66 family transposase ISXau4
V067_fsa_00012		341	640	300	CDS	Reverse	C117	hypothetical protein
V067_fsa_00013		583	1224	642	CDS	Reverse	C36	hypothetical protein
V067_fsa_00014		1175	1693	519	CDS	Reverse	C36	hypothetical protein
V067_fsa_00015		1697	3130	1434	CDS	Reverse	C36	hypothetical protein
V067_fsa_00016		3495	3776	282	CDS	Reverse	C36	hypothetical protein
V067_fsa_00017		3718	5094	1377	CDS	Reverse	C36	hypothetical protein
V067_fsa_00018		5563	6255	693	CDS	Reverse	C36	hypothetical protein
V067_fsa_00019		6416	6988	573	CDS	Reverse	C36	hypothetical protein
V067_fsa_00020		7143	8177	1035	CDS	Reverse	C36	hypothetical protein
V067_fsa_00021	baeR_1	8532	9239	708	CDS	Forward	C36	Transcriptional regulatory protein BaeR
V067_fsa_00022	sasA_1	9236	10393	1158	CDS	Forward	C36	Adaptive-response sensory-kinase SasA
V067_fsa_00023	pgrR_1	10549	11433	885	CDS	Reverse	C36	HTH-type transcriptional regulator PgrR
V067_fsa_00024	estB_1	11532	12701	1170	CDS	Forward	C36	Esterase EstB
V067_fsa_00025	ssuB_1	13433	14287	855	CDS	Forward	C36	Aliphatic sulfonates import ATP-binding protein SsuB
V067_fsa_00026	ribX_1	14284	15162	879	CDS	Forward	C36	Riboflavin transport system permease protein RibX
V067_fsa_00027		15203	16288	1086	CDS	Forward	C36	hypothetical protein
V067_fsa_00028	hsaD	16393	17349	957	CDS	Forward	C36	4%2C5:9%2C10-diseco-3-hydroxy-5%2C9%2C17-trioxoandrosta-1(10)%2C2-diene-4-oate hydrolase
