locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMLPJDNH_00001	CDS	366				hypothetical protein
DMLPJDNH_00002	CDS	681	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DMLPJDNH_00003	CDS	198				hypothetical protein
DMLPJDNH_00004	CDS	462	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
DMLPJDNH_00005	CDS	672	aadR		COG0664	Transcriptional activatory protein AadR
DMLPJDNH_00006	CDS	159				hypothetical protein
DMLPJDNH_00007	CDS	1722	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
DMLPJDNH_00008	CDS	639				hypothetical protein
DMLPJDNH_00009	CDS	621	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
DMLPJDNH_00010	CDS	165				hypothetical protein
DMLPJDNH_00011	CDS	408	traG_1			Conjugal transfer protein TraG
DMLPJDNH_00012	CDS	1308				hypothetical protein
DMLPJDNH_00013	CDS	240				hypothetical protein
DMLPJDNH_00014	CDS	192				hypothetical protein
DMLPJDNH_00015	CDS	1164				hypothetical protein
DMLPJDNH_00016	CDS	318				hypothetical protein
DMLPJDNH_00017	CDS	603				hypothetical protein
DMLPJDNH_00018	CDS	1686				hypothetical protein
DMLPJDNH_00019	CDS	315				hypothetical protein
DMLPJDNH_00020	CDS	666				hypothetical protein
DMLPJDNH_00021	CDS	336				hypothetical protein
DMLPJDNH_00022	CDS	219				hypothetical protein
DMLPJDNH_00023	CDS	246				hypothetical protein
DMLPJDNH_00024	CDS	558				hypothetical protein
DMLPJDNH_00025	CDS	387				hypothetical protein
DMLPJDNH_00026	CDS	537	traC_1	2.7.7.-		DNA primase TraC
DMLPJDNH_00027	CDS	192				hypothetical protein
DMLPJDNH_00028	CDS	270				hypothetical protein
DMLPJDNH_00029	CDS	297				hypothetical protein
DMLPJDNH_00030	rRNA	89				5S ribosomal RNA (partial)
DMLPJDNH_00031	tRNA	77				tRNA-Met(cat)
DMLPJDNH_00032	CDS	1491				hypothetical protein
DMLPJDNH_00033	CDS	2760				hypothetical protein
DMLPJDNH_00034	CDS	210				hypothetical protein
DMLPJDNH_00035	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
DMLPJDNH_00036	CDS	1320				hypothetical protein
DMLPJDNH_00037	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
DMLPJDNH_00038	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
DMLPJDNH_00039	CDS	669	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DMLPJDNH_00040	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
DMLPJDNH_00041	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
DMLPJDNH_00042	CDS	492				hypothetical protein
DMLPJDNH_00043	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
DMLPJDNH_00044	CDS	2238	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DMLPJDNH_00045	CDS	2037				hypothetical protein
DMLPJDNH_00046	CDS	957				hypothetical protein
DMLPJDNH_00047	CDS	783	malT_1			HTH-type transcriptional regulator MalT
DMLPJDNH_00048	CDS	321				hypothetical protein
DMLPJDNH_00049	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
DMLPJDNH_00050	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DMLPJDNH_00051	CDS	1869				hypothetical protein
DMLPJDNH_00052	CDS	522				hypothetical protein
DMLPJDNH_00053	CDS	969				hypothetical protein
DMLPJDNH_00054	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
DMLPJDNH_00055	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
DMLPJDNH_00056	CDS	1857				hypothetical protein
DMLPJDNH_00057	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
DMLPJDNH_00058	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
DMLPJDNH_00059	CDS	825				hypothetical protein
DMLPJDNH_00060	CDS	1164				hypothetical protein
DMLPJDNH_00061	CDS	1149	xdh	1.1.1.179		D-xylose dehydrogenase
DMLPJDNH_00062	CDS	678	nicS			HTH-type transcriptional repressor NicS
DMLPJDNH_00063	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
DMLPJDNH_00064	CDS	960	lacF_1			Lactose transport system permease protein LacF
DMLPJDNH_00065	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
DMLPJDNH_00066	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DMLPJDNH_00067	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
DMLPJDNH_00068	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
DMLPJDNH_00069	CDS	2451	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
DMLPJDNH_00070	CDS	1458	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
DMLPJDNH_00071	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
DMLPJDNH_00072	CDS	210	slyX			Protein SlyX
DMLPJDNH_00073	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
DMLPJDNH_00074	CDS	1281	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
DMLPJDNH_00075	CDS	810				hypothetical protein
DMLPJDNH_00076	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
DMLPJDNH_00077	CDS	1566				hypothetical protein
DMLPJDNH_00078	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
DMLPJDNH_00079	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
DMLPJDNH_00080	CDS	1359	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
DMLPJDNH_00081	CDS	384				hypothetical protein
DMLPJDNH_00082	tRNA	76				tRNA-Ala(ggc)
DMLPJDNH_00083	CDS	240				hypothetical protein
DMLPJDNH_00084	CDS	720				hypothetical protein
DMLPJDNH_00085	CDS	789				hypothetical protein
DMLPJDNH_00086	CDS	474				hypothetical protein
DMLPJDNH_00087	CDS	636				hypothetical protein
DMLPJDNH_00088	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
DMLPJDNH_00089	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
DMLPJDNH_00090	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
DMLPJDNH_00091	CDS	807	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DMLPJDNH_00092	CDS	1017	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
DMLPJDNH_00093	CDS	2139	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DMLPJDNH_00094	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DMLPJDNH_00095	CDS	852	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
DMLPJDNH_00096	CDS	933	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
DMLPJDNH_00097	CDS	405	rbfA			Ribosome-binding factor A
DMLPJDNH_00098	CDS	2754	infB			Translation initiation factor IF-2
DMLPJDNH_00099	CDS	693				hypothetical protein
DMLPJDNH_00100	CDS	1602	nusA		COG0195	Transcription termination/antitermination protein NusA
DMLPJDNH_00101	CDS	606	rimP			Ribosome maturation factor RimP
DMLPJDNH_00102	CDS	1632	entS_1			Enterobactin exporter EntS
DMLPJDNH_00103	CDS	471				hypothetical protein
DMLPJDNH_00104	CDS	1260				Tn3 family transposase TnXax1
DMLPJDNH_00105	CDS	606	recR		COG0353	Recombination protein RecR
DMLPJDNH_00106	CDS	630				hypothetical protein
DMLPJDNH_00107	CDS	324			COG0718	Nucleoid-associated protein
DMLPJDNH_00108	CDS	1821				hypothetical protein
DMLPJDNH_00109	CDS	411				hypothetical protein
DMLPJDNH_00110	CDS	960	nudC	3.6.1.22		NADH pyrophosphatase
DMLPJDNH_00111	CDS	696				hypothetical protein
DMLPJDNH_00112	CDS	261				hypothetical protein
DMLPJDNH_00113	CDS	369	ehpR			Phenazine antibiotic resistance protein EhpR
