locus_tag	ftype	length_bp	gene	EC_number	COG	product
MKJENFDJ_00001	CDS	213				hypothetical protein
MKJENFDJ_00002	CDS	261				hypothetical protein
MKJENFDJ_00003	CDS	372				hypothetical protein
MKJENFDJ_00004	CDS	405	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MKJENFDJ_00005	CDS	321				hypothetical protein
MKJENFDJ_00006	CDS	162				hypothetical protein
MKJENFDJ_00007	rRNA	109				5S ribosomal RNA
MKJENFDJ_00008	CDS	594				hypothetical protein
MKJENFDJ_00009	CDS	2343	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
MKJENFDJ_00010	CDS	1467				hypothetical protein
MKJENFDJ_00011	CDS	777	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
MKJENFDJ_00012	CDS	1494	glpK_1	2.7.1.30		Glycerol kinase
MKJENFDJ_00013	CDS	375				hypothetical protein
MKJENFDJ_00014	CDS	1260				hypothetical protein
MKJENFDJ_00015	CDS	468				hypothetical protein
MKJENFDJ_00016	CDS	291				hypothetical protein
MKJENFDJ_00017	CDS	165				hypothetical protein
MKJENFDJ_00018	CDS	1065				hypothetical protein
MKJENFDJ_00019	CDS	759	map_1	3.4.11.18		Methionine aminopeptidase
MKJENFDJ_00020	CDS	402				hypothetical protein
MKJENFDJ_00021	CDS	1185				hypothetical protein
MKJENFDJ_00022	CDS	1266	sbmA		COG1133	Peptide antibiotic transporter SbmA
MKJENFDJ_00023	CDS	510				hypothetical protein
MKJENFDJ_00024	CDS	987				hypothetical protein
MKJENFDJ_00025	CDS	585				hypothetical protein
MKJENFDJ_00026	CDS	684				hypothetical protein
MKJENFDJ_00027	CDS	1422	der		COG1160	GTPase Der
MKJENFDJ_00028	CDS	1182	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
MKJENFDJ_00029	CDS	1041	glnII	6.3.1.2	COG0174	Glutamine synthetase
MKJENFDJ_00030	CDS	192				hypothetical protein
MKJENFDJ_00031	CDS	162				hypothetical protein
MKJENFDJ_00032	CDS	921	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
MKJENFDJ_00033	CDS	342				hypothetical protein
MKJENFDJ_00034	CDS	987	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MKJENFDJ_00035	CDS	1008	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
MKJENFDJ_00036	CDS	918	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
MKJENFDJ_00037	CDS	924	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
MKJENFDJ_00038	CDS	1581	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
MKJENFDJ_00039	CDS	1647	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
MKJENFDJ_00040	CDS	306				hypothetical protein
MKJENFDJ_00041	CDS	291				hypothetical protein
MKJENFDJ_00042	CDS	1698	adeC	3.5.4.2		Adenine deaminase
MKJENFDJ_00043	CDS	1104			COG0683	Leu/Ile/Val-binding protein 
MKJENFDJ_00044	CDS	915		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
MKJENFDJ_00045	CDS	1326	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
MKJENFDJ_00046	CDS	1974				hypothetical protein
MKJENFDJ_00047	CDS	318	hlyU_1		COG0640	Transcriptional activator HlyU
MKJENFDJ_00048	CDS	750				hypothetical protein
MKJENFDJ_00049	CDS	1053	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
MKJENFDJ_00050	CDS	846	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
MKJENFDJ_00051	CDS	957				hypothetical protein
MKJENFDJ_00052	CDS	603	tdk	2.7.1.21	COG1435	Thymidine kinase
MKJENFDJ_00053	CDS	1074				hypothetical protein
MKJENFDJ_00054	CDS	1131				hypothetical protein
MKJENFDJ_00055	CDS	462				hypothetical protein
MKJENFDJ_00056	CDS	726				hypothetical protein
MKJENFDJ_00057	CDS	204				hypothetical protein
MKJENFDJ_00058	CDS	1647				hypothetical protein
MKJENFDJ_00059	CDS	1680	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
MKJENFDJ_00060	CDS	480	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
MKJENFDJ_00061	CDS	120				hypothetical protein
MKJENFDJ_00062	CDS	1143				hypothetical protein
MKJENFDJ_00063	CDS	2259	btuB			Vitamin B12 transporter BtuB
MKJENFDJ_00064	CDS	2190	menF_1	5.4.4.2		Isochorismate synthase MenF
MKJENFDJ_00065	CDS	240				hypothetical protein
MKJENFDJ_00066	CDS	672				hypothetical protein
MKJENFDJ_00067	CDS	915	fieF		COG0053	Ferrous-iron efflux pump FieF
MKJENFDJ_00068	CDS	465	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MKJENFDJ_00069	CDS	774				hypothetical protein
MKJENFDJ_00070	CDS	585	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MKJENFDJ_00071	CDS	1200	ydcO		COG3135	Inner membrane protein YdcO
MKJENFDJ_00072	CDS	1752	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MKJENFDJ_00073	CDS	1992				hypothetical protein
MKJENFDJ_00074	CDS	1857	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
MKJENFDJ_00075	CDS	846				hypothetical protein
MKJENFDJ_00076	CDS	510	ecfG_1			ECF RNA polymerase sigma factor EcfG
MKJENFDJ_00077	CDS	561				hypothetical protein
MKJENFDJ_00078	CDS	909	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MKJENFDJ_00079	CDS	501				hypothetical protein
