locus_tag	ftype	length_bp	gene	EC_number	COG	product
FIDFLPKG_00001	CDS	318				IS6 family transposase ISRH1
FIDFLPKG_00002	CDS	348				ISNCY family transposase ISRle10
FIDFLPKG_00003	CDS	333				hypothetical protein
FIDFLPKG_00004	CDS	309				hypothetical protein
FIDFLPKG_00005	CDS	216				hypothetical protein
FIDFLPKG_00006	CDS	201				hypothetical protein
FIDFLPKG_00007	CDS	663				hypothetical protein
FIDFLPKG_00008	CDS	294				hypothetical protein
FIDFLPKG_00009	CDS	216				hypothetical protein
FIDFLPKG_00010	CDS	453				hypothetical protein
FIDFLPKG_00011	CDS	510				hypothetical protein
FIDFLPKG_00012	CDS	471				hypothetical protein
FIDFLPKG_00013	CDS	375				hypothetical protein
FIDFLPKG_00014	CDS	114				hypothetical protein
FIDFLPKG_00015	CDS	327				hypothetical protein
FIDFLPKG_00016	CDS	153				hypothetical protein
FIDFLPKG_00017	CDS	228				hypothetical protein
FIDFLPKG_00018	CDS	354				hypothetical protein
FIDFLPKG_00019	CDS	345	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FIDFLPKG_00020	CDS	303				hypothetical protein
FIDFLPKG_00021	CDS	246				hypothetical protein
FIDFLPKG_00022	CDS	168				hypothetical protein
FIDFLPKG_00023	CDS	162				hypothetical protein
FIDFLPKG_00024	CDS	147				hypothetical protein
FIDFLPKG_00025	CDS	336	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
FIDFLPKG_00026	CDS	144				hypothetical protein
FIDFLPKG_00027	CDS	198				hypothetical protein
FIDFLPKG_00028	CDS	267	gltB_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
FIDFLPKG_00029	CDS	198				hypothetical protein
FIDFLPKG_00030	CDS	306				hypothetical protein
FIDFLPKG_00031	CDS	330				hypothetical protein
FIDFLPKG_00032	CDS	366				hypothetical protein
FIDFLPKG_00033	CDS	288				hypothetical protein
FIDFLPKG_00034	CDS	162				hypothetical protein
FIDFLPKG_00035	CDS	201				hypothetical protein
FIDFLPKG_00036	CDS	216	araC_1	4.2.1.25		L-arabonate dehydratase
FIDFLPKG_00037	CDS	360				hypothetical protein
FIDFLPKG_00038	CDS	234	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
FIDFLPKG_00039	CDS	216				hypothetical protein
FIDFLPKG_00040	CDS	207				hypothetical protein
FIDFLPKG_00041	CDS	333	paoD_1		COG1975	Molybdenum cofactor insertion chaperone PaoD
FIDFLPKG_00042	CDS	252				hypothetical protein
FIDFLPKG_00043	CDS	339				hypothetical protein
FIDFLPKG_00044	CDS	300				hypothetical protein
FIDFLPKG_00045	CDS	267				hypothetical protein
FIDFLPKG_00046	CDS	339				hypothetical protein
FIDFLPKG_00047	CDS	201				hypothetical protein
FIDFLPKG_00048	CDS	228				IS66 family transposase ISXau4
FIDFLPKG_00049	CDS	198				hypothetical protein
FIDFLPKG_00050	CDS	1170	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
FIDFLPKG_00051	CDS	1029	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
FIDFLPKG_00052	CDS	780	yadH_1		COG0842	Inner membrane transport permease YadH
FIDFLPKG_00053	CDS	1035	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FIDFLPKG_00054	CDS	1278	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FIDFLPKG_00055	CDS	651		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
FIDFLPKG_00056	CDS	591	nodA	2.3.1.-		Nodulation protein A
FIDFLPKG_00057	CDS	933	nodD2_1			Nodulation protein D 2
FIDFLPKG_00058	CDS	279	nodF			Nodulation protein F
FIDFLPKG_00059	CDS	1212	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FIDFLPKG_00060	CDS	573	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
FIDFLPKG_00061	CDS	1791	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FIDFLPKG_00062	CDS	486		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
FIDFLPKG_00063	CDS	1449	ttgC			Toluene efflux pump outer membrane protein TtgC
FIDFLPKG_00064	CDS	177				hypothetical protein
FIDFLPKG_00065	CDS	327				hypothetical protein
FIDFLPKG_00066	CDS	855	nodO			Nodulation protein O
FIDFLPKG_00067	CDS	651				hypothetical protein
FIDFLPKG_00068	CDS	744	rpaR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
FIDFLPKG_00069	CDS	450				hypothetical protein
FIDFLPKG_00070	CDS	588				hypothetical protein
FIDFLPKG_00071	CDS	696	rhiA			Protein RhiA
FIDFLPKG_00072	CDS	555	bjaI	2.3.1.228	COG3916	Isovaleryl-homoserine lactone synthase
FIDFLPKG_00073	CDS	159				hypothetical protein
FIDFLPKG_00074	CDS	1545				hypothetical protein
FIDFLPKG_00075	CDS	420	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
FIDFLPKG_00076	CDS	237				hypothetical protein
FIDFLPKG_00077	CDS	879				hypothetical protein
FIDFLPKG_00078	CDS	1002				hypothetical protein
FIDFLPKG_00079	CDS	183				hypothetical protein
FIDFLPKG_00080	CDS	279				hypothetical protein
FIDFLPKG_00081	CDS	669				hypothetical protein
FIDFLPKG_00082	CDS	213				hypothetical protein
FIDFLPKG_00083	CDS	1215				IS256 family transposase ISAzs19
FIDFLPKG_00084	CDS	165				hypothetical protein
FIDFLPKG_00085	CDS	348				hypothetical protein
FIDFLPKG_00086	CDS	321				hypothetical protein
FIDFLPKG_00087	CDS	1119	rebD	1.21.98.2		Dichlorochromopyrrolate synthase
FIDFLPKG_00088	CDS	210				hypothetical protein
FIDFLPKG_00089	CDS	204				hypothetical protein
FIDFLPKG_00090	CDS	537	bclA	6.2.1.25		Benzoate--CoA ligase
FIDFLPKG_00091	CDS	1113	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
FIDFLPKG_00092	CDS	372				hypothetical protein
FIDFLPKG_00093	CDS	1236	mdeA_1	4.4.1.11		L-methionine gamma-lyase
FIDFLPKG_00094	CDS	1206	csd_1	2.8.1.7		putative cysteine desulfurase
FIDFLPKG_00095	CDS	921	hdfR_1			HTH-type transcriptional regulator HdfR
FIDFLPKG_00096	CDS	384	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FIDFLPKG_00097	CDS	1023		3.5.5.1	COG0388	Nitrilase
FIDFLPKG_00098	CDS	987	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FIDFLPKG_00099	CDS	708				hypothetical protein
FIDFLPKG_00100	CDS	714				hypothetical protein
FIDFLPKG_00101	CDS	717				hypothetical protein
FIDFLPKG_00102	CDS	123				hypothetical protein
FIDFLPKG_00103	CDS	1083				hypothetical protein
FIDFLPKG_00104	CDS	1209				hypothetical protein
FIDFLPKG_00105	CDS	648				hypothetical protein
FIDFLPKG_00106	CDS	672	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
FIDFLPKG_00107	CDS	1287	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
FIDFLPKG_00108	CDS	1275	mlc_1		COG1940	Protein mlc
FIDFLPKG_00109	CDS	1932				hypothetical protein
FIDFLPKG_00110	CDS	1167	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
FIDFLPKG_00111	CDS	1026	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
FIDFLPKG_00112	CDS	834	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
FIDFLPKG_00113	CDS	930	sugA_1		COG1175	Trehalose transport system permease protein SugA
FIDFLPKG_00114	CDS	1455			COG1653	putative ABC transporter-binding protein
FIDFLPKG_00115	CDS	1260	nanK_1	2.7.1.60		N-acetylmannosamine kinase
FIDFLPKG_00116	CDS	1167				hypothetical protein
FIDFLPKG_00117	CDS	1005				hypothetical protein
FIDFLPKG_00118	CDS	1005	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FIDFLPKG_00119	CDS	1710				hypothetical protein
FIDFLPKG_00120	CDS	924				hypothetical protein
FIDFLPKG_00121	CDS	723	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
FIDFLPKG_00122	CDS	882	gspK_1	2.7.1.8	COG2971	Glucosamine kinase GspK
FIDFLPKG_00123	CDS	369	nagR_1		COG2188	HTH-type transcriptional repressor NagR
FIDFLPKG_00124	CDS	375	dasR		COG2188	HTH-type transcriptional repressor DasR
FIDFLPKG_00125	CDS	420				hypothetical protein
FIDFLPKG_00126	CDS	1053				hypothetical protein
FIDFLPKG_00127	CDS	606				hypothetical protein
FIDFLPKG_00128	CDS	372				hypothetical protein
FIDFLPKG_00129	CDS	5100				hypothetical protein
FIDFLPKG_00130	CDS	1824	noc_1			Nucleoid occlusion protein
FIDFLPKG_00131	CDS	420				hypothetical protein
FIDFLPKG_00132	CDS	585				hypothetical protein
FIDFLPKG_00133	CDS	927	traC_1	2.7.7.-		DNA primase TraC
FIDFLPKG_00134	CDS	177				hypothetical protein
FIDFLPKG_00135	CDS	312				hypothetical protein
FIDFLPKG_00136	CDS	162				hypothetical protein
FIDFLPKG_00137	CDS	174				hypothetical protein
FIDFLPKG_00138	CDS	309				hypothetical protein
FIDFLPKG_00139	CDS	315				hypothetical protein
FIDFLPKG_00140	CDS	525				hypothetical protein
FIDFLPKG_00141	CDS	1296	virD4_1			Protein VirD4
FIDFLPKG_00142	CDS	516				hypothetical protein
FIDFLPKG_00143	CDS	114				hypothetical protein
FIDFLPKG_00144	CDS	264				hypothetical protein
FIDFLPKG_00145	CDS	354				hypothetical protein
FIDFLPKG_00146	CDS	429				hypothetical protein
FIDFLPKG_00147	CDS	129				hypothetical protein
FIDFLPKG_00148	CDS	231				hypothetical protein
FIDFLPKG_00149	CDS	306				hypothetical protein
FIDFLPKG_00150	CDS	564				hypothetical protein
FIDFLPKG_00151	CDS	1131	pldB_1	3.1.1.5	COG2267	Lysophospholipase L2
FIDFLPKG_00152	CDS	1020	acdS_1	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
FIDFLPKG_00153	CDS	2391	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FIDFLPKG_00154	CDS	1011				hypothetical protein
FIDFLPKG_00155	CDS	372				hypothetical protein
FIDFLPKG_00156	CDS	861	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
FIDFLPKG_00157	CDS	828	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FIDFLPKG_00158	CDS	915				hypothetical protein
FIDFLPKG_00159	CDS	1104				hypothetical protein
FIDFLPKG_00160	CDS	1176		1.14.-.-		Cytochrome P450-pinF1, plant-inducible
FIDFLPKG_00161	CDS	333				hypothetical protein
FIDFLPKG_00162	CDS	780	ucpA_1	1.-.-.-		Oxidoreductase UcpA
FIDFLPKG_00163	CDS	195				hypothetical protein
FIDFLPKG_00164	CDS	876				hypothetical protein
FIDFLPKG_00165	CDS	117				hypothetical protein
FIDFLPKG_00166	CDS	1161	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
FIDFLPKG_00167	CDS	480				hypothetical protein
FIDFLPKG_00168	CDS	144				hypothetical protein
FIDFLPKG_00169	CDS	204				hypothetical protein
FIDFLPKG_00170	CDS	957	linE	1.13.11.66		Chlorohydroquinone/hydroquinone 1,2-dioxygenase
FIDFLPKG_00171	CDS	177	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
FIDFLPKG_00172	CDS	117				hypothetical protein
FIDFLPKG_00173	CDS	912		3.1.1.2		Arylesterase
FIDFLPKG_00174	CDS	642	comR_1			HTH-type transcriptional repressor ComR
FIDFLPKG_00175	CDS	3258	dnaE2_2	2.7.7.7		Error-prone DNA polymerase
FIDFLPKG_00176	CDS	1419	imuB_1			Protein ImuB
FIDFLPKG_00177	CDS	753				hypothetical protein
FIDFLPKG_00178	CDS	417				hypothetical protein
FIDFLPKG_00179	CDS	159				hypothetical protein
FIDFLPKG_00180	CDS	537				hypothetical protein
FIDFLPKG_00181	CDS	1002				IS1595 family transposase ISNwi1
FIDFLPKG_00182	CDS	210				hypothetical protein
FIDFLPKG_00183	CDS	954	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
FIDFLPKG_00184	CDS	681				hypothetical protein
FIDFLPKG_00185	CDS	321				hypothetical protein
FIDFLPKG_00186	CDS	336				hypothetical protein
FIDFLPKG_00187	CDS	1617				hypothetical protein
FIDFLPKG_00188	CDS	264				hypothetical protein
FIDFLPKG_00189	CDS	2037				hypothetical protein
FIDFLPKG_00190	CDS	1056				hypothetical protein
FIDFLPKG_00191	CDS	555				hypothetical protein
FIDFLPKG_00192	CDS	123				hypothetical protein
FIDFLPKG_00193	CDS	639				hypothetical protein
FIDFLPKG_00194	CDS	1647				hypothetical protein
FIDFLPKG_00195	CDS	342				hypothetical protein
FIDFLPKG_00196	CDS	789		3.4.24.76		Flavastacin
FIDFLPKG_00197	CDS	1218				hypothetical protein
FIDFLPKG_00198	CDS	1422				hypothetical protein
FIDFLPKG_00199	CDS	591				hypothetical protein
FIDFLPKG_00200	CDS	1050				hypothetical protein
FIDFLPKG_00201	CDS	111				hypothetical protein
FIDFLPKG_00202	CDS	1020				hypothetical protein
FIDFLPKG_00203	CDS	453				hypothetical protein
FIDFLPKG_00204	CDS	1470				hypothetical protein
FIDFLPKG_00205	CDS	246				hypothetical protein
FIDFLPKG_00206	CDS	1908				hypothetical protein
FIDFLPKG_00207	CDS	567				hypothetical protein
FIDFLPKG_00208	CDS	108				hypothetical protein
FIDFLPKG_00209	CDS	891	benM_1			HTH-type transcriptional regulator BenM
FIDFLPKG_00210	CDS	969	fic_1	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
FIDFLPKG_00211	CDS	1485				hypothetical protein
FIDFLPKG_00212	CDS	396				hypothetical protein
FIDFLPKG_00213	CDS	1989				hypothetical protein
FIDFLPKG_00214	CDS	2355				hypothetical protein
FIDFLPKG_00215	CDS	3477				hypothetical protein
FIDFLPKG_00216	CDS	1647				hypothetical protein
FIDFLPKG_00217	CDS	537				IS21 family transposase ISPkr1
FIDFLPKG_00218	CDS	258				hypothetical protein
FIDFLPKG_00219	CDS	309	cckA_1			Sensor kinase CckA
FIDFLPKG_00220	CDS	297				hypothetical protein
FIDFLPKG_00221	CDS	210	occM_1			Octopine transport system permease protein OccM
