locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGPCAGCP_00001	CDS	282				hypothetical protein
EGPCAGCP_00002	CDS	159				hypothetical protein
EGPCAGCP_00003	CDS	93				hypothetical protein
EGPCAGCP_00004	CDS	249	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
EGPCAGCP_00005	rRNA	890				23S ribosomal RNA (partial)
EGPCAGCP_00006	CDS	258				hypothetical protein
EGPCAGCP_00007	CDS	318				hypothetical protein
EGPCAGCP_00008	CDS	276				hypothetical protein
EGPCAGCP_00009	CDS	387			COG3039	IS5 family transposase ISAzs9
EGPCAGCP_00010	CDS	162				hypothetical protein
EGPCAGCP_00011	CDS	324	fdxB		COG1145	Ferredoxin-3
EGPCAGCP_00012	CDS	1338	nifK_1	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
EGPCAGCP_00013	CDS	1422	nifD_1	1.18.6.1		Nitrogenase molybdenum-iron protein alpha chain
EGPCAGCP_00014	CDS	1542	nifK_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
EGPCAGCP_00015	CDS	1506	nifD_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
EGPCAGCP_00016	CDS	894	nifH	1.18.6.1	COG1348	Nitrogenase iron protein
EGPCAGCP_00017	CDS	1101				hypothetical protein
EGPCAGCP_00018	CDS	159				hypothetical protein
EGPCAGCP_00019	CDS	549	bjaI	2.3.1.228	COG3916	Isovaleryl-homoserine lactone synthase
EGPCAGCP_00020	CDS	378			COG3039	IS5 family transposase ISNGR9
EGPCAGCP_00021	CDS	228			COG3039	IS5 family transposase ISNGR9
EGPCAGCP_00022	CDS	696	rhiA			Protein RhiA
EGPCAGCP_00023	CDS	660				hypothetical protein
EGPCAGCP_00024	CDS	450				hypothetical protein
EGPCAGCP_00025	CDS	744	rpaR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
EGPCAGCP_00026	CDS	744				hypothetical protein
EGPCAGCP_00027	CDS	855	nodO			Nodulation protein O
EGPCAGCP_00028	CDS	237				hypothetical protein
EGPCAGCP_00029	CDS	618				hypothetical protein
EGPCAGCP_00030	CDS	1449	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
EGPCAGCP_00031	CDS	486		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
EGPCAGCP_00032	CDS	1791	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EGPCAGCP_00033	CDS	573	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
EGPCAGCP_00034	CDS	1212	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EGPCAGCP_00035	CDS	279	nodF			Nodulation protein F
EGPCAGCP_00036	CDS	933	nodD2_1			Nodulation protein D 2
EGPCAGCP_00037	CDS	591	nodA	2.3.1.-		Nodulation protein A
EGPCAGCP_00038	CDS	651		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
EGPCAGCP_00039	CDS	1278	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EGPCAGCP_00040	CDS	1035	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EGPCAGCP_00041	CDS	780	yadH_1		COG0842	Inner membrane transport permease YadH
EGPCAGCP_00042	CDS	369			COG3039	IS5 family transposase ISRel13
EGPCAGCP_00043	CDS	345			COG3039	IS5 family transposase ISRel13
EGPCAGCP_00044	CDS	570				hypothetical protein
EGPCAGCP_00045	CDS	861				hypothetical protein
EGPCAGCP_00046	CDS	195	fer1			Ferredoxin-1
EGPCAGCP_00047	CDS	1494	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
EGPCAGCP_00048	CDS	1584	nifA		COG3604	Nif-specific regulatory protein
EGPCAGCP_00049	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
EGPCAGCP_00050	CDS	1308		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EGPCAGCP_00051	CDS	1137	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
EGPCAGCP_00052	CDS	852	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
EGPCAGCP_00053	CDS	156				hypothetical protein
EGPCAGCP_00054	CDS	672				hypothetical protein
EGPCAGCP_00055	CDS	720				hypothetical protein
EGPCAGCP_00056	CDS	393			COG3039	IS5 family transposase ISRl2
EGPCAGCP_00057	CDS	1623	fixN_1	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
EGPCAGCP_00058	CDS	735				hypothetical protein
EGPCAGCP_00059	CDS	153				hypothetical protein
EGPCAGCP_00060	CDS	864	ccoP_1		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
EGPCAGCP_00061	CDS	186				hypothetical protein
EGPCAGCP_00062	CDS	1569				hypothetical protein
EGPCAGCP_00063	CDS	885	npcC	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
EGPCAGCP_00064	CDS	1755	tfdB	1.14.13.20		2,4-dichlorophenol 6-monooxygenase
EGPCAGCP_00065	CDS	1086				hypothetical protein
EGPCAGCP_00066	CDS	864	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGPCAGCP_00067	CDS	720	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGPCAGCP_00068	CDS	720	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EGPCAGCP_00069	CDS	1281				hypothetical protein
EGPCAGCP_00070	CDS	1059	linF_1	1.3.1.-	COG1454	Maleylacetate reductase
EGPCAGCP_00071	CDS	864	chqB_1	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
EGPCAGCP_00072	CDS	951	gbpR_1			HTH-type transcriptional regulator GbpR
EGPCAGCP_00073	CDS	987				hypothetical protein
EGPCAGCP_00074	CDS	1542				hypothetical protein
EGPCAGCP_00075	CDS	234				hypothetical protein
EGPCAGCP_00076	CDS	276				hypothetical protein
EGPCAGCP_00077	CDS	105				hypothetical protein
EGPCAGCP_00078	CDS	909				IS91 family transposase ISMno24
EGPCAGCP_00079	CDS	1194				IS91 family transposase ISAzo26
EGPCAGCP_00080	CDS	396				hypothetical protein
EGPCAGCP_00081	CDS	1305	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
EGPCAGCP_00082	CDS	492				hypothetical protein
EGPCAGCP_00083	CDS	1359				ISNCY family transposase ISRel26
EGPCAGCP_00084	CDS	930				IS110 family transposase ISMex17
EGPCAGCP_00085	CDS	192				hypothetical protein
EGPCAGCP_00086	CDS	519				IS630 family transposase ISBj5
EGPCAGCP_00087	CDS	468				hypothetical protein
EGPCAGCP_00088	CDS	159				hypothetical protein
EGPCAGCP_00089	CDS	387	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
EGPCAGCP_00090	CDS	243				putative sugar-binding periplasmic protein
EGPCAGCP_00091	CDS	444				hypothetical protein
EGPCAGCP_00092	CDS	297				hypothetical protein
EGPCAGCP_00093	CDS	444				hypothetical protein
EGPCAGCP_00094	CDS	273				hypothetical protein
EGPCAGCP_00095	CDS	234	mdh_1	1.1.1.37		Malate dehydrogenase
EGPCAGCP_00096	CDS	372	tdiR_1			Transcriptional regulatory protein TdiR
EGPCAGCP_00097	CDS	402				hypothetical protein
EGPCAGCP_00098	CDS	195				hypothetical protein
EGPCAGCP_00099	CDS	234			COG1073	putative protein
EGPCAGCP_00100	CDS	135				hypothetical protein
EGPCAGCP_00101	CDS	366				hypothetical protein
EGPCAGCP_00102	tRNA	77				tRNA-Met(cat)
EGPCAGCP_00103	CDS	1491				hypothetical protein
EGPCAGCP_00104	CDS	2760				hypothetical protein
EGPCAGCP_00105	CDS	210				hypothetical protein
EGPCAGCP_00106	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
EGPCAGCP_00107	CDS	1320				hypothetical protein
EGPCAGCP_00108	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
EGPCAGCP_00109	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EGPCAGCP_00110	CDS	669	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EGPCAGCP_00111	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
EGPCAGCP_00112	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
EGPCAGCP_00113	CDS	492				hypothetical protein
EGPCAGCP_00114	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
EGPCAGCP_00115	CDS	2298	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EGPCAGCP_00116	CDS	2037				hypothetical protein
EGPCAGCP_00117	CDS	957				hypothetical protein
EGPCAGCP_00118	CDS	783	malT_1			HTH-type transcriptional regulator MalT
EGPCAGCP_00119	CDS	321				hypothetical protein
EGPCAGCP_00120	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
EGPCAGCP_00121	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EGPCAGCP_00122	CDS	1869				hypothetical protein
EGPCAGCP_00123	CDS	522				hypothetical protein
EGPCAGCP_00124	CDS	969				hypothetical protein
EGPCAGCP_00125	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
EGPCAGCP_00126	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
EGPCAGCP_00127	CDS	1857				hypothetical protein
EGPCAGCP_00128	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
EGPCAGCP_00129	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
EGPCAGCP_00130	CDS	825				hypothetical protein
EGPCAGCP_00131	CDS	1164				hypothetical protein
EGPCAGCP_00132	CDS	1149	xdh_1	1.1.1.179		D-xylose dehydrogenase
EGPCAGCP_00133	CDS	678	nicS			HTH-type transcriptional repressor NicS
EGPCAGCP_00134	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
EGPCAGCP_00135	CDS	960	lacF_1			Lactose transport system permease protein LacF
EGPCAGCP_00136	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
EGPCAGCP_00137	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EGPCAGCP_00138	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
EGPCAGCP_00139	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
