locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDLMGIJM_00001	CDS	1533	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
FDLMGIJM_00002	CDS	732				hypothetical protein
FDLMGIJM_00003	CDS	657	artQ		COG0765	Arginine transport system permease protein ArtQ
FDLMGIJM_00004	CDS	666	yecS_1		COG0765	L-cystine transport system permease protein YecS
FDLMGIJM_00005	CDS	762	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FDLMGIJM_00006	CDS	903				hypothetical protein
FDLMGIJM_00007	CDS	801	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
FDLMGIJM_00008	CDS	549	yrdA_1		COG0663	Protein YrdA
FDLMGIJM_00009	CDS	669	pcaH_1	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
FDLMGIJM_00010	CDS	609	pcaG_1	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
FDLMGIJM_00011	CDS	699	pcaR_1		COG1414	Pca regulon regulatory protein
FDLMGIJM_00012	CDS	876	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
FDLMGIJM_00013	CDS	1341	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FDLMGIJM_00014	CDS	1164	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
FDLMGIJM_00015	CDS	879		3.1.1.-		Lactonase drp35
FDLMGIJM_00016	CDS	900	dapAL_1	4.-.-.-		putative DapA-like lyase
FDLMGIJM_00017	CDS	294				hypothetical protein
FDLMGIJM_00018	CDS	1422	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
FDLMGIJM_00019	CDS	1101	thiO	1.4.3.19	COG0665	Glycine oxidase
FDLMGIJM_00020	CDS	786	linC_1	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
FDLMGIJM_00021	CDS	105				hypothetical protein
FDLMGIJM_00022	CDS	552	acs	6.2.1.1		Acetyl-coenzyme A synthetase
FDLMGIJM_00023	CDS	1281				hypothetical protein
FDLMGIJM_00024	CDS	1428	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
FDLMGIJM_00025	CDS	930	dmlR_1			HTH-type transcriptional regulator DmlR
FDLMGIJM_00026	CDS	1125	argE_1	3.5.1.16		Acetylornithine deacetylase
FDLMGIJM_00027	CDS	924	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
FDLMGIJM_00028	CDS	354				hypothetical protein
FDLMGIJM_00029	CDS	444	lrp_1		COG1522	Leucine-responsive regulatory protein
FDLMGIJM_00030	CDS	786	thrB_1	2.7.1.39	COG2334	Homoserine kinase
FDLMGIJM_00031	CDS	1443	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
FDLMGIJM_00032	CDS	879	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
FDLMGIJM_00033	CDS	1416	safD_1	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
FDLMGIJM_00034	CDS	1062				hypothetical protein
FDLMGIJM_00035	CDS	1509	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FDLMGIJM_00036	CDS	354				hypothetical protein
FDLMGIJM_00037	CDS	849				hypothetical protein
FDLMGIJM_00038	CDS	972	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
FDLMGIJM_00039	CDS	993	arcB_1	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
FDLMGIJM_00040	CDS	669	dehH2	3.8.1.3		Haloacetate dehalogenase H-2
FDLMGIJM_00041	CDS	1098	thrB_2	2.7.1.39		Homoserine kinase
FDLMGIJM_00042	CDS	1329	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
FDLMGIJM_00043	CDS	477	lrp_2		COG1522	Leucine-responsive regulatory protein
FDLMGIJM_00044	CDS	1275	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
FDLMGIJM_00045	CDS	1323	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
FDLMGIJM_00046	CDS	426	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FDLMGIJM_00047	CDS	1179	dthadh	4.3.1.27		D-threo-3-hydroxyaspartate dehydratase
FDLMGIJM_00048	CDS	729				hypothetical protein
FDLMGIJM_00049	CDS	975	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FDLMGIJM_00050	CDS	1212	dtnK	2.7.1.219	COG3395	D-threonate kinase
FDLMGIJM_00051	CDS	870	trpI_1			HTH-type transcriptional regulator TrpI
FDLMGIJM_00052	CDS	669	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FDLMGIJM_00053	CDS	1644	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
FDLMGIJM_00054	CDS	1671	appA_1			Oligopeptide-binding protein AppA
FDLMGIJM_00055	CDS	951	dppB_1		COG0601	Dipeptide transport system permease protein DppB
FDLMGIJM_00056	CDS	879	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
FDLMGIJM_00057	CDS	1335	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
FDLMGIJM_00058	CDS	1962	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FDLMGIJM_00059	CDS	297				hypothetical protein
FDLMGIJM_00060	CDS	1374	lutA_1			Lactate utilization protein A
FDLMGIJM_00061	CDS	1533	pchF	1.17.9.1		4-cresol dehydrogenase [hydroxylating] flavoprotein subunit
FDLMGIJM_00062	CDS	789	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FDLMGIJM_00063	CDS	825				hypothetical protein
FDLMGIJM_00064	CDS	783	fabG3	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
FDLMGIJM_00065	CDS	849		4.3.2.3		Ureidoglycolate lyase
FDLMGIJM_00066	CDS	429				hypothetical protein
FDLMGIJM_00067	CDS	399				hypothetical protein
FDLMGIJM_00068	CDS	420		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FDLMGIJM_00069	CDS	780	actIII	1.3.1.-		Putative ketoacyl reductase
FDLMGIJM_00070	CDS	2313	namA	1.6.99.1		NADPH dehydrogenase
FDLMGIJM_00071	CDS	516				hypothetical protein
FDLMGIJM_00072	CDS	684	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FDLMGIJM_00073	CDS	750	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
FDLMGIJM_00074	CDS	990				hypothetical protein
FDLMGIJM_00075	CDS	924	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FDLMGIJM_00076	CDS	1137				hypothetical protein
FDLMGIJM_00077	CDS	1626	bclA	6.2.1.25		Benzoate--CoA ligase
FDLMGIJM_00078	CDS	945	rhaS_1			HTH-type transcriptional activator RhaS
FDLMGIJM_00079	CDS	807				hypothetical protein
FDLMGIJM_00080	CDS	2757				hypothetical protein
FDLMGIJM_00081	CDS	630				hypothetical protein
FDLMGIJM_00082	CDS	666	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
FDLMGIJM_00083	CDS	873	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
FDLMGIJM_00084	CDS	741				hypothetical protein
