Name	Gene	Start	End	Length	Type	Strand	Contig	Product
L070_fsa_00001		4	198	195	CDS	Forward	C116	hypothetical protein
L070_fsa_00002		203	358	156	CDS	Reverse	C118	hypothetical protein
L070_fsa_00003	acnA_1	27	209	183	CDS	Forward	C121	Aconitate hydratase A
L070_fsa_00004	ctpV	195	1508	1314	CDS	Forward	C34	putative copper-exporting P-type ATPase V
L070_fsa_00005		1505	1663	159	CDS	Forward	C34	hypothetical protein
L070_fsa_00006	aadR	1698	2369	672	CDS	Forward	C34	Transcriptional activatory protein AadR
L070_fsa_00007	ccmE_1	2505	2966	462	CDS	Forward	C34	Cytochrome c-type biogenesis protein CcmE
L070_fsa_00008		2963	3160	198	CDS	Forward	C34	hypothetical protein
L070_fsa_00009	IMPDH_1	3235	3915	681	CDS	Forward	C34	Inosine-5'-monophosphate dehydrogenase
L070_fsa_00010		68	508	441	CDS	Forward	C35	hypothetical protein
L070_fsa_00011		2799	3437	639	CDS	Reverse	C35	hypothetical protein
L070_fsa_00012	pcm_1	3909	4529	621	CDS	Reverse	C35	Protein-L-isoaspartate O-methyltransferase
L070_fsa_00013		5042	5482	441	CDS	Reverse	C35	hypothetical protein
L070_fsa_00014	virD4_1	23	613	591	CDS	Forward	C38	Protein VirD4
L070_fsa_00015		716	2023	1308	CDS	Reverse	C38	hypothetical protein
L070_fsa_00016		1965	2204	240	CDS	Reverse	C38	hypothetical protein
L070_fsa_00017		2829	3020	192	CDS	Forward	C38	hypothetical protein
L070_fsa_00018		321	1484	1164	CDS	Forward	C39	hypothetical protein
L070_fsa_00019		1325	1642	318	CDS	Reverse	C39	hypothetical protein
L070_fsa_00020		1886	2488	603	CDS	Reverse	C39	hypothetical protein
L070_fsa_00021		1465	1779	315	CDS	Reverse	C40	hypothetical protein
L070_fsa_00022		2040	2618	579	CDS	Reverse	C40	hypothetical protein
L070_fsa_00023		270	1940	1671	CDS	Forward	C41	hypothetical protein
L070_fsa_00024	hemA_1	33	281	249	CDS	Forward	C45	5-aminolevulinate synthase
L070_fsa_00025		342	560	219	CDS	Reverse	C45	hypothetical protein
L070_fsa_00026		689	934	246	CDS	Forward	C45	hypothetical protein
L070_fsa_00027		660	914	255	CDS	Reverse	C48	hypothetical protein
L070_fsa_00028		36	560	525	CDS	Reverse	C52	hypothetical protein
L070_fsa_00029		23	196	174	CDS	Forward	C53	hypothetical protein
L070_fsa_00030	traC_1	10	546	537	CDS	Forward	C54	DNA primase TraC
L070_fsa_00031		588	779	192	CDS	Reverse	C54	hypothetical protein
L070_fsa_00032		109	363	255	CDS	Forward	C55	hypothetical protein
L070_fsa_00033		33	515	483	CDS	Forward	C65	hypothetical protein
