Name	Gene	Start	End	Length	Type	Strand	Contig	Product
V100_fsa_00001		590	2530	1941	CDS	Forward	C10	hypothetical protein
V100_fsa_00002	ykfA	2573	3511	939	CDS	Reverse	C10	putative murein peptide carboxypeptidase
V100_fsa_00003	clpB_1	3582	6188	2607	CDS	Reverse	C10	Chaperone protein ClpB
V100_fsa_00004		6737	7525	789	CDS	Reverse	C10	hypothetical protein
V100_fsa_00005	prmC_1	7865	8728	864	CDS	Reverse	C10	Release factor glutamine methyltransferase
V100_fsa_00006	prfA_1	8725	9807	1083	CDS	Reverse	C10	Peptide chain release factor RF1
V100_fsa_00007	ptsP_1	10034	12301	2268	CDS	Reverse	C10	Phosphoenolpyruvate-dependent phosphotransferase system
V100_fsa_00008		12392	13666	1275	CDS	Reverse	C10	Aspartate kinase
V100_fsa_00009	norG_1	13869	15269	1401	CDS	Reverse	C10	HTH-type transcriptional regulator NorG
V100_fsa_00010		15385	16248	864	CDS	Forward	C10	hypothetical protein
V100_fsa_00011		16327	17229	903	CDS	Forward	C10	Polyphosphate:ADP phosphotransferase
V100_fsa_00012		17274	18152	879	CDS	Reverse	C10	hypothetical protein
V100_fsa_00013		18242	18745	504	CDS	Reverse	C10	putative HTH-type transcriptional regulator
V100_fsa_00014	sspA_1	18831	19490	660	CDS	Forward	C10	Stringent starvation protein A 
V100_fsa_00015	linC_1	19636	20406	771	CDS	Forward	C10	2%2C5-dichloro-2%2C5-cyclohexadiene-1%2C4-diol dehydrogenase
V100_fsa_00016		21325	21711	387	CDS	Forward	C10	hypothetical protein
V100_fsa_00017	ubiG_1	21766	22515	750	CDS	Forward	C10	Ubiquinone biosynthesis O-methyltransferase
V100_fsa_00018		22706	23596	891	CDS	Forward	C10	hypothetical protein
V100_fsa_00019		24046	24486	441	CDS	Forward	C10	hypothetical protein
V100_fsa_00020		24636	25223	588	CDS	Reverse	C10	hypothetical protein
V100_fsa_00021		25223	25651	429	CDS	Reverse	C10	hypothetical protein
V100_fsa_00022	nit1_1	25648	26505	858	CDS	Reverse	C10	Deaminated glutathione amidase
