Name	Gene	Start	End	Length	Type	Strand	Contig	Product
H012_fsa_00001		182	331	150	CDS	Forward	C101	hypothetical protein
H012_fsa_00002		410	523	114	CDS	Reverse	C102	hypothetical protein
H012_fsa_00003		160	432	273	CDS	Reverse	C103	hypothetical protein
H012_fsa_00004		322	456	135	CDS	Reverse	C106	hypothetical protein
H012_fsa_00005		44	349	306	CDS	Forward	C117	hypothetical protein
H012_fsa_00006		72	623	552	CDS	Forward	C118	hypothetical protein
H012_fsa_00007		128	259	132	CDS	Reverse	C125	hypothetical protein
H012_fsa_00008	qseF	6	380	375	CDS	Reverse	C135	Transcriptional regulatory protein QseF
H012_fsa_00009	ropA_1	47	544	498	CDS	Forward	C148	Outer membrane protein IIIA
H012_fsa_00010		237	530	294	CDS	Forward	C19	hypothetical protein
H012_fsa_00011		889	1602	714	CDS	Reverse	C19	hypothetical protein
H012_fsa_00012		2898	3101	204	CDS	Forward	C19	hypothetical protein
H012_fsa_00013		3467	3655	189	CDS	Forward	C19	hypothetical protein
H012_fsa_00014		3702	3902	201	CDS	Reverse	C19	hypothetical protein
H012_fsa_00015	xerC_1	3878	4696	819	CDS	Reverse	C19	Tyrosine recombinase XerC
H012_fsa_00016	xerC_2	4689	5372	684	CDS	Reverse	C19	Tyrosine recombinase XerC
H012_fsa_00017	xerC_3	5521	6873	1353	CDS	Reverse	C19	Tyrosine recombinase XerC
H012_fsa_00018		7001	7597	597	CDS	Reverse	C19	hypothetical protein
H012_fsa_00019	zntR_1	7630	8073	444	CDS	Reverse	C19	HTH-type transcriptional regulator ZntR
H012_fsa_00020		8148	8741	594	CDS	Forward	C19	hypothetical protein
H012_fsa_00021		8738	9121	384	CDS	Forward	C19	hypothetical protein
H012_fsa_00022	dipZ_1	9124	9831	708	CDS	Forward	C19	Protein DipZ
H012_fsa_00023		9885	10211	327	CDS	Forward	C19	hypothetical protein
H012_fsa_00024		10274	11056	783	CDS	Reverse	C19	hypothetical protein
H012_fsa_00025		11540	12568	1029	CDS	Forward	C19	hypothetical protein
H012_fsa_00026		12632	13237	606	CDS	Forward	C19	hypothetical protein
H012_fsa_00027		13403	13648	246	CDS	Forward	C19	hypothetical protein
H012_fsa_00028		13768	18870	5103	CDS	Forward	C19	hypothetical protein
H012_fsa_00029	noc_1	19386	21209	1824	CDS	Forward	C19	Nucleoid occlusion protein
H012_fsa_00030		21300	21776	477	CDS	Forward	C19	hypothetical protein
H012_fsa_00031		21773	22660	888	CDS	Forward	C19	hypothetical protein
H012_fsa_00032		23375	23959	585	CDS	Forward	C19	hypothetical protein
H012_fsa_00033		24076	24198	123	CDS	Forward	C19	hypothetical protein
H012_fsa_00034	traC	24267	25193	927	CDS	Forward	C19	DNA primase TraC
H012_fsa_00035		25200	25376	177	CDS	Reverse	C19	hypothetical protein
H012_fsa_00036		25417	25704	288	CDS	Reverse	C19	hypothetical protein
H012_fsa_00037		25834	26145	312	CDS	Forward	C19	hypothetical protein
H012_fsa_00038		26467	26637	171	CDS	Forward	C19	hypothetical protein
H012_fsa_00039		26927	27100	174	CDS	Forward	C19	hypothetical protein
H012_fsa_00040		27166	27474	309	CDS	Reverse	C19	hypothetical protein
H012_fsa_00041		27915	28232	318	CDS	Forward	C19	hypothetical protein
H012_fsa_00042		28475	29062	588	CDS	Reverse	C19	hypothetical protein
H012_fsa_00043		29363	31294	1932	CDS	Reverse	C19	hypothetical protein
H012_fsa_00044		31281	31496	216	CDS	Reverse	C19	hypothetical protein
H012_fsa_00045		31501	31797	297	CDS	Reverse	C19	hypothetical protein
H012_fsa_00046	recD2_1	32053	35379	3327	CDS	Forward	C19	ATP-dependent RecD-like DNA helicase
H012_fsa_00047		35445	35942	498	CDS	Forward	C19	hypothetical protein
H012_fsa_00048		35932	37095	1164	CDS	Forward	C19	hypothetical protein
H012_fsa_00049		37112	37732	621	CDS	Forward	C19	hypothetical protein
H012_fsa_00050		37903	38277	375	CDS	Reverse	C19	hypothetical protein
H012_fsa_00051		38274	38906	633	CDS	Reverse	C19	hypothetical protein
H012_fsa_00052	traM	39567	39857	291	CDS	Forward	C19	putative transcriptional repressor TraM
