Name	Gene	Start	End	Length	Type	Strand	Contig	Product
G099_fsa_00001		264	1691	1428	CDS	Forward	C37	ISNCY family transposase ISRel10
G099_fsa_00002		2164	2559	396	CDS	Reverse	C37	hypothetical protein
G099_fsa_00003	kamA_1	2676	3800	1125	CDS	Reverse	C37	L-lysine 2%2C3-aminomutase
G099_fsa_00004		3769	3891	123	CDS	Reverse	C37	hypothetical protein
G099_fsa_00005	ddl_1	4028	5401	1374	CDS	Reverse	C37	D-alanine--D-alanine ligase
G099_fsa_00006	hemA_1	5439	6377	939	CDS	Reverse	C37	Glutamyl-tRNA reductase
G099_fsa_00007	gluD	6540	7787	1248	CDS	Reverse	C37	NAD-specific glutamate dehydrogenase
G099_fsa_00008		8043	8252	210	CDS	Forward	C37	hypothetical protein
G099_fsa_00009		9241	9786	546	CDS	Forward	C37	hypothetical protein
G099_fsa_00010		9728	9931	204	CDS	Forward	C37	hypothetical protein
G099_fsa_00011	carD	9963	10814	852	CDS	Forward	C37	Caffeyl-CoA reductase-Etf complex subunit CarD
G099_fsa_00012	carE	10832	11968	1137	CDS	Forward	C37	Caffeyl-CoA reductase-Etf complex subunit CarE
G099_fsa_00013		11955	13262	1308	CDS	Forward	C37	Electron transfer flavoprotein-ubiquinone oxidoreductase
G099_fsa_00014	fixX	13275	13571	297	CDS	Forward	C37	Ferredoxin-like protein FixX
G099_fsa_00015	nifA	13746	15329	1584	CDS	Forward	C37	Nif-specific regulatory protein
G099_fsa_00016	nifB	15543	17036	1494	CDS	Forward	C37	FeMo cofactor biosynthesis protein NifB
G099_fsa_00017	fer1	17052	17246	195	CDS	Forward	C37	Ferredoxin-1
G099_fsa_00018		279	872	594	CDS	Reverse	C39	hypothetical protein
G099_fsa_00019		966	1184	219	CDS	Forward	C39	hypothetical protein
G099_fsa_00020		1312	1782	471	CDS	Reverse	C39	hypothetical protein
G099_fsa_00021		2008	3879	1872	CDS	Forward	C39	hypothetical protein
