locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPBMMNBG_00001	CDS	1266			COG3385	IS4 family transposase ISSysp3
MPBMMNBG_00002	tRNA	78				tRNA-Ala(ggc)
MPBMMNBG_00003	CDS	660	yagA_1			putative protein YagA
MPBMMNBG_00004	CDS	90				hypothetical protein
MPBMMNBG_00005	CDS	939				IS110 family transposase ISCc2
MPBMMNBG_00006	CDS	360				IS630 family transposase ISRel6
MPBMMNBG_00007	CDS	480				IS630 family transposase ISRel6
MPBMMNBG_00008	CDS	159				hypothetical protein
MPBMMNBG_00009	CDS	642	imuB_1			Protein ImuB
MPBMMNBG_00010	CDS	345				hypothetical protein
MPBMMNBG_00011	CDS	246				hypothetical protein
MPBMMNBG_00012	CDS	150				hypothetical protein
MPBMMNBG_00013	CDS	888	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MPBMMNBG_00014	CDS	1215				hypothetical protein
MPBMMNBG_00015	CDS	1017	rbsC_1		COG1172	Ribose import permease protein RbsC
MPBMMNBG_00016	CDS	984	rbsC_2		COG1172	Ribose import permease protein RbsC
MPBMMNBG_00017	CDS	1557	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MPBMMNBG_00018	CDS	1113		1.-.-.-		NADH oxidase
MPBMMNBG_00019	CDS	933	mlhB_1	3.1.1.83		Monoterpene epsilon-lactone hydrolase
MPBMMNBG_00020	CDS	888	pgrR_1			HTH-type transcriptional regulator PgrR
MPBMMNBG_00021	CDS	639				hypothetical protein
MPBMMNBG_00022	CDS	408	kal	4.3.1.14		3-aminobutyryl-CoA ammonia lyase
MPBMMNBG_00023	CDS	1620	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
MPBMMNBG_00024	CDS	507				hypothetical protein
MPBMMNBG_00025	CDS	999	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
MPBMMNBG_00026	CDS	912				hypothetical protein
MPBMMNBG_00027	CDS	783	ydcV_1			Inner membrane ABC transporter permease protein YdcV
MPBMMNBG_00028	CDS	774	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
MPBMMNBG_00029	CDS	1083				hypothetical protein
MPBMMNBG_00030	CDS	1047	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
MPBMMNBG_00031	CDS	807	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
MPBMMNBG_00032	CDS	2124	FCS1_1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
MPBMMNBG_00033	CDS	2319				hypothetical protein
MPBMMNBG_00034	CDS	561				hypothetical protein
MPBMMNBG_00035	CDS	882	dmlR_1			HTH-type transcriptional regulator DmlR
MPBMMNBG_00036	CDS	396				hypothetical protein
MPBMMNBG_00037	CDS	876				hypothetical protein
MPBMMNBG_00038	CDS	783				hypothetical protein
MPBMMNBG_00039	CDS	498				hypothetical protein
MPBMMNBG_00040	CDS	678				hypothetical protein
MPBMMNBG_00041	CDS	897	dmlR_2			HTH-type transcriptional regulator DmlR
MPBMMNBG_00042	CDS	645				hypothetical protein
MPBMMNBG_00043	CDS	447	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
MPBMMNBG_00044	CDS	897	yhaJ			HTH-type transcriptional regulator YhaJ
MPBMMNBG_00045	CDS	612	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
MPBMMNBG_00046	CDS	396	yqjF_1		COG2259	Inner membrane protein YqjF
MPBMMNBG_00047	CDS	1053	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
MPBMMNBG_00048	CDS	960	pcpF_1	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
MPBMMNBG_00049	CDS	159				hypothetical protein
MPBMMNBG_00050	CDS	534	yhhS			putative MFS-type transporter YhhS
MPBMMNBG_00051	CDS	1068	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
MPBMMNBG_00052	CDS	390				hypothetical protein
MPBMMNBG_00053	CDS	600	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
MPBMMNBG_00054	CDS	948	dmlR_3			HTH-type transcriptional regulator DmlR
MPBMMNBG_00055	CDS	858				hypothetical protein
MPBMMNBG_00056	CDS	459				hypothetical protein
MPBMMNBG_00057	CDS	789	pcaR_1		COG1414	Pca regulon regulatory protein
MPBMMNBG_00058	CDS	909				hypothetical protein
MPBMMNBG_00059	CDS	969	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
MPBMMNBG_00060	CDS	897	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MPBMMNBG_00061	CDS	849	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
MPBMMNBG_00062	CDS	1044	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
MPBMMNBG_00063	CDS	1626				hypothetical protein
MPBMMNBG_00064	CDS	2139	FCS1_2	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
MPBMMNBG_00065	CDS	1677	hutH_1	4.3.1.3		Histidine ammonia-lyase
MPBMMNBG_00066	CDS	807	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MPBMMNBG_00067	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
MPBMMNBG_00068	CDS	621	nahD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
MPBMMNBG_00069	CDS	990	dauB	1.4.1.25	COG2423	NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB
MPBMMNBG_00070	CDS	951	ophA1	1.-.-.-		Phthalate dioxygenase reductase
MPBMMNBG_00071	CDS	465				hypothetical protein
MPBMMNBG_00072	CDS	771	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MPBMMNBG_00073	CDS	681				hypothetical protein
MPBMMNBG_00074	CDS	822	tcyA_1		COG0834	L-cystine-binding protein TcyA
MPBMMNBG_00075	CDS	918	gcvA_1			Glycine cleavage system transcriptional activator
MPBMMNBG_00076	CDS	609	dmlR_4			HTH-type transcriptional regulator DmlR
MPBMMNBG_00077	CDS	897	btr_1		COG0614	HTH-type transcriptional activator Btr
MPBMMNBG_00078	CDS	798	rhaR_1			HTH-type transcriptional activator RhaR
MPBMMNBG_00079	CDS	1401	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
MPBMMNBG_00080	CDS	513				hypothetical protein
MPBMMNBG_00081	CDS	696	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
MPBMMNBG_00082	CDS	291				hypothetical protein
MPBMMNBG_00083	CDS	1983	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MPBMMNBG_00084	CDS	552				hypothetical protein
MPBMMNBG_00085	CDS	1599	entS_1			Enterobactin exporter EntS
MPBMMNBG_00086	CDS	798				hypothetical protein
MPBMMNBG_00087	CDS	552				hypothetical protein
MPBMMNBG_00088	CDS	858	dhmA_1	3.8.1.5		Haloalkane dehalogenase
MPBMMNBG_00089	CDS	741	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
MPBMMNBG_00090	CDS	402				hypothetical protein
MPBMMNBG_00091	CDS	345				hypothetical protein
MPBMMNBG_00092	CDS	150				hypothetical protein
MPBMMNBG_00093	CDS	957		1.3.1.103		2-haloacrylate reductase
MPBMMNBG_00094	CDS	399				hypothetical protein
MPBMMNBG_00095	CDS	954				hypothetical protein
MPBMMNBG_00096	CDS	1092	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MPBMMNBG_00097	CDS	1137				hypothetical protein
MPBMMNBG_00098	CDS	1242				hypothetical protein
MPBMMNBG_00099	CDS	204				hypothetical protein
