locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNKHPFGD_00001	CDS	114				hypothetical protein
HNKHPFGD_00002	CDS	648	nrsF_1			Anti-sigma-F factor NrsF
HNKHPFGD_00003	CDS	549	sigF_1			ECF RNA polymerase sigma factor SigF
HNKHPFGD_00004	CDS	777				hypothetical protein
HNKHPFGD_00005	CDS	573				hypothetical protein
HNKHPFGD_00006	CDS	726	nicF	3.5.1.107	COG1335	Maleamate amidohydrolase
HNKHPFGD_00007	CDS	1377		3.5.2.-		D-hydantoinase
HNKHPFGD_00008	CDS	2706	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
HNKHPFGD_00009	CDS	1293	limB	1.14.13.107		Limonene 1,2-monooxygenase
HNKHPFGD_00010	CDS	1401	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HNKHPFGD_00011	CDS	192				hypothetical protein
HNKHPFGD_00012	CDS	645				hypothetical protein
HNKHPFGD_00013	CDS	1029	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
HNKHPFGD_00014	CDS	894				hypothetical protein
HNKHPFGD_00015	CDS	618	ribB_1	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
HNKHPFGD_00016	CDS	594	azo1	1.7.1.17	COG0431	FMN-dependent NADPH-azoreductase
HNKHPFGD_00017	CDS	681	gntR_1			putative D-xylose utilization operon transcriptional repressor
HNKHPFGD_00018	CDS	957	bcpA_1	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
HNKHPFGD_00019	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNKHPFGD_00020	CDS	1074	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNKHPFGD_00021	CDS	888	potH_1		COG1176	Putrescine transport system permease protein PotH
HNKHPFGD_00022	CDS	783	ydcV_1			Inner membrane ABC transporter permease protein YdcV
HNKHPFGD_00023	CDS	918	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
HNKHPFGD_00024	CDS	396				hypothetical protein
HNKHPFGD_00025	CDS	819	ydfG_1	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
HNKHPFGD_00026	CDS	375				hypothetical protein
HNKHPFGD_00027	CDS	147				hypothetical protein
HNKHPFGD_00028	CDS	1383	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
HNKHPFGD_00029	CDS	252				hypothetical protein
HNKHPFGD_00030	CDS	492	benM_1			HTH-type transcriptional regulator BenM
HNKHPFGD_00031	CDS	309				hypothetical protein
HNKHPFGD_00032	CDS	1287				hypothetical protein
HNKHPFGD_00033	CDS	573				hypothetical protein
HNKHPFGD_00034	CDS	1464	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
HNKHPFGD_00035	CDS	534	comR_1			HTH-type transcriptional repressor ComR
HNKHPFGD_00036	CDS	819	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HNKHPFGD_00037	CDS	846		3.3.2.10		Soluble epoxide hydrolase
HNKHPFGD_00038	CDS	531	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
HNKHPFGD_00039	CDS	732				hypothetical protein
HNKHPFGD_00040	CDS	1290				hypothetical protein
HNKHPFGD_00041	CDS	1245	xerC_1			Tyrosine recombinase XerC
HNKHPFGD_00042	CDS	309				hypothetical protein
HNKHPFGD_00043	CDS	669	xerC_2			Tyrosine recombinase XerC
HNKHPFGD_00044	CDS	1017	xerC_3		COG4974	Tyrosine recombinase XerC
HNKHPFGD_00045	CDS	417				IS66 family transposase ISAzs21
HNKHPFGD_00046	CDS	297				IS66 family transposase ISPpa5
HNKHPFGD_00047	CDS	861				hypothetical protein
HNKHPFGD_00048	CDS	240				hypothetical protein
HNKHPFGD_00049	CDS	441				hypothetical protein
HNKHPFGD_00050	CDS	588				hypothetical protein
HNKHPFGD_00051	CDS	636				hypothetical protein
HNKHPFGD_00052	CDS	858				hypothetical protein
HNKHPFGD_00053	CDS	780	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
HNKHPFGD_00054	CDS	687	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
HNKHPFGD_00055	CDS	267				hypothetical protein
HNKHPFGD_00056	CDS	720				hypothetical protein
HNKHPFGD_00057	CDS	912	pgrR_1			HTH-type transcriptional regulator PgrR
HNKHPFGD_00058	CDS	648				hypothetical protein
HNKHPFGD_00059	tRNA	77				tRNA-Met(cat)
HNKHPFGD_00060	CDS	198				hypothetical protein
HNKHPFGD_00061	CDS	1206	pcaF_1	2.3.1.174		Beta-ketoadipyl-CoA thiolase
HNKHPFGD_00062	CDS	705	pcaJ_1	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
HNKHPFGD_00063	CDS	708	pcaI_1	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
HNKHPFGD_00064	CDS	762	pcaR_1		COG1414	Pca regulon regulatory protein
HNKHPFGD_00065	CDS	225				hypothetical protein
HNKHPFGD_00066	CDS	789	nimR			HTH-type transcriptional regulator NimR
HNKHPFGD_00067	CDS	969				hypothetical protein
HNKHPFGD_00068	CDS	303				hypothetical protein
HNKHPFGD_00069	CDS	804				hypothetical protein
HNKHPFGD_00070	CDS	324				hypothetical protein
HNKHPFGD_00071	CDS	699				IS3 family transposase ISRle4
HNKHPFGD_00072	CDS	267				IS3 family transposase ISRle4
HNKHPFGD_00073	CDS	921	paoD_1		COG1975	Molybdenum cofactor insertion chaperone PaoD
HNKHPFGD_00074	CDS	999	mlhB_1	3.1.1.83		Monoterpene epsilon-lactone hydrolase
HNKHPFGD_00075	CDS	936	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
HNKHPFGD_00076	CDS	1383				IS1380 family transposase ISRsp7
HNKHPFGD_00077	CDS	1623	betA_1	1.1.99.1		Oxygen-dependent choline dehydrogenase
HNKHPFGD_00078	CDS	969	lcdH_1	1.1.1.108	COG1250	L-carnitine dehydrogenase
HNKHPFGD_00079	CDS	738	ucpA_1	1.-.-.-		Oxidoreductase UcpA
HNKHPFGD_00080	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HNKHPFGD_00081	CDS	774	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
HNKHPFGD_00082	CDS	1002				hypothetical protein
HNKHPFGD_00083	CDS	906	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HNKHPFGD_00084	CDS	1263				hypothetical protein
HNKHPFGD_00085	CDS	972	aes_1	3.1.1.-		Acetyl esterase
HNKHPFGD_00086	CDS	1650	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
HNKHPFGD_00087	CDS	903	dmlR_1			HTH-type transcriptional regulator DmlR
HNKHPFGD_00088	CDS	627	leuE_1		COG1280	Leucine efflux protein
HNKHPFGD_00089	CDS	753	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
HNKHPFGD_00090	CDS	534	comR_2			HTH-type transcriptional repressor ComR
HNKHPFGD_00091	CDS	1113		1.-.-.-		NADH oxidase
HNKHPFGD_00092	CDS	372	hxlR		COG1733	HTH-type transcriptional activator HxlR
HNKHPFGD_00093	CDS	1584	emrB_1			Colistin resistance protein EmrB
HNKHPFGD_00094	CDS	1191	emrA_1			Colistin resistance protein EmrA
HNKHPFGD_00095	CDS	666				hypothetical protein
HNKHPFGD_00096	CDS	537				hypothetical protein
HNKHPFGD_00097	CDS	525				hypothetical protein
HNKHPFGD_00098	CDS	1272			COG0654	putative protein
HNKHPFGD_00099	CDS	366				hypothetical protein
HNKHPFGD_00100	CDS	813				hypothetical protein
HNKHPFGD_00101	CDS	996				hypothetical protein
HNKHPFGD_00102	CDS	210	cspA_1		COG1278	Cold shock protein CspA
