locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIFIFMCK_00001	CDS	195				hypothetical protein
NIFIFMCK_00002	CDS	366	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NIFIFMCK_00003	CDS	351	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NIFIFMCK_00004	CDS	300				hypothetical protein
NIFIFMCK_00005	CDS	144				hypothetical protein
NIFIFMCK_00006	CDS	360				hypothetical protein
NIFIFMCK_00007	CDS	165				hypothetical protein
NIFIFMCK_00008	CDS	330	groL1		COG0459	60 kDa chaperonin 1
NIFIFMCK_00009	CDS	156	groL5_1			60 kDa chaperonin 5
NIFIFMCK_00010	CDS	189				hypothetical protein
NIFIFMCK_00011	tRNA	76				tRNA-Ala(tgc)
NIFIFMCK_00012	tRNA	76				tRNA-Ala(tgc)
NIFIFMCK_00013	CDS	204				hypothetical protein
NIFIFMCK_00014	CDS	324				hypothetical protein
NIFIFMCK_00015	CDS	570	rpoN2_1		COG1508	RNA polymerase sigma-54 factor 2
NIFIFMCK_00016	CDS	288				hypothetical protein
NIFIFMCK_00017	CDS	1176				hypothetical protein
NIFIFMCK_00018	CDS	2739				hypothetical protein
NIFIFMCK_00019	CDS	1773				hypothetical protein
NIFIFMCK_00020	CDS	249				hypothetical protein
NIFIFMCK_00021	CDS	141				hypothetical protein
NIFIFMCK_00022	CDS	2925				hypothetical protein
NIFIFMCK_00023	CDS	1098				hypothetical protein
NIFIFMCK_00024	CDS	1041				hypothetical protein
NIFIFMCK_00025	CDS	492				hypothetical protein
NIFIFMCK_00026	CDS	609				hypothetical protein
NIFIFMCK_00027	CDS	2205				hypothetical protein
NIFIFMCK_00028	CDS	1047				hypothetical protein
NIFIFMCK_00029	CDS	405	yjgH_1		COG0251	RutC family protein YjgH
NIFIFMCK_00030	CDS	648	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
NIFIFMCK_00031	CDS	822				hypothetical protein
NIFIFMCK_00032	CDS	735				hypothetical protein
NIFIFMCK_00033	CDS	531	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
NIFIFMCK_00034	CDS	849		3.3.2.10		Soluble epoxide hydrolase
NIFIFMCK_00035	CDS	825	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
NIFIFMCK_00036	CDS	864	cynR			HTH-type transcriptional regulator CynR
NIFIFMCK_00037	CDS	294				hypothetical protein
NIFIFMCK_00038	CDS	585				hypothetical protein
NIFIFMCK_00039	CDS	324				hypothetical protein
NIFIFMCK_00040	CDS	777	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
NIFIFMCK_00041	CDS	984				hypothetical protein
NIFIFMCK_00042	CDS	627				hypothetical protein
NIFIFMCK_00043	CDS	591				hypothetical protein
NIFIFMCK_00044	CDS	828	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NIFIFMCK_00045	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
NIFIFMCK_00046	CDS	690	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
NIFIFMCK_00047	CDS	756	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
NIFIFMCK_00048	CDS	1419	stp			Multidrug resistance protein Stp
NIFIFMCK_00049	CDS	285				hypothetical protein
NIFIFMCK_00050	CDS	810	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NIFIFMCK_00051	CDS	987				hypothetical protein
NIFIFMCK_00052	CDS	657	nrsF_1			Anti-sigma-F factor NrsF
NIFIFMCK_00053	CDS	573	sigF_1			ECF RNA polymerase sigma factor SigF
NIFIFMCK_00054	CDS	777				hypothetical protein
NIFIFMCK_00055	CDS	1263				hypothetical protein
NIFIFMCK_00056	CDS	228				hypothetical protein
NIFIFMCK_00057	CDS	912				hypothetical protein
NIFIFMCK_00058	CDS	1887				hypothetical protein
NIFIFMCK_00059	CDS	1272				hypothetical protein
NIFIFMCK_00060	CDS	1053				hypothetical protein
NIFIFMCK_00061	CDS	1110				hypothetical protein
NIFIFMCK_00062	CDS	1920				hypothetical protein
NIFIFMCK_00063	CDS	1149				hypothetical protein
NIFIFMCK_00064	CDS	1944				hypothetical protein
NIFIFMCK_00065	CDS	663				hypothetical protein
NIFIFMCK_00066	CDS	1041				hypothetical protein
NIFIFMCK_00067	CDS	1125				hypothetical protein
NIFIFMCK_00068	CDS	918				hypothetical protein
NIFIFMCK_00069	CDS	1215	oatA	2.3.1.-		O-acetyltransferase OatA
NIFIFMCK_00070	CDS	1149	xerC_1			Tyrosine recombinase XerC
NIFIFMCK_00071	CDS	1161				hypothetical protein
NIFIFMCK_00072	CDS	1026	noc_1			Nucleoid occlusion protein
NIFIFMCK_00073	CDS	1215				hypothetical protein
NIFIFMCK_00074	CDS	918				hypothetical protein
NIFIFMCK_00075	CDS	690				hypothetical protein
NIFIFMCK_00076	CDS	2133	noc_2			Nucleoid occlusion protein
NIFIFMCK_00077	CDS	114				hypothetical protein
NIFIFMCK_00078	CDS	204				hypothetical protein
NIFIFMCK_00079	CDS	1188				hypothetical protein
NIFIFMCK_00080	CDS	255				hypothetical protein
NIFIFMCK_00081	CDS	3369				hypothetical protein
NIFIFMCK_00082	CDS	1005				hypothetical protein
NIFIFMCK_00083	CDS	1038				hypothetical protein
NIFIFMCK_00084	CDS	942				hypothetical protein
NIFIFMCK_00085	CDS	261				hypothetical protein
NIFIFMCK_00086	CDS	420				hypothetical protein
NIFIFMCK_00087	CDS	324				hypothetical protein
NIFIFMCK_00088	CDS	333				hypothetical protein
NIFIFMCK_00089	CDS	279	hupA			DNA-binding protein HU-alpha
NIFIFMCK_00090	CDS	165				hypothetical protein
NIFIFMCK_00091	CDS	486				hypothetical protein
NIFIFMCK_00092	CDS	183				hypothetical protein
NIFIFMCK_00093	CDS	495				hypothetical protein
NIFIFMCK_00094	CDS	189				hypothetical protein
NIFIFMCK_00095	CDS	1077				hypothetical protein
NIFIFMCK_00096	CDS	360				hypothetical protein
NIFIFMCK_00097	CDS	327				hypothetical protein
NIFIFMCK_00098	CDS	2520	virB4		COG3451	Type IV secretion system protein virB4
NIFIFMCK_00099	CDS	1176	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
NIFIFMCK_00100	CDS	792				hypothetical protein
NIFIFMCK_00101	CDS	204				hypothetical protein
NIFIFMCK_00102	CDS	1074				hypothetical protein
NIFIFMCK_00103	CDS	735				hypothetical protein
NIFIFMCK_00104	CDS	555				hypothetical protein
NIFIFMCK_00105	CDS	261				hypothetical protein
NIFIFMCK_00106	CDS	912	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NIFIFMCK_00107	tRNA	74				tRNA-Gln(ttg)
NIFIFMCK_00108	CDS	342				hypothetical protein
NIFIFMCK_00109	CDS	366				hypothetical protein
NIFIFMCK_00110	CDS	1248				hypothetical protein
NIFIFMCK_00111	CDS	1740				hypothetical protein
NIFIFMCK_00112	CDS	885				hypothetical protein
NIFIFMCK_00113	CDS	777	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
NIFIFMCK_00114	CDS	177				hypothetical protein
NIFIFMCK_00115	CDS	648				hypothetical protein
NIFIFMCK_00116	CDS	1239				hypothetical protein
NIFIFMCK_00117	CDS	1455				hypothetical protein
NIFIFMCK_00118	CDS	357				hypothetical protein
NIFIFMCK_00119	CDS	1575				hypothetical protein
NIFIFMCK_00120	CDS	900				hypothetical protein
NIFIFMCK_00121	CDS	891				hypothetical protein
NIFIFMCK_00122	CDS	1392				hypothetical protein
NIFIFMCK_00123	CDS	1098				hypothetical protein
NIFIFMCK_00124	CDS	429				hypothetical protein
NIFIFMCK_00125	CDS	1923	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NIFIFMCK_00126	CDS	759				hypothetical protein
NIFIFMCK_00127	CDS	2352				hypothetical protein
NIFIFMCK_00128	CDS	954				hypothetical protein
NIFIFMCK_00129	CDS	2142				hypothetical protein
NIFIFMCK_00130	CDS	1365				hypothetical protein
NIFIFMCK_00131	CDS	1071				hypothetical protein
NIFIFMCK_00132	CDS	672				hypothetical protein
NIFIFMCK_00133	CDS	861				hypothetical protein
NIFIFMCK_00134	CDS	324				hypothetical protein
NIFIFMCK_00135	CDS	444				hypothetical protein
NIFIFMCK_00136	CDS	1125				hypothetical protein
NIFIFMCK_00137	CDS	207				hypothetical protein
NIFIFMCK_00138	CDS	198				hypothetical protein
NIFIFMCK_00139	CDS	246				hypothetical protein
NIFIFMCK_00140	CDS	369	ehpR			Phenazine antibiotic resistance protein EhpR
NIFIFMCK_00141	CDS	261				hypothetical protein
NIFIFMCK_00142	CDS	696				hypothetical protein
NIFIFMCK_00143	CDS	960	nudC	3.6.1.22		NADH pyrophosphatase
NIFIFMCK_00144	CDS	408				hypothetical protein
NIFIFMCK_00145	CDS	1821				hypothetical protein
NIFIFMCK_00146	CDS	324			COG0718	Nucleoid-associated protein
NIFIFMCK_00147	CDS	618				hypothetical protein
NIFIFMCK_00148	CDS	606	recR		COG0353	Recombination protein RecR
NIFIFMCK_00149	CDS	1248				Tn3 family transposase TnXax1
NIFIFMCK_00150	CDS	1575	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
NIFIFMCK_00151	CDS	465	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
NIFIFMCK_00152	CDS	672	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NIFIFMCK_00153	CDS	594	cycY_1		COG0526	Thiol:disulfide interchange protein CycY
NIFIFMCK_00154	CDS	156				hypothetical protein
NIFIFMCK_00155	CDS	765	ccmC_1		COG0755	Heme exporter protein C
NIFIFMCK_00156	CDS	705				hypothetical protein
NIFIFMCK_00157	CDS	1347				hypothetical protein
NIFIFMCK_00158	CDS	1335				ISNCY family transposase ISRle10
NIFIFMCK_00159	CDS	1383				IS1380 family transposase ISRsp7
NIFIFMCK_00160	CDS	111				hypothetical protein
NIFIFMCK_00161	CDS	534				hypothetical protein
NIFIFMCK_00162	CDS	186				hypothetical protein
NIFIFMCK_00163	CDS	1131			COG3385	IS4 family transposase ISRel1
NIFIFMCK_00164	CDS	939				IS110 family transposase ISCc2
NIFIFMCK_00165	CDS	90				hypothetical protein
NIFIFMCK_00166	CDS	174				hypothetical protein
NIFIFMCK_00167	CDS	369			COG3039	IS5 family transposase ISRel13
NIFIFMCK_00168	CDS	378			COG3039	IS5 family transposase ISRel13
NIFIFMCK_00169	CDS	354				hypothetical protein
NIFIFMCK_00170	CDS	192				hypothetical protein
NIFIFMCK_00171	CDS	111				hypothetical protein
NIFIFMCK_00172	CDS	438				hypothetical protein
NIFIFMCK_00173	CDS	276				hypothetical protein
NIFIFMCK_00174	CDS	222				hypothetical protein
NIFIFMCK_00175	CDS	549				hypothetical protein
NIFIFMCK_00176	CDS	345				hypothetical protein
NIFIFMCK_00177	CDS	183				hypothetical protein
NIFIFMCK_00178	CDS	405	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NIFIFMCK_00179	CDS	126				hypothetical protein
NIFIFMCK_00180	CDS	198	hmuU_1		COG0609	Hemin transport system permease protein HmuU
NIFIFMCK_00181	CDS	369			COG3039	IS5 family transposase ISRel13
NIFIFMCK_00182	CDS	882	parB			Chromosome-partitioning protein ParB
NIFIFMCK_00183	CDS	795	parA			Chromosome partitioning protein ParA
NIFIFMCK_00184	CDS	618	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
NIFIFMCK_00185	CDS	1878	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
NIFIFMCK_00186	CDS	1314	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
NIFIFMCK_00187	CDS	1266	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NIFIFMCK_00188	CDS	537				hypothetical protein
NIFIFMCK_00189	CDS	1008	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
NIFIFMCK_00190	CDS	822	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
NIFIFMCK_00191	CDS	600	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
NIFIFMCK_00192	CDS	858	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NIFIFMCK_00193	CDS	612	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NIFIFMCK_00194	CDS	723	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
NIFIFMCK_00195	CDS	483	secB		COG1952	Protein-export protein SecB
NIFIFMCK_00196	CDS	516				hypothetical protein
NIFIFMCK_00197	CDS	696				hypothetical protein
NIFIFMCK_00198	CDS	1119				hypothetical protein
NIFIFMCK_00199	CDS	567				hypothetical protein
NIFIFMCK_00200	CDS	378				hypothetical protein
NIFIFMCK_00201	CDS	2436	gyrB_1	5.6.2.2		DNA gyrase subunit B
NIFIFMCK_00202	CDS	600	rutE	1.1.1.298		malonic semialdehyde reductase RutE
NIFIFMCK_00203	CDS	285				hypothetical protein
NIFIFMCK_00204	CDS	960	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
NIFIFMCK_00205	CDS	843		4.3.2.3		Ureidoglycolate lyase
NIFIFMCK_00206	CDS	1278				hypothetical protein
NIFIFMCK_00207	CDS	435				hypothetical protein
NIFIFMCK_00208	CDS	705				hypothetical protein
NIFIFMCK_00209	CDS	753	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
NIFIFMCK_00210	CDS	1221	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
NIFIFMCK_00211	CDS	840	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
NIFIFMCK_00212	CDS	906	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NIFIFMCK_00213	CDS	1329	fpgS	6.3.2.17		Folylpolyglutamate synthase
NIFIFMCK_00214	CDS	321				Thioredoxin C-1
NIFIFMCK_00215	CDS	3552	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
NIFIFMCK_00216	CDS	3186				hypothetical protein
NIFIFMCK_00217	CDS	732	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
NIFIFMCK_00218	CDS	1518				hypothetical protein
NIFIFMCK_00219	CDS	2577	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NIFIFMCK_00220	CDS	1401	ahcY_1	3.3.1.1		Adenosylhomocysteinase
NIFIFMCK_00221	CDS	276				hypothetical protein
NIFIFMCK_00222	CDS	402	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
NIFIFMCK_00223	CDS	453	hprK	2.7.4.-		HPr kinase/phosphorylase
NIFIFMCK_00224	CDS	1791	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NIFIFMCK_00225	CDS	735	baeR_1		COG0745	Transcriptional regulatory protein BaeR
NIFIFMCK_00226	CDS	1611	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
NIFIFMCK_00227	CDS	441	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
NIFIFMCK_00228	CDS	612	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
NIFIFMCK_00229	CDS	996	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
NIFIFMCK_00230	CDS	324	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
NIFIFMCK_00231	CDS	789	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
NIFIFMCK_00232	CDS	747	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NIFIFMCK_00233	CDS	558				hypothetical protein
NIFIFMCK_00234	CDS	183				hypothetical protein
NIFIFMCK_00235	CDS	651	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
NIFIFMCK_00236	CDS	486				hypothetical protein
NIFIFMCK_00237	CDS	609	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
NIFIFMCK_00238	CDS	486	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
NIFIFMCK_00239	CDS	513	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
NIFIFMCK_00240	CDS	1308	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
NIFIFMCK_00241	CDS	948				hypothetical protein
NIFIFMCK_00242	CDS	1416		1.14.-.-		Putative cytochrome P450 132
