locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLGKPDJN_00001	CDS	1941				hypothetical protein
NLGKPDJN_00002	CDS	939	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
NLGKPDJN_00003	CDS	2607	clpB_1			Chaperone protein ClpB
NLGKPDJN_00004	CDS	789				hypothetical protein
NLGKPDJN_00005	CDS	864	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NLGKPDJN_00006	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
NLGKPDJN_00007	CDS	2268	ptsP_1	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
NLGKPDJN_00008	CDS	1275		2.7.2.4	COG0527	Aspartate kinase
NLGKPDJN_00009	CDS	1401	norG_1		COG1167	HTH-type transcriptional regulator NorG
NLGKPDJN_00010	CDS	864				hypothetical protein
NLGKPDJN_00011	CDS	903		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
NLGKPDJN_00012	CDS	879				hypothetical protein
NLGKPDJN_00013	CDS	504			COG1733	putative HTH-type transcriptional regulator
NLGKPDJN_00014	CDS	660	sspA_1		COG0625	Stringent starvation protein A 
NLGKPDJN_00015	CDS	771	linC_1	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
NLGKPDJN_00016	CDS	387				hypothetical protein
NLGKPDJN_00017	CDS	750	ubiG_1	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
NLGKPDJN_00018	CDS	891				hypothetical protein
NLGKPDJN_00019	CDS	441				hypothetical protein
NLGKPDJN_00020	CDS	588				hypothetical protein
NLGKPDJN_00021	CDS	429				hypothetical protein
NLGKPDJN_00022	CDS	858	nit1_1	3.5.1.128		Deaminated glutathione amidase
NLGKPDJN_00023	CDS	258	grxC_1		COG0695	Glutaredoxin 3
NLGKPDJN_00024	CDS	777	prs_1			Putative ribose-phosphate pyrophosphokinase
NLGKPDJN_00025	CDS	888				hypothetical protein
NLGKPDJN_00026	CDS	174				hypothetical protein
NLGKPDJN_00027	CDS	321				hypothetical protein
NLGKPDJN_00028	CDS	414	nudG_1	3.6.1.65	COG0494	CTP pyrophosphohydrolase
NLGKPDJN_00029	CDS	771	mshD_1	2.3.1.189		Mycothiol acetyltransferase
NLGKPDJN_00030	CDS	1242	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
NLGKPDJN_00031	CDS	861	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
NLGKPDJN_00032	CDS	2712	secA_1		COG0653	Protein translocase subunit SecA
NLGKPDJN_00033	CDS	1392				hypothetical protein
NLGKPDJN_00034	CDS	1284				hypothetical protein
NLGKPDJN_00035	CDS	1629	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NLGKPDJN_00036	CDS	1314				hypothetical protein
NLGKPDJN_00037	CDS	225				hypothetical protein
NLGKPDJN_00038	CDS	309				hypothetical protein
NLGKPDJN_00039	CDS	336				hypothetical protein
NLGKPDJN_00040	CDS	507				hypothetical protein
NLGKPDJN_00041	CDS	621				hypothetical protein
NLGKPDJN_00042	CDS	573				hypothetical protein
NLGKPDJN_00043	CDS	663	kpsM_1		COG1682	Polysialic acid transport protein KpsM
NLGKPDJN_00044	tRNA	85				tRNA-Leu(caa)
NLGKPDJN_00045	CDS	588				hypothetical protein
NLGKPDJN_00046	CDS	522	dsbB_1			Disulfide bond formation protein B
NLGKPDJN_00047	CDS	558				hypothetical protein
NLGKPDJN_00048	CDS	648	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
NLGKPDJN_00049	CDS	888	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
NLGKPDJN_00050	CDS	915				hypothetical protein
NLGKPDJN_00051	CDS	834				hypothetical protein
NLGKPDJN_00052	CDS	198				hypothetical protein
NLGKPDJN_00053	CDS	579		2.5.1.17	COG2096	Corrinoid adenosyltransferase
NLGKPDJN_00054	CDS	795				hypothetical protein
NLGKPDJN_00055	CDS	750	etfB_1			Electron transfer flavoprotein subunit beta
NLGKPDJN_00056	CDS	930	etfA_1		COG2025	Electron transfer flavoprotein subunit alpha
NLGKPDJN_00057	CDS	873	mmgB_1	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
NLGKPDJN_00058	CDS	1593				hypothetical protein
NLGKPDJN_00059	CDS	696	tlpA_1		COG0526	Thiol:disulfide interchange protein TlpA
NLGKPDJN_00060	CDS	1404	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
NLGKPDJN_00061	CDS	195				hypothetical protein
