locus_tag	ftype	length_bp	gene	EC_number	COG	product
BEOABDLH_00001	CDS	519	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BEOABDLH_00002	CDS	195				hypothetical protein
BEOABDLH_00003	CDS	453				hypothetical protein
BEOABDLH_00004	CDS	171				hypothetical protein
BEOABDLH_00005	CDS	357	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
BEOABDLH_00006	CDS	348	fixP_1		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
BEOABDLH_00007	CDS	186				hypothetical protein
BEOABDLH_00008	CDS	111				hypothetical protein
BEOABDLH_00009	CDS	291				hypothetical protein
BEOABDLH_00010	CDS	396				hypothetical protein
BEOABDLH_00011	CDS	372				hypothetical protein
BEOABDLH_00012	CDS	273				hypothetical protein
BEOABDLH_00013	CDS	177	fixP_2		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
BEOABDLH_00014	CDS	186				hypothetical protein
BEOABDLH_00015	CDS	219				hypothetical protein
BEOABDLH_00016	CDS	471	cobQ_1			Cobyric acid synthase
BEOABDLH_00017	CDS	141				hypothetical protein
BEOABDLH_00018	CDS	147				hypothetical protein
BEOABDLH_00019	CDS	186				hypothetical protein
BEOABDLH_00020	CDS	189				hypothetical protein
BEOABDLH_00021	CDS	261				hypothetical protein
BEOABDLH_00022	CDS	297				IS3 family transposase ISAtu5
BEOABDLH_00023	CDS	924				hypothetical protein
BEOABDLH_00024	CDS	354				hypothetical protein
BEOABDLH_00025	CDS	546				hypothetical protein
BEOABDLH_00026	CDS	2364				hypothetical protein
BEOABDLH_00027	CDS	1215				hypothetical protein
BEOABDLH_00028	CDS	2037				hypothetical protein
BEOABDLH_00029	CDS	1395	smc_1			Chromosome partition protein Smc
BEOABDLH_00030	CDS	2679				hypothetical protein
BEOABDLH_00031	CDS	1365				hypothetical protein
BEOABDLH_00032	CDS	870				hypothetical protein
BEOABDLH_00033	CDS	1455		2.1.1.72		Modification methylase Eco57IB
BEOABDLH_00034	CDS	534				hypothetical protein
BEOABDLH_00035	CDS	585				hypothetical protein
BEOABDLH_00036	CDS	402				hypothetical protein
BEOABDLH_00037	CDS	1584	emrB_1			Colistin resistance protein EmrB
BEOABDLH_00038	CDS	1191	emrA_1			Colistin resistance protein EmrA
BEOABDLH_00039	CDS	645				hypothetical protein
BEOABDLH_00040	CDS	729				hypothetical protein
BEOABDLH_00041	CDS	612				hypothetical protein
BEOABDLH_00042	CDS	402				hypothetical protein
BEOABDLH_00043	CDS	285				hypothetical protein
BEOABDLH_00044	CDS	1518				hypothetical protein
BEOABDLH_00045	CDS	831	sugB_1		COG0395	Trehalose transport system permease protein SugB
BEOABDLH_00046	CDS	915	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
BEOABDLH_00047	CDS	1356				hypothetical protein
BEOABDLH_00048	CDS	948	gbpR_1			HTH-type transcriptional regulator GbpR
BEOABDLH_00049	CDS	1377		3.1.6.-		Ulvan-active sulfatase
BEOABDLH_00050	CDS	222				hypothetical protein
BEOABDLH_00051	CDS	210	csp		COG1278	Cold shock protein 1
BEOABDLH_00052	CDS	660				hypothetical protein
BEOABDLH_00053	CDS	873	dmlR_1			HTH-type transcriptional regulator DmlR
BEOABDLH_00054	CDS	924	ycjY		COG1073	putative protein YcjY
BEOABDLH_00055	CDS	741	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
BEOABDLH_00056	CDS	1392				hypothetical protein
BEOABDLH_00057	CDS	249				hypothetical protein
BEOABDLH_00058	CDS	1485				hypothetical protein
BEOABDLH_00059	CDS	189				hypothetical protein
BEOABDLH_00060	CDS	1491	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
BEOABDLH_00061	CDS	447				hypothetical protein
BEOABDLH_00062	CDS	531				hypothetical protein
BEOABDLH_00063	CDS	1668				hypothetical protein
BEOABDLH_00064	CDS	234				hypothetical protein
BEOABDLH_00065	CDS	513	yciF_1		COG3685	Protein YciF
BEOABDLH_00066	CDS	303				hypothetical protein
BEOABDLH_00067	CDS	624				hypothetical protein
BEOABDLH_00068	CDS	201				hypothetical protein
BEOABDLH_00069	CDS	312				hypothetical protein
BEOABDLH_00070	CDS	357				hypothetical protein
BEOABDLH_00071	CDS	1410	stp_1			Multidrug resistance protein Stp
BEOABDLH_00072	CDS	288				hypothetical protein
BEOABDLH_00073	CDS	345				hypothetical protein
BEOABDLH_00074	CDS	501				hypothetical protein
BEOABDLH_00075	CDS	207				hypothetical protein
BEOABDLH_00076	CDS	525				hypothetical protein
BEOABDLH_00077	CDS	1218	pbuE		COG2814	Purine efflux pump PbuE
BEOABDLH_00078	CDS	1302				L-lactate transporter
BEOABDLH_00079	CDS	585				hypothetical protein
BEOABDLH_00080	CDS	555				hypothetical protein
BEOABDLH_00081	CDS	1041	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BEOABDLH_00082	CDS	381				hypothetical protein
BEOABDLH_00083	CDS	771				hypothetical protein
BEOABDLH_00084	CDS	729				hypothetical protein
BEOABDLH_00085	CDS	1890				hypothetical protein
BEOABDLH_00086	CDS	729				hypothetical protein
BEOABDLH_00087	CDS	1209				hypothetical protein
