locus_tag	ftype	length_bp	gene	EC_number	COG	product
LANACAIJ_00001	CDS	1374				ISNCY family transposase ISRel26
LANACAIJ_00002	CDS	153				hypothetical protein
LANACAIJ_00003	CDS	1248				hypothetical protein
LANACAIJ_00004	CDS	1146			COG3385	IS4 family transposase ISRel1
LANACAIJ_00005	CDS	939				IS110 family transposase ISCc2
LANACAIJ_00006	CDS	90				hypothetical protein
LANACAIJ_00007	CDS	972				IS110 family transposase ISWpi12
LANACAIJ_00008	CDS	258				hypothetical protein
LANACAIJ_00009	CDS	771				hypothetical protein
LANACAIJ_00010	CDS	315				IS66 family transposase ISXau4
LANACAIJ_00011	tRNA	77				tRNA-Met(cat)
LANACAIJ_00012	CDS	315				IS66 family transposase ISXau4
LANACAIJ_00013	CDS	300				hypothetical protein
LANACAIJ_00014	rRNA	105				5S ribosomal RNA
LANACAIJ_00015	rRNA	109				5S ribosomal RNA
LANACAIJ_00016	CDS	642				hypothetical protein
LANACAIJ_00017	CDS	519				hypothetical protein
LANACAIJ_00018	CDS	1434				hypothetical protein
LANACAIJ_00019	CDS	282				hypothetical protein
LANACAIJ_00020	CDS	1377				hypothetical protein
LANACAIJ_00021	CDS	693				hypothetical protein
LANACAIJ_00022	CDS	573				hypothetical protein
LANACAIJ_00023	CDS	1035				hypothetical protein
LANACAIJ_00024	CDS	708	baeR_1		COG0745	Transcriptional regulatory protein BaeR
LANACAIJ_00025	CDS	1158	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LANACAIJ_00026	CDS	885	pgrR_1			HTH-type transcriptional regulator PgrR
LANACAIJ_00027	CDS	1170	estB_1	3.1.1.-	COG1680	Esterase EstB
LANACAIJ_00028	CDS	855	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LANACAIJ_00029	CDS	879	ribX_1			Riboflavin transport system permease protein RibX
LANACAIJ_00030	CDS	1086				hypothetical protein
LANACAIJ_00031	CDS	957	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
LANACAIJ_00032	CDS	1023	degA_1		COG1609	HTH-type transcriptional regulator DegA
LANACAIJ_00033	CDS	933	chqB_1	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
LANACAIJ_00034	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LANACAIJ_00035	CDS	879	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
LANACAIJ_00036	CDS	1005	pks5	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
LANACAIJ_00037	CDS	333				hypothetical protein
LANACAIJ_00038	CDS	1068		3.7.1.19		2,6-dihydropseudooxynicotine hydrolase
LANACAIJ_00039	CDS	2211	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
LANACAIJ_00040	CDS	984				hypothetical protein
LANACAIJ_00041	CDS	690	hchA_1	3.1.2.-		Protein/nucleic acid deglycase HchA
LANACAIJ_00042	CDS	300				hypothetical protein
LANACAIJ_00043	CDS	906	dmlR_1			HTH-type transcriptional regulator DmlR
LANACAIJ_00044	CDS	1017	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
LANACAIJ_00045	CDS	2223	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
LANACAIJ_00046	CDS	453	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
LANACAIJ_00047	CDS	447				hypothetical protein
LANACAIJ_00048	CDS	921	pgrR_2			HTH-type transcriptional regulator PgrR
LANACAIJ_00049	CDS	711				hypothetical protein
LANACAIJ_00050	CDS	984	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
LANACAIJ_00051	CDS	381				hypothetical protein
LANACAIJ_00052	CDS	741				hypothetical protein
LANACAIJ_00053	CDS	429				hypothetical protein
LANACAIJ_00054	CDS	993				hypothetical protein
LANACAIJ_00055	CDS	1200	pht4	1.-.-.-		Putative 4,5-dihydroxyphthalate dehydrogenase
LANACAIJ_00056	CDS	951	ophA1	1.-.-.-		Phthalate dioxygenase reductase
LANACAIJ_00057	CDS	1281	pht3	1.14.12.7		Phthalate 4,5-dioxygenase oxygenase subunit
LANACAIJ_00058	CDS	507				hypothetical protein
LANACAIJ_00059	CDS	1170				hypothetical protein
LANACAIJ_00060	CDS	1905				hypothetical protein
LANACAIJ_00061	CDS	804	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
LANACAIJ_00062	CDS	786	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LANACAIJ_00063	CDS	642				hypothetical protein
LANACAIJ_00064	CDS	351			COG2826	IS30 family transposase ISRssp4
LANACAIJ_00065	CDS	4140				hypothetical protein
LANACAIJ_00066	CDS	456				hypothetical protein
LANACAIJ_00067	CDS	753				hypothetical protein
LANACAIJ_00068	CDS	1419	imuB_1			Protein ImuB
LANACAIJ_00069	CDS	1203				hypothetical protein
LANACAIJ_00070	CDS	345				hypothetical protein
LANACAIJ_00071	CDS	993				hypothetical protein
LANACAIJ_00072	CDS	1401				hypothetical protein
LANACAIJ_00073	CDS	801				hypothetical protein
LANACAIJ_00074	CDS	231				hypothetical protein
LANACAIJ_00075	CDS	1737				hypothetical protein
LANACAIJ_00076	CDS	2601				hypothetical protein
LANACAIJ_00077	CDS	981				hypothetical protein
LANACAIJ_00078	CDS	1236				hypothetical protein
LANACAIJ_00079	CDS	1647		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LANACAIJ_00080	CDS	978				hypothetical protein
LANACAIJ_00081	CDS	939				hypothetical protein
LANACAIJ_00082	CDS	510				hypothetical protein
LANACAIJ_00083	CDS	990				hypothetical protein
LANACAIJ_00084	CDS	1554				hypothetical protein
LANACAIJ_00085	CDS	1314				hypothetical protein
LANACAIJ_00086	CDS	969		1.8.3.7	COG1262	Formylglycine-generating enzyme
LANACAIJ_00087	CDS	1014				hypothetical protein
