locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILGCGFME_00001	CDS	1170				hypothetical protein
ILGCGFME_00002	CDS	1263	aroA_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
ILGCGFME_00003	CDS	552	lemA		COG1704	Protein LemA
ILGCGFME_00004	CDS	1752				hypothetical protein
ILGCGFME_00005	CDS	936	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ILGCGFME_00006	CDS	495				hypothetical protein
ILGCGFME_00007	CDS	660	dinG_1	3.1.-.-		3'-5' exonuclease DinG
ILGCGFME_00008	CDS	537	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
ILGCGFME_00009	CDS	2157	ligA	6.5.1.2	COG0272	DNA ligase
ILGCGFME_00010	CDS	528				hypothetical protein
ILGCGFME_00011	CDS	1674	recN		COG0497	DNA repair protein RecN
ILGCGFME_00012	CDS	846	bamD		COG4105	Outer membrane protein assembly factor BamD
ILGCGFME_00013	CDS	957	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
ILGCGFME_00014	CDS	1719	ftsZ_1			Cell division protein FtsZ
ILGCGFME_00015	CDS	1332	ftsA		COG0849	Cell division protein FtsA
ILGCGFME_00016	CDS	933	ftsQ			Cell division protein FtsQ
ILGCGFME_00017	CDS	927	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
ILGCGFME_00018	CDS	687	aqpZ2			Aquaporin Z 2
ILGCGFME_00019	CDS	1314	yhjE_1			Inner membrane metabolite transport protein YhjE
ILGCGFME_00020	CDS	930	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
ILGCGFME_00021	CDS	975	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
ILGCGFME_00022	CDS	1416	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
ILGCGFME_00023	CDS	1125	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ILGCGFME_00024	CDS	1155	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
ILGCGFME_00025	CDS	1413	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
ILGCGFME_00026	CDS	1101	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
ILGCGFME_00027	CDS	1434	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
ILGCGFME_00028	CDS	1521	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ILGCGFME_00029	CDS	1761	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
ILGCGFME_00030	CDS	501				hypothetical protein
ILGCGFME_00031	CDS	1026	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ILGCGFME_00032	CDS	438	mraZ			Transcriptional regulator MraZ
ILGCGFME_00033	CDS	1176	soxA_1	1.5.3.1		Monomeric sarcosine oxidase
ILGCGFME_00034	CDS	1194	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
ILGCGFME_00035	CDS	621	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
ILGCGFME_00036	CDS	762	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
ILGCGFME_00037	CDS	708	djlA		COG1076	Co-chaperone protein DjlA
ILGCGFME_00038	CDS	1212	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ILGCGFME_00039	CDS	636	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
ILGCGFME_00040	CDS	939				hypothetical protein
ILGCGFME_00041	CDS	1425				hypothetical protein
ILGCGFME_00042	CDS	1245				hypothetical protein
ILGCGFME_00043	CDS	675	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
ILGCGFME_00044	CDS	798				hypothetical protein
ILGCGFME_00045	CDS	1218				hypothetical protein
ILGCGFME_00046	CDS	906	yedA_1			putative inner membrane transporter YedA
ILGCGFME_00047	CDS	903	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ILGCGFME_00048	CDS	1026	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
ILGCGFME_00049	CDS	1650	ettA		COG0488	Energy-dependent translational throttle protein EttA
ILGCGFME_00050	CDS	741	rna	4.6.1.21	COG3719	Ribonuclease I
ILGCGFME_00051	CDS	945	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ILGCGFME_00052	CDS	957	ribN_1			Riboflavin transporter
ILGCGFME_00053	CDS	1203	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
ILGCGFME_00054	CDS	1659	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
ILGCGFME_00055	CDS	195				hypothetical protein
ILGCGFME_00056	CDS	534				hypothetical protein
ILGCGFME_00057	CDS	1200	argD_1	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
ILGCGFME_00058	CDS	915	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
ILGCGFME_00059	CDS	993	hslO		COG1281	33 kDa chaperonin
ILGCGFME_00060	CDS	588				hypothetical protein
ILGCGFME_00061	CDS	393	apaG		COG2967	Protein ApaG
ILGCGFME_00062	CDS	1185	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
ILGCGFME_00063	CDS	1095	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
ILGCGFME_00064	tRNA	74				tRNA-Gly(ccc)
ILGCGFME_00065	CDS	324				hypothetical protein
ILGCGFME_00066	CDS	666				hypothetical protein
ILGCGFME_00067	CDS	945				hypothetical protein
ILGCGFME_00068	CDS	891				hypothetical protein
ILGCGFME_00069	CDS	510				hypothetical protein
ILGCGFME_00070	CDS	966				hypothetical protein
ILGCGFME_00071	CDS	1908	bcsA_1	2.4.1.12		Cellulose synthase catalytic subunit [UDP-forming]
ILGCGFME_00072	CDS	987	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
ILGCGFME_00073	CDS	1047		5.1.3.2	COG1088	UDP-glucose 4-epimerase
ILGCGFME_00074	CDS	1149	nphR			Transcriptional activator NphR
ILGCGFME_00075	CDS	279				hypothetical protein
ILGCGFME_00076	CDS	381				hypothetical protein
ILGCGFME_00077	CDS	1989				hypothetical protein
ILGCGFME_00078	CDS	186				hypothetical protein
ILGCGFME_00079	CDS	219				hypothetical protein
ILGCGFME_00080	CDS	612	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ILGCGFME_00081	CDS	360				hypothetical protein
ILGCGFME_00082	CDS	315				hypothetical protein
ILGCGFME_00083	CDS	807	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
ILGCGFME_00084	CDS	594	tetC_1			Transposon Tn10 TetC protein
ILGCGFME_00085	CDS	390	yjgH		COG0251	RutC family protein YjgH
ILGCGFME_00086	CDS	318				hypothetical protein
ILGCGFME_00087	CDS	597				hypothetical protein
ILGCGFME_00088	CDS	351				hypothetical protein
ILGCGFME_00089	CDS	684	copR			Transcriptional activator protein CopR
ILGCGFME_00090	CDS	1458	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
ILGCGFME_00091	CDS	804				hypothetical protein
ILGCGFME_00092	CDS	216				hypothetical protein
ILGCGFME_00093	CDS	2853				hypothetical protein
ILGCGFME_00094	CDS	1437				hypothetical protein
ILGCGFME_00095	CDS	756				hypothetical protein
ILGCGFME_00096	CDS	801	hchA_1	3.1.2.-		Protein/nucleic acid deglycase HchA
ILGCGFME_00097	CDS	300	lsrG	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
ILGCGFME_00098	CDS	207				hypothetical protein
ILGCGFME_00099	CDS	1353				hypothetical protein
ILGCGFME_00100	CDS	330				hypothetical protein
ILGCGFME_00101	CDS	426				hypothetical protein
ILGCGFME_00102	CDS	261				hypothetical protein
ILGCGFME_00103	CDS	249				hypothetical protein
ILGCGFME_00104	CDS	435				hypothetical protein
ILGCGFME_00105	CDS	1113	xerC_1			Tyrosine recombinase XerC
ILGCGFME_00106	CDS	231				hypothetical protein
ILGCGFME_00107	CDS	252				hypothetical protein
ILGCGFME_00108	CDS	279				hypothetical protein
ILGCGFME_00109	CDS	318				hypothetical protein
ILGCGFME_00110	CDS	1125				IS481 family transposase ISRm20
ILGCGFME_00111	CDS	684				IS481 family transposase ISHne2
ILGCGFME_00112	CDS	930				IS110 family transposase ISMex17
ILGCGFME_00113	CDS	327				hypothetical protein
ILGCGFME_00114	CDS	759				hypothetical protein
ILGCGFME_00115	CDS	225				hypothetical protein
ILGCGFME_00116	CDS	246				hypothetical protein
ILGCGFME_00117	CDS	468	traC_1	2.7.7.-		DNA primase TraC
ILGCGFME_00118	tRNA	77				tRNA-Met(cat)
ILGCGFME_00119	CDS	3381				hypothetical protein
ILGCGFME_00120	CDS	1674	cpoB_1			Cell division coordinator CpoB
ILGCGFME_00121	CDS	492				hypothetical protein
ILGCGFME_00122	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
ILGCGFME_00123	CDS	1710	prsD_1			Type I secretion system ATP-binding protein PrsD
ILGCGFME_00124	CDS	600				hypothetical protein
ILGCGFME_00125	CDS	2022				hypothetical protein
ILGCGFME_00126	CDS	957				hypothetical protein
ILGCGFME_00127	CDS	783	malT_1			HTH-type transcriptional regulator MalT
ILGCGFME_00128	CDS	321				hypothetical protein
ILGCGFME_00129	CDS	1023		5.1.3.2	COG1088	UDP-glucose 4-epimerase
ILGCGFME_00130	CDS	984	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
ILGCGFME_00131	CDS	1866				hypothetical protein
ILGCGFME_00132	CDS	522				hypothetical protein
ILGCGFME_00133	CDS	969				hypothetical protein
ILGCGFME_00134	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
ILGCGFME_00135	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
ILGCGFME_00136	CDS	1857				hypothetical protein
ILGCGFME_00137	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
ILGCGFME_00138	CDS	1278	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
ILGCGFME_00139	CDS	825				hypothetical protein
ILGCGFME_00140	CDS	1164				hypothetical protein
ILGCGFME_00141	CDS	1149	xdh	1.1.1.179		D-xylose dehydrogenase
ILGCGFME_00142	CDS	678	nicS			HTH-type transcriptional repressor NicS
ILGCGFME_00143	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
ILGCGFME_00144	CDS	960	lacF_1			Lactose transport system permease protein LacF
ILGCGFME_00145	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
ILGCGFME_00146	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ILGCGFME_00147	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ILGCGFME_00148	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
ILGCGFME_00149	CDS	2451	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
ILGCGFME_00150	CDS	1455	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ILGCGFME_00151	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
ILGCGFME_00152	CDS	210	slyX			Protein SlyX
ILGCGFME_00153	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
ILGCGFME_00154	CDS	1284	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
ILGCGFME_00155	CDS	810				hypothetical protein
ILGCGFME_00156	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
ILGCGFME_00157	CDS	1566				hypothetical protein
ILGCGFME_00158	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
ILGCGFME_00159	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
ILGCGFME_00160	CDS	1359	aroA_2	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
ILGCGFME_00161	CDS	384				hypothetical protein
ILGCGFME_00162	tRNA	76				tRNA-Ala(ggc)
ILGCGFME_00163	CDS	378				hypothetical protein
ILGCGFME_00164	CDS	930	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
ILGCGFME_00165	CDS	1029	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
ILGCGFME_00166	CDS	954	ssuA_1			Putative aliphatic sulfonates-binding protein
ILGCGFME_00167	CDS	948	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
ILGCGFME_00168	CDS	723				hypothetical protein
ILGCGFME_00169	CDS	789				hypothetical protein
ILGCGFME_00170	CDS	474				hypothetical protein
ILGCGFME_00171	CDS	636				hypothetical protein
ILGCGFME_00172	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
ILGCGFME_00173	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
ILGCGFME_00174	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
ILGCGFME_00175	CDS	807	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ILGCGFME_00176	CDS	1017	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
ILGCGFME_00177	CDS	2139	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ILGCGFME_00178	CDS	270	rpsO		COG0184	30S ribosomal protein S15
ILGCGFME_00179	CDS	852	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
ILGCGFME_00180	CDS	933	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
ILGCGFME_00181	CDS	405	rbfA			Ribosome-binding factor A
ILGCGFME_00182	CDS	2754	infB			Translation initiation factor IF-2
ILGCGFME_00183	CDS	693				hypothetical protein
ILGCGFME_00184	CDS	1602	nusA		COG0195	Transcription termination/antitermination protein NusA
ILGCGFME_00185	CDS	606	rimP			Ribosome maturation factor RimP
ILGCGFME_00186	CDS	1632	entS_1			Enterobactin exporter EntS
ILGCGFME_00187	CDS	456				hypothetical protein
ILGCGFME_00188	CDS	1434				hypothetical protein
ILGCGFME_00189	CDS	606	recR		COG0353	Recombination protein RecR
ILGCGFME_00190	CDS	630	yiiM		COG2258	Protein YiiM
ILGCGFME_00191	CDS	324			COG0718	Nucleoid-associated protein
ILGCGFME_00192	CDS	1821				hypothetical protein
ILGCGFME_00193	CDS	411				hypothetical protein
ILGCGFME_00194	CDS	960	nudC	3.6.1.22		NADH pyrophosphatase
ILGCGFME_00195	CDS	696				hypothetical protein
ILGCGFME_00196	CDS	261				hypothetical protein
ILGCGFME_00197	CDS	369	ehpR			Phenazine antibiotic resistance protein EhpR
