locus_tag	ftype	length_bp	gene	EC_number	COG	product
INCINKBK_00001	CDS	327				hypothetical protein
INCINKBK_00002	CDS	270			COG3039	IS5 family transposase ISRel13
INCINKBK_00003	CDS	432				hypothetical protein
INCINKBK_00004	CDS	396				hypothetical protein
INCINKBK_00005	rRNA	109				5S ribosomal RNA
INCINKBK_00006	CDS	603				hypothetical protein
INCINKBK_00007	CDS	351	ropA_1			Outer membrane protein IIIA
INCINKBK_00008	CDS	735				hypothetical protein
INCINKBK_00009	CDS	495				hypothetical protein
INCINKBK_00010	CDS	354				hypothetical protein
INCINKBK_00011	CDS	678				hypothetical protein
INCINKBK_00012	CDS	357				hypothetical protein
INCINKBK_00013	CDS	480				hypothetical protein
INCINKBK_00014	CDS	165				hypothetical protein
INCINKBK_00015	CDS	939				hypothetical protein
INCINKBK_00016	CDS	474				hypothetical protein
INCINKBK_00017	CDS	870	azoB_1	1.7.-.-		NAD(P)H azoreductase
INCINKBK_00018	CDS	891	dmlR_1			HTH-type transcriptional regulator DmlR
INCINKBK_00019	CDS	315				hypothetical protein
INCINKBK_00020	CDS	585				hypothetical protein
INCINKBK_00021	CDS	93				hypothetical protein
INCINKBK_00022	CDS	561				Lectin-like protein BA14k
INCINKBK_00023	CDS	918				hypothetical protein
INCINKBK_00024	CDS	744				hypothetical protein
INCINKBK_00025	CDS	189				hypothetical protein
INCINKBK_00026	CDS	111				hypothetical protein
INCINKBK_00027	CDS	747	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
INCINKBK_00028	CDS	345				hypothetical protein
INCINKBK_00029	CDS	1806	nfdA	3.5.1.91		N-substituted formamide deformylase
INCINKBK_00030	CDS	870	dmlR_2			HTH-type transcriptional regulator DmlR
INCINKBK_00031	CDS	291				hypothetical protein
INCINKBK_00032	CDS	984	srkA	2.7.11.1		Stress response kinase A
INCINKBK_00033	CDS	159				hypothetical protein
INCINKBK_00034	CDS	594				hypothetical protein
INCINKBK_00035	CDS	735				hypothetical protein
INCINKBK_00036	CDS	384				hypothetical protein
INCINKBK_00037	CDS	657				hypothetical protein
INCINKBK_00038	CDS	879				hypothetical protein
INCINKBK_00039	CDS	429				hypothetical protein
INCINKBK_00040	CDS	807	bpoA2	1.11.1.-		Non-haem bromoperoxidase BPO-A2
INCINKBK_00041	CDS	633				hypothetical protein
INCINKBK_00042	CDS	222				hypothetical protein
INCINKBK_00043	CDS	1110	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
INCINKBK_00044	CDS	1890				hypothetical protein
INCINKBK_00045	CDS	882	gcvA_1			Glycine cleavage system transcriptional activator
INCINKBK_00046	CDS	705	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
INCINKBK_00047	CDS	570				hypothetical protein
INCINKBK_00048	CDS	816	yokD	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
INCINKBK_00049	CDS	312				hypothetical protein
INCINKBK_00050	CDS	159				hypothetical protein
INCINKBK_00051	CDS	2271	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
INCINKBK_00052	CDS	807				hypothetical protein
INCINKBK_00053	CDS	192				hypothetical protein
INCINKBK_00054	CDS	879	fixP		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
INCINKBK_00055	CDS	171				hypothetical protein
INCINKBK_00056	CDS	753				hypothetical protein
INCINKBK_00057	CDS	1644	fixN_1	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
INCINKBK_00058	CDS	651				hypothetical protein
INCINKBK_00059	CDS	1686				hypothetical protein
INCINKBK_00060	CDS	348				hypothetical protein
INCINKBK_00061	CDS	1200				hypothetical protein
INCINKBK_00062	CDS	1620				hypothetical protein
INCINKBK_00063	CDS	678				hypothetical protein
INCINKBK_00064	CDS	378				hypothetical protein
INCINKBK_00065	CDS	342				hypothetical protein
INCINKBK_00066	CDS	426	slyA_1			Transcriptional regulator SlyA
INCINKBK_00067	CDS	765			COG0330	putative protein
INCINKBK_00068	CDS	1350				hypothetical protein
INCINKBK_00069	CDS	1836	kup_1			Low affinity potassium transport system protein kup
INCINKBK_00070	CDS	258				hypothetical protein
INCINKBK_00071	CDS	219				hypothetical protein
INCINKBK_00072	CDS	546				hypothetical protein
INCINKBK_00073	CDS	612	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
INCINKBK_00074	CDS	360				hypothetical protein
INCINKBK_00075	CDS	315				hypothetical protein
INCINKBK_00076	CDS	861				hypothetical protein
INCINKBK_00077	CDS	594	tetC_1			Transposon Tn10 TetC protein
INCINKBK_00078	CDS	390	yjgH		COG0251	RutC family protein YjgH
INCINKBK_00079	CDS	312				hypothetical protein
INCINKBK_00080	CDS	597				hypothetical protein
INCINKBK_00081	CDS	864				hypothetical protein
INCINKBK_00082	CDS	723				hypothetical protein
INCINKBK_00083	CDS	768				hypothetical protein
INCINKBK_00084	CDS	696	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
INCINKBK_00085	CDS	177				hypothetical protein
INCINKBK_00086	CDS	2151				hypothetical protein
INCINKBK_00087	CDS	201				hypothetical protein
INCINKBK_00088	CDS	1527	hilA_1		COG0457	Transcriptional regulator HilA
INCINKBK_00089	CDS	234				hypothetical protein
INCINKBK_00090	CDS	765	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
INCINKBK_00091	CDS	504				hypothetical protein
INCINKBK_00092	CDS	1431				hypothetical protein
INCINKBK_00093	CDS	1740				hypothetical protein
INCINKBK_00094	CDS	693				hypothetical protein
INCINKBK_00095	CDS	582				hypothetical protein
INCINKBK_00096	CDS	198	vjbR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator VjbR
INCINKBK_00097	CDS	300				hypothetical protein
INCINKBK_00098	CDS	354				hypothetical protein
INCINKBK_00099	CDS	366				hypothetical protein
