locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJECBCC_00001	CDS	1194				hypothetical protein
FBJECBCC_00002	CDS	495				hypothetical protein
FBJECBCC_00003	CDS	2349				hypothetical protein
FBJECBCC_00004	CDS	912				hypothetical protein
FBJECBCC_00005	CDS	228				hypothetical protein
FBJECBCC_00006	CDS	1263				hypothetical protein
FBJECBCC_00007	CDS	777				hypothetical protein
FBJECBCC_00008	CDS	573	sigF_1			ECF RNA polymerase sigma factor SigF
FBJECBCC_00009	CDS	657	nrsF_1			Anti-sigma-F factor NrsF
FBJECBCC_00010	CDS	609				hypothetical protein
FBJECBCC_00011	CDS	399				hypothetical protein
FBJECBCC_00012	CDS	810	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJECBCC_00013	CDS	285				hypothetical protein
FBJECBCC_00014	CDS	1419	stp			Multidrug resistance protein Stp
FBJECBCC_00015	CDS	756	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
FBJECBCC_00016	CDS	690	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
FBJECBCC_00017	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
FBJECBCC_00018	CDS	828	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJECBCC_00019	CDS	591				hypothetical protein
FBJECBCC_00020	CDS	627				hypothetical protein
FBJECBCC_00021	CDS	984				hypothetical protein
FBJECBCC_00022	CDS	777	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
FBJECBCC_00023	CDS	324				hypothetical protein
FBJECBCC_00024	CDS	585				hypothetical protein
FBJECBCC_00025	CDS	294				hypothetical protein
FBJECBCC_00026	CDS	864	cynR_1			HTH-type transcriptional regulator CynR
FBJECBCC_00027	CDS	825	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FBJECBCC_00028	CDS	849		3.3.2.10		Soluble epoxide hydrolase
FBJECBCC_00029	CDS	531	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
FBJECBCC_00030	CDS	735				hypothetical protein
FBJECBCC_00031	CDS	822				hypothetical protein
FBJECBCC_00032	CDS	648	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
FBJECBCC_00033	CDS	405	yjgH_1		COG0251	RutC family protein YjgH
FBJECBCC_00034	CDS	573				hypothetical protein
FBJECBCC_00035	CDS	489				hypothetical protein
FBJECBCC_00036	CDS	1446	mdlY	3.5.1.86		Mandelamide hydrolase
FBJECBCC_00037	CDS	972	mtrA_1			HTH-type transcriptional regulator MtrA
FBJECBCC_00038	CDS	654	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
FBJECBCC_00039	CDS	546				hypothetical protein
FBJECBCC_00040	CDS	744	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
FBJECBCC_00041	CDS	468				hypothetical protein
FBJECBCC_00042	CDS	918	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
FBJECBCC_00043	CDS	300				hypothetical protein
FBJECBCC_00044	CDS	387			COG3039	IS5 family transposase ISAzs9
FBJECBCC_00045	CDS	216				hypothetical protein
FBJECBCC_00046	CDS	438				hypothetical protein
FBJECBCC_00047	CDS	1023		2.7.13.3	COG2202	Blue-light-activated histidine kinase 1
FBJECBCC_00048	CDS	399				hypothetical protein
FBJECBCC_00049	CDS	321				hypothetical protein
FBJECBCC_00050	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
FBJECBCC_00051	CDS	1098	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
FBJECBCC_00052	CDS	204				hypothetical protein
FBJECBCC_00053	CDS	300				hypothetical protein
FBJECBCC_00054	CDS	552				hypothetical protein
FBJECBCC_00055	CDS	291				hypothetical protein
FBJECBCC_00056	CDS	471	ibpA_1		COG0071	Small heat shock protein IbpA
FBJECBCC_00057	CDS	300				hypothetical protein
FBJECBCC_00058	CDS	276				hypothetical protein
FBJECBCC_00059	CDS	774				hypothetical protein
FBJECBCC_00060	CDS	954	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
FBJECBCC_00061	CDS	126				hypothetical protein
FBJECBCC_00062	CDS	753				hypothetical protein
FBJECBCC_00063	CDS	1419	imuB_1			Protein ImuB
FBJECBCC_00064	CDS	3258	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
FBJECBCC_00065	CDS	162				hypothetical protein
FBJECBCC_00066	CDS	150				hypothetical protein
FBJECBCC_00067	CDS	150				hypothetical protein
FBJECBCC_00068	CDS	345				hypothetical protein
FBJECBCC_00069	CDS	402				hypothetical protein
FBJECBCC_00070	CDS	741	bdcA_2		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
FBJECBCC_00071	CDS	858	dhmA_1	3.8.1.5	COG0596	Haloalkane dehalogenase
FBJECBCC_00072	CDS	567				hypothetical protein
FBJECBCC_00073	CDS	810				hypothetical protein
FBJECBCC_00074	CDS	510				hypothetical protein
FBJECBCC_00075	CDS	1479	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
FBJECBCC_00076	CDS	258				hypothetical protein
FBJECBCC_00077	CDS	912	dmlR_1			HTH-type transcriptional regulator DmlR
FBJECBCC_00078	CDS	528				hypothetical protein
FBJECBCC_00079	CDS	954				hypothetical protein
FBJECBCC_00080	CDS	447				hypothetical protein
FBJECBCC_00081	CDS	939				hypothetical protein
FBJECBCC_00082	CDS	777				hypothetical protein
FBJECBCC_00083	CDS	999	mtrA_2			HTH-type transcriptional regulator MtrA
FBJECBCC_00084	CDS	1806	nfdA_1	3.5.1.91		N-substituted formamide deformylase
FBJECBCC_00085	CDS	333				hypothetical protein
FBJECBCC_00086	CDS	309				hypothetical protein
FBJECBCC_00087	CDS	300				hypothetical protein
FBJECBCC_00088	CDS	1323	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FBJECBCC_00089	CDS	675	basR_1			Transcriptional regulatory protein BasR
FBJECBCC_00090	CDS	1014	dmlR_2			HTH-type transcriptional regulator DmlR
FBJECBCC_00091	CDS	660	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
FBJECBCC_00092	CDS	1434				hypothetical protein
FBJECBCC_00093	CDS	1011	ankX	2.7.1.-	COG0666	Phosphocholine transferase AnkX
FBJECBCC_00094	CDS	999	ephA	3.3.2.10		Epoxide hydrolase A
FBJECBCC_00095	CDS	330				hypothetical protein
FBJECBCC_00096	CDS	564				hypothetical protein
FBJECBCC_00097	CDS	1251				hypothetical protein
FBJECBCC_00098	CDS	936				hypothetical protein
FBJECBCC_00099	CDS	1026	dmlR_3			HTH-type transcriptional regulator DmlR
FBJECBCC_00100	CDS	1050		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
FBJECBCC_00101	CDS	618				hypothetical protein
FBJECBCC_00102	CDS	1020				hypothetical protein
FBJECBCC_00103	CDS	1770	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FBJECBCC_00104	CDS	882	rhaS_2			HTH-type transcriptional activator RhaS
FBJECBCC_00105	CDS	741	bdcA_3		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
FBJECBCC_00106	CDS	927	dmlR_4			HTH-type transcriptional regulator DmlR
FBJECBCC_00107	CDS	990		1.3.1.103		2-haloacrylate reductase
FBJECBCC_00108	CDS	990				hypothetical protein
FBJECBCC_00109	CDS	201			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
FBJECBCC_00110	CDS	276				hypothetical protein
FBJECBCC_00111	CDS	990				Zinc-type alcohol dehydrogenase-like protein
FBJECBCC_00112	CDS	333				hypothetical protein
FBJECBCC_00113	CDS	210				hypothetical protein
FBJECBCC_00114	CDS	891	benM_1			HTH-type transcriptional regulator BenM
FBJECBCC_00115	CDS	891	benM_2			HTH-type transcriptional regulator BenM
FBJECBCC_00116	CDS	921	traC_1	2.7.7.-		DNA primase TraC
FBJECBCC_00117	CDS	246				hypothetical protein
FBJECBCC_00118	CDS	1686	traG_1			Conjugal transfer protein TraG
FBJECBCC_00119	CDS	303				hypothetical protein
FBJECBCC_00120	CDS	603				hypothetical protein
FBJECBCC_00121	CDS	663				hypothetical protein
FBJECBCC_00122	CDS	198	vjbR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator VjbR
FBJECBCC_00123	CDS	300				hypothetical protein
FBJECBCC_00124	CDS	414				hypothetical protein
FBJECBCC_00125	CDS	366				hypothetical protein
FBJECBCC_00126	CDS	279				hypothetical protein
FBJECBCC_00127	CDS	195				hypothetical protein
FBJECBCC_00128	CDS	192				hypothetical protein
FBJECBCC_00129	CDS	648				hypothetical protein
FBJECBCC_00130	CDS	105				hypothetical protein
FBJECBCC_00131	CDS	264				hypothetical protein
FBJECBCC_00132	CDS	234				hypothetical protein
FBJECBCC_00133	CDS	225				hypothetical protein
FBJECBCC_00134	CDS	240				hypothetical protein
FBJECBCC_00135	CDS	189				hypothetical protein
FBJECBCC_00136	CDS	1023				hypothetical protein
FBJECBCC_00137	CDS	609				hypothetical protein
FBJECBCC_00138	CDS	252				hypothetical protein
FBJECBCC_00139	CDS	450	fitB_1	3.1.-.-		Toxin FitB
FBJECBCC_00140	tRNA	77				tRNA-Pro(cgg)
FBJECBCC_00141	CDS	408				hypothetical protein
FBJECBCC_00142	CDS	3396	aas	6.2.1.20		Bifunctional protein Aas
FBJECBCC_00143	CDS	282				hypothetical protein
FBJECBCC_00144	CDS	687				hypothetical protein
FBJECBCC_00145	CDS	1230	fixN_1	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
FBJECBCC_00146	CDS	735				hypothetical protein
FBJECBCC_00147	CDS	153				hypothetical protein
FBJECBCC_00148	CDS	864	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
FBJECBCC_00149	CDS	186				hypothetical protein
FBJECBCC_00150	CDS	1569				hypothetical protein
FBJECBCC_00151	CDS	486				hypothetical protein
FBJECBCC_00152	CDS	2286	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
FBJECBCC_00153	CDS	159				hypothetical protein
FBJECBCC_00154	CDS	237				hypothetical protein
FBJECBCC_00155	CDS	462	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
FBJECBCC_00156	CDS	198				hypothetical protein
FBJECBCC_00157	CDS	681	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FBJECBCC_00158	CDS	714				hypothetical protein
FBJECBCC_00159	CDS	294				hypothetical protein
FBJECBCC_00160	CDS	249				hypothetical protein
FBJECBCC_00161	rRNA	1477				16S ribosomal RNA
FBJECBCC_00162	tRNA	77				tRNA-Ile(gat)
FBJECBCC_00163	tRNA	76				tRNA-Ala(tgc)
FBJECBCC_00164	rRNA	2931				23S ribosomal RNA
FBJECBCC_00165	rRNA	109				5S ribosomal RNA
FBJECBCC_00166	tRNA	77				tRNA-Met(cat)
FBJECBCC_00167	CDS	1491				hypothetical protein
FBJECBCC_00168	CDS	2760				hypothetical protein
FBJECBCC_00169	CDS	210				hypothetical protein
FBJECBCC_00170	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
FBJECBCC_00171	CDS	1320				hypothetical protein
FBJECBCC_00172	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
FBJECBCC_00173	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
FBJECBCC_00174	CDS	669	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FBJECBCC_00175	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
FBJECBCC_00176	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FBJECBCC_00177	CDS	492				hypothetical protein
FBJECBCC_00178	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
FBJECBCC_00179	CDS	2238	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FBJECBCC_00180	CDS	2037				hypothetical protein
FBJECBCC_00181	CDS	957				hypothetical protein
FBJECBCC_00182	CDS	783	malT_1			HTH-type transcriptional regulator MalT
FBJECBCC_00183	CDS	321				hypothetical protein
FBJECBCC_00184	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
FBJECBCC_00185	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FBJECBCC_00186	CDS	1869				hypothetical protein
FBJECBCC_00187	CDS	522				hypothetical protein
FBJECBCC_00188	CDS	972				hypothetical protein
