locus_tag	ftype	length_bp	gene	EC_number	COG	product
CLLJADHD_00001	CDS	675				hypothetical protein
CLLJADHD_00002	CDS	1314	nrtA			Nitrate/nitrite binding protein NrtA
CLLJADHD_00003	CDS	894	nrtB		COG0600	Nitrate import permease protein NrtB
CLLJADHD_00004	CDS	798	nrtC	7.3.2.4	COG0715	Nitrate import ATP-binding protein NrtC
CLLJADHD_00005	CDS	651	rspR_1		COG1802	HTH-type transcriptional repressor RspR
CLLJADHD_00006	CDS	1128				Purine-binding protein
CLLJADHD_00007	CDS	1128	rfuC_1		COG4603	putative riboflavin import permease protein RfuC
CLLJADHD_00008	CDS	927	rfuD_1		COG1079	putative riboflavin import permease protein RfuD
CLLJADHD_00009	CDS	1017	amiF_1	3.5.1.49	COG0388	Formamidase
CLLJADHD_00010	CDS	702	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
CLLJADHD_00011	CDS	1056		3.5.2.15		Cyanuric acid amidohydrolase
CLLJADHD_00012	CDS	1551	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
CLLJADHD_00013	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
CLLJADHD_00014	CDS	354				hypothetical protein
CLLJADHD_00015	CDS	792	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
CLLJADHD_00016	CDS	669	yecS_1		COG0765	L-cystine transport system permease protein YecS
CLLJADHD_00017	CDS	642	occM_1			Octopine transport system permease protein OccM
CLLJADHD_00018	CDS	828	fliY_1		COG0834	L-cystine-binding protein FliY
CLLJADHD_00019	CDS	705	nagR_1		COG2188	HTH-type transcriptional repressor NagR
CLLJADHD_00020	CDS	939	gcvA_1			Glycine cleavage system transcriptional activator
CLLJADHD_00021	CDS	1356	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
CLLJADHD_00022	CDS	540	rutF_1	1.5.1.42	COG1853	FMN reductase (NADH) RutF
CLLJADHD_00023	CDS	1164	bacF	2.6.1.-	COG0436	Transaminase BacF
CLLJADHD_00024	CDS	1056	gpuA	3.5.3.17	COG0010	Guanidinopropionase
CLLJADHD_00025	CDS	585				hypothetical protein
CLLJADHD_00026	CDS	2232				hypothetical protein
CLLJADHD_00027	CDS	804	artJ_1		COG0834	ABC transporter arginine-binding protein 1
CLLJADHD_00028	CDS	1191	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
CLLJADHD_00029	CDS	906				hypothetical protein
CLLJADHD_00030	CDS	888	yofA		COG0583	HTH-type transcriptional regulator YofA
CLLJADHD_00031	CDS	993	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
CLLJADHD_00032	CDS	903	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
CLLJADHD_00033	CDS	1491	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
CLLJADHD_00034	CDS	1161	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CLLJADHD_00035	CDS	2055	FCS1_1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
CLLJADHD_00036	CDS	783	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
CLLJADHD_00037	CDS	1590	dppA_1		COG0747	Periplasmic dipeptide transport protein
CLLJADHD_00038	CDS	1005	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
CLLJADHD_00039	CDS	828	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
CLLJADHD_00040	CDS	1632	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
CLLJADHD_00041	CDS	2004				hypothetical protein
CLLJADHD_00042	CDS	912	aes_1	3.1.1.-		Acetyl esterase
CLLJADHD_00043	CDS	525	algU		COG1595	RNA polymerase sigma-H factor
CLLJADHD_00044	CDS	2127				hypothetical protein
CLLJADHD_00045	CDS	927	gnl_1	3.1.1.17		Gluconolactonase
CLLJADHD_00046	CDS	1077	gntR_1			HTH-type transcriptional regulator GntR
CLLJADHD_00047	CDS	1032	idnD_1	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
CLLJADHD_00048	CDS	942		1.1.1.215	COG1052	2-ketogluconate reductase
CLLJADHD_00049	CDS	765	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
CLLJADHD_00050	CDS	558		2.7.1.12	COG3265	Gluconokinase
CLLJADHD_00051	CDS	894	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CLLJADHD_00052	CDS	1497	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
CLLJADHD_00053	CDS	1041	araH_1		COG1172	L-arabinose transport system permease protein AraH
CLLJADHD_00054	CDS	1098				hypothetical protein
CLLJADHD_00055	CDS	339				hypothetical protein
CLLJADHD_00056	CDS	1026				hypothetical protein
CLLJADHD_00057	CDS	918				hypothetical protein
CLLJADHD_00058	CDS	750	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CLLJADHD_00059	CDS	1374	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
CLLJADHD_00060	CDS	1071	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
CLLJADHD_00061	CDS	1962				hypothetical protein
CLLJADHD_00062	CDS	1476	mctP			Monocarboxylate transport permease protein
CLLJADHD_00063	CDS	198				hypothetical protein
CLLJADHD_00064	CDS	645	nreC		COG2197	Oxygen regulatory protein NreC
CLLJADHD_00065	CDS	1386				hypothetical protein
CLLJADHD_00066	CDS	465	decR_1		COG1522	DNA-binding transcriptional activator DecR
CLLJADHD_00067	CDS	780	occP_1			Octopine permease ATP-binding protein P
CLLJADHD_00068	CDS	774	hisJ		COG0834	Histidine-binding periplasmic protein
CLLJADHD_00069	CDS	726	hisQ		COG4215	Histidine transport system permease protein HisQ
CLLJADHD_00070	CDS	690	occM_2			Octopine transport system permease protein OccM
CLLJADHD_00071	CDS	909	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
CLLJADHD_00072	CDS	786	xynR_1		COG1414	HTH-type transcriptional regulator XynR
CLLJADHD_00073	CDS	1074				hypothetical protein
CLLJADHD_00074	CDS	1515	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
CLLJADHD_00075	CDS	963	rbsC_1		COG1172	Ribose import permease protein RbsC
CLLJADHD_00076	CDS	942	araH_2		COG1172	L-arabinose transport system permease protein AraH
CLLJADHD_00077	CDS	957				hypothetical protein
CLLJADHD_00078	CDS	1311				hypothetical protein
CLLJADHD_00079	CDS	345	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CLLJADHD_00080	CDS	1014	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
CLLJADHD_00081	CDS	1185				hypothetical protein
CLLJADHD_00082	CDS	675				hypothetical protein
CLLJADHD_00083	CDS	837	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
CLLJADHD_00084	CDS	765	glnQ_2			Glutamine transport ATP-binding protein GlnQ
CLLJADHD_00085	CDS	759	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
CLLJADHD_00086	CDS	708	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
CLLJADHD_00087	CDS	780	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
CLLJADHD_00088	CDS	906	hcaR_1			Hca operon transcriptional activator HcaR
CLLJADHD_00089	CDS	1203	aatA_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
CLLJADHD_00090	CDS	768	pxpA_1	3.5.2.9		5-oxoprolinase subunit A
CLLJADHD_00091	CDS	996	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
CLLJADHD_00092	CDS	708	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
CLLJADHD_00093	CDS	438				hypothetical protein
CLLJADHD_00094	CDS	1386	accC_1	6.3.4.14	COG0439	Biotin carboxylase
CLLJADHD_00095	CDS	441	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CLLJADHD_00096	CDS	1071	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CLLJADHD_00097	CDS	954	iolE_1	4.2.1.44		Inosose dehydratase
CLLJADHD_00098	CDS	1233				putative sugar-binding periplasmic protein
CLLJADHD_00099	CDS	888				hypothetical protein
CLLJADHD_00100	CDS	885	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
CLLJADHD_00101	CDS	1083	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
CLLJADHD_00102	CDS	1653	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
CLLJADHD_00103	CDS	915		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
CLLJADHD_00104	CDS	876	pdxI_1	1.1.1.65		Pyridoxine 4-dehydrogenase
CLLJADHD_00105	CDS	909	pgrR_1			HTH-type transcriptional regulator PgrR
CLLJADHD_00106	CDS	480				hypothetical protein
CLLJADHD_00107	CDS	195				hypothetical protein
CLLJADHD_00108	CDS	237	rpsU_1		COG0828	30S ribosomal protein S21
CLLJADHD_00109	CDS	210				hypothetical protein
CLLJADHD_00110	CDS	711	rapA2_1			Calcium-binding lectin RapA2
CLLJADHD_00111	CDS	189				hypothetical protein
CLLJADHD_00112	CDS	2037	tktB	2.2.1.1	COG0021	Transketolase 2
CLLJADHD_00113	CDS	1188				hypothetical protein
CLLJADHD_00114	CDS	1407				hypothetical protein
CLLJADHD_00115	CDS	771				hypothetical protein
CLLJADHD_00116	CDS	600				hypothetical protein
CLLJADHD_00117	CDS	429				hypothetical protein
CLLJADHD_00118	CDS	411				hypothetical protein
CLLJADHD_00119	CDS	765	gdh_1	1.1.1.16		Galactitol 2-dehydrogenase
CLLJADHD_00120	CDS	729	rbtD_1	1.1.1.56		Ribitol 2-dehydrogenase
CLLJADHD_00121	CDS	1260	xylH_1		COG4214	Xylose transport system permease protein XylH
CLLJADHD_00122	CDS	822	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
CLLJADHD_00123	CDS	1065	xylF_1		COG4213	D-xylose-binding periplasmic protein
CLLJADHD_00124	CDS	885	rhaR_1			HTH-type transcriptional activator RhaR
CLLJADHD_00125	CDS	759	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
CLLJADHD_00126	CDS	1134				hypothetical protein
CLLJADHD_00127	CDS	780				hypothetical protein
CLLJADHD_00128	CDS	777				hypothetical protein
CLLJADHD_00129	CDS	1005				hypothetical protein
CLLJADHD_00130	CDS	2175				hypothetical protein
CLLJADHD_00131	CDS	1491				hypothetical protein
CLLJADHD_00132	CDS	1341				hypothetical protein
CLLJADHD_00133	CDS	1626				hypothetical protein
CLLJADHD_00134	CDS	2142				hypothetical protein
CLLJADHD_00135	CDS	624				IS66 family transposase ISPre3
CLLJADHD_00136	CDS	327				hypothetical protein
CLLJADHD_00137	CDS	774				hypothetical protein
CLLJADHD_00138	CDS	954	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
CLLJADHD_00139	CDS	243				hypothetical protein
CLLJADHD_00140	CDS	753				hypothetical protein
CLLJADHD_00141	CDS	1419	imuB_1			Protein ImuB
CLLJADHD_00142	CDS	3258	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
CLLJADHD_00143	CDS	384				hypothetical protein
CLLJADHD_00144	CDS	1197	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
CLLJADHD_00145	CDS	1593	gsiB_1		COG0747	Glutathione-binding protein GsiB
CLLJADHD_00146	CDS	1590	appA_1			Oligopeptide-binding protein AppA
CLLJADHD_00147	CDS	1353	ntaA_3	1.14.14.10		Nitrilotriacetate monooxygenase component A
CLLJADHD_00148	CDS	672				hypothetical protein
CLLJADHD_00149	CDS	1245	kmo	1.14.13.9		Kynurenine 3-monooxygenase
CLLJADHD_00150	CDS	864				hypothetical protein
CLLJADHD_00151	CDS	1035	soxB_1	3.13.1.3		2'-hydroxybiphenyl-2-sulfinate desulfinase
CLLJADHD_00152	CDS	1233	ydbM_1	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
CLLJADHD_00153	CDS	1041	soxB_2	3.13.1.3		2'-hydroxybiphenyl-2-sulfinate desulfinase
CLLJADHD_00154	CDS	987	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
CLLJADHD_00155	CDS	1005	dppC_1		COG1173	Dipeptide transport system permease protein DppC
CLLJADHD_00156	CDS	999	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
CLLJADHD_00157	CDS	945	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
CLLJADHD_00158	CDS	1062	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
CLLJADHD_00159	CDS	1617	dppA_2		COG0747	Periplasmic dipeptide transport protein
CLLJADHD_00160	CDS	1224	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
CLLJADHD_00161	CDS	1020	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
CLLJADHD_00162	CDS	312				hypothetical protein
CLLJADHD_00163	CDS	585				hypothetical protein
CLLJADHD_00164	CDS	585				hypothetical protein
CLLJADHD_00165	CDS	669	plsY_1	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
CLLJADHD_00166	CDS	603	gpmB_1	5.4.2.-		phosphoglycerate mutase GpmB
CLLJADHD_00167	CDS	678	mprA		COG0745	Response regulator MprA
CLLJADHD_00168	CDS	1599	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
CLLJADHD_00169	CDS	1464				hypothetical protein
CLLJADHD_00170	CDS	1176	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
CLLJADHD_00171	CDS	312				hypothetical protein
CLLJADHD_00172	CDS	126				hypothetical protein
CLLJADHD_00173	CDS	150				hypothetical protein
CLLJADHD_00174	CDS	399				hypothetical protein
CLLJADHD_00175	CDS	402				hypothetical protein
CLLJADHD_00176	CDS	741	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
CLLJADHD_00177	CDS	858	dhmA_1	3.8.1.5	COG0596	Haloalkane dehalogenase
CLLJADHD_00178	CDS	567				hypothetical protein
CLLJADHD_00179	CDS	510				hypothetical protein
CLLJADHD_00180	CDS	1479	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
CLLJADHD_00181	CDS	258				hypothetical protein
CLLJADHD_00182	CDS	609	dmlR_1			HTH-type transcriptional regulator DmlR
CLLJADHD_00183	CDS	528				hypothetical protein
CLLJADHD_00184	CDS	954				hypothetical protein
CLLJADHD_00185	CDS	447				hypothetical protein
