locus_tag	ftype	length_bp	gene	EC_number	COG	product
ADJNBNID_00001	CDS	1515	imuB_1			Protein ImuB
ADJNBNID_00002	CDS	3264	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
ADJNBNID_00003	CDS	186				hypothetical protein
ADJNBNID_00004	CDS	183				hypothetical protein
ADJNBNID_00005	CDS	471				hypothetical protein
ADJNBNID_00006	CDS	390				hypothetical protein
ADJNBNID_00007	CDS	366				hypothetical protein
ADJNBNID_00008	CDS	3585				hypothetical protein
ADJNBNID_00009	CDS	1803				hypothetical protein
ADJNBNID_00010	CDS	516	ribB_1	4.1.99.12		3,4-dihydroxy-2-butanone 4-phosphate synthase
ADJNBNID_00011	CDS	498	ribBA_1	3.5.4.25		Riboflavin biosynthesis protein RibBA
ADJNBNID_00012	CDS	441				hypothetical protein
ADJNBNID_00013	CDS	477				IS66 family transposase ISUnCu14
ADJNBNID_00014	CDS	396				IS66 family transposase ISUnCu14
ADJNBNID_00015	CDS	354				hypothetical protein
ADJNBNID_00016	CDS	249				hypothetical protein
ADJNBNID_00017	CDS	300				hypothetical protein
ADJNBNID_00018	CDS	2178				hypothetical protein
ADJNBNID_00019	CDS	1365				hypothetical protein
ADJNBNID_00020	CDS	402				hypothetical protein
ADJNBNID_00021	CDS	129				hypothetical protein
ADJNBNID_00022	CDS	486				hypothetical protein
ADJNBNID_00023	CDS	258				hypothetical protein
ADJNBNID_00024	CDS	1044				hypothetical protein
ADJNBNID_00025	CDS	369				hypothetical protein
ADJNBNID_00026	CDS	477				hypothetical protein
ADJNBNID_00027	CDS	774				hypothetical protein
ADJNBNID_00028	CDS	186				hypothetical protein
ADJNBNID_00029	CDS	846				hypothetical protein
ADJNBNID_00030	CDS	1056				hypothetical protein
ADJNBNID_00031	CDS	156				hypothetical protein
ADJNBNID_00032	CDS	621				hypothetical protein
ADJNBNID_00033	CDS	357				hypothetical protein
ADJNBNID_00034	CDS	273				hypothetical protein
ADJNBNID_00035	CDS	768				IS3 family transposase ISRle4
ADJNBNID_00036	CDS	930				IS3 family transposase ISAtu5
ADJNBNID_00037	CDS	267				IS3 family transposase ISAtu5
ADJNBNID_00038	CDS	255				hypothetical protein
ADJNBNID_00039	CDS	171				hypothetical protein
ADJNBNID_00040	rRNA	1477				16S ribosomal RNA
ADJNBNID_00041	tRNA	77				tRNA-Ile(gat)
ADJNBNID_00042	tRNA	76				tRNA-Ala(tgc)
ADJNBNID_00043	rRNA	2931				23S ribosomal RNA
ADJNBNID_00044	rRNA	109				5S ribosomal RNA
ADJNBNID_00045	tRNA	77				tRNA-Met(cat)
ADJNBNID_00046	tRNA	77				tRNA-Met(cat)
ADJNBNID_00047	CDS	1491				hypothetical protein
ADJNBNID_00048	CDS	1479				hypothetical protein
ADJNBNID_00049	CDS	267				IS3 family transposase ISAtu5
ADJNBNID_00050	CDS	930				IS3 family transposase ISAtu5
ADJNBNID_00051	CDS	1215				hypothetical protein
ADJNBNID_00052	CDS	210				hypothetical protein
ADJNBNID_00053	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
ADJNBNID_00054	CDS	1320				hypothetical protein
ADJNBNID_00055	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
ADJNBNID_00056	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
ADJNBNID_00057	CDS	669	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ADJNBNID_00058	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
ADJNBNID_00059	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
ADJNBNID_00060	CDS	492				hypothetical protein
ADJNBNID_00061	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
ADJNBNID_00062	CDS	1710	prsD_1			Type I secretion system ATP-binding protein PrsD
ADJNBNID_00063	CDS	522				hypothetical protein
ADJNBNID_00064	CDS	2037				hypothetical protein
ADJNBNID_00065	CDS	957				hypothetical protein
ADJNBNID_00066	CDS	783	malT_1			HTH-type transcriptional regulator MalT
ADJNBNID_00067	CDS	321				hypothetical protein
ADJNBNID_00068	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
ADJNBNID_00069	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
ADJNBNID_00070	CDS	1869				hypothetical protein
ADJNBNID_00071	CDS	522				hypothetical protein
ADJNBNID_00072	CDS	969				hypothetical protein
ADJNBNID_00073	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
ADJNBNID_00074	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
ADJNBNID_00075	CDS	1857				hypothetical protein
ADJNBNID_00076	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
ADJNBNID_00077	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
ADJNBNID_00078	CDS	825				hypothetical protein
ADJNBNID_00079	CDS	1164				hypothetical protein
ADJNBNID_00080	CDS	1149	xdh	1.1.1.179		D-xylose dehydrogenase
ADJNBNID_00081	CDS	678	nicS			HTH-type transcriptional repressor NicS
ADJNBNID_00082	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
ADJNBNID_00083	CDS	960	lacF_1			Lactose transport system permease protein LacF
ADJNBNID_00084	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
ADJNBNID_00085	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ADJNBNID_00086	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ADJNBNID_00087	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
ADJNBNID_00088	CDS	2451	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
ADJNBNID_00089	CDS	1458	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ADJNBNID_00090	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
ADJNBNID_00091	CDS	210	slyX			Protein SlyX
ADJNBNID_00092	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
ADJNBNID_00093	CDS	1281	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
ADJNBNID_00094	CDS	810				hypothetical protein
ADJNBNID_00095	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
ADJNBNID_00096	CDS	1566				hypothetical protein
ADJNBNID_00097	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
ADJNBNID_00098	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
ADJNBNID_00099	CDS	1359	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
ADJNBNID_00100	CDS	384				hypothetical protein
ADJNBNID_00101	tRNA	76				tRNA-Ala(ggc)
ADJNBNID_00102	CDS	333				hypothetical protein
ADJNBNID_00103	CDS	723				hypothetical protein
ADJNBNID_00104	CDS	789				hypothetical protein
ADJNBNID_00105	CDS	474				hypothetical protein
ADJNBNID_00106	CDS	636				hypothetical protein
ADJNBNID_00107	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
ADJNBNID_00108	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
ADJNBNID_00109	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
ADJNBNID_00110	CDS	807	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ADJNBNID_00111	CDS	1017	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
ADJNBNID_00112	CDS	2139	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ADJNBNID_00113	CDS	270	rpsO		COG0184	30S ribosomal protein S15
ADJNBNID_00114	CDS	852	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
ADJNBNID_00115	CDS	960	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
ADJNBNID_00116	CDS	405	rbfA			Ribosome-binding factor A
ADJNBNID_00117	CDS	2754	infB			Translation initiation factor IF-2
ADJNBNID_00118	CDS	693				hypothetical protein
ADJNBNID_00119	CDS	1602	nusA		COG0195	Transcription termination/antitermination protein NusA
ADJNBNID_00120	CDS	606	rimP			Ribosome maturation factor RimP
ADJNBNID_00121	CDS	1632	entS_1			Enterobactin exporter EntS
ADJNBNID_00122	CDS	471				hypothetical protein
ADJNBNID_00123	CDS	1260				Tn3 family transposase TnXax1
ADJNBNID_00124	CDS	606	recR		COG0353	Recombination protein RecR
ADJNBNID_00125	CDS	630				hypothetical protein
ADJNBNID_00126	CDS	324			COG0718	Nucleoid-associated protein
ADJNBNID_00127	CDS	1878				hypothetical protein
ADJNBNID_00128	CDS	411				hypothetical protein
ADJNBNID_00129	CDS	960	nudC	3.6.1.22		NADH pyrophosphatase
ADJNBNID_00130	CDS	696				hypothetical protein
ADJNBNID_00131	CDS	261				hypothetical protein
ADJNBNID_00132	CDS	369	ehpR			Phenazine antibiotic resistance protein EhpR
ADJNBNID_00133	CDS	855	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
ADJNBNID_00134	CDS	756	kdsB_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
ADJNBNID_00135	CDS	564	cycM		COG3474	Cytochrome c-552
ADJNBNID_00136	CDS	948				hypothetical protein
ADJNBNID_00137	CDS	993	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
ADJNBNID_00138	CDS	540				hypothetical protein
ADJNBNID_00139	CDS	1002		1.1.1.29		Glycerate dehydrogenase
ADJNBNID_00140	CDS	489				hypothetical protein
ADJNBNID_00141	CDS	825	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
ADJNBNID_00142	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
ADJNBNID_00143	CDS	366				hypothetical protein
ADJNBNID_00144	CDS	201				hypothetical protein
ADJNBNID_00145	CDS	1128	dnaJ_1		COG0484	Chaperone protein DnaJ
ADJNBNID_00146	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
ADJNBNID_00147	CDS	2358	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
ADJNBNID_00148	CDS	222				hypothetical protein
ADJNBNID_00149	CDS	651				hypothetical protein
ADJNBNID_00150	CDS	1389	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
ADJNBNID_00151	CDS	2385			COG2199	putative signaling protein
ADJNBNID_00152	CDS	417				hypothetical protein
ADJNBNID_00153	CDS	174				hypothetical protein
ADJNBNID_00154	CDS	249				hypothetical protein
ADJNBNID_00155	CDS	3000	polA	2.7.7.7	COG0258	DNA polymerase I
ADJNBNID_00156	CDS	2346				hypothetical protein
ADJNBNID_00157	CDS	504				hypothetical protein
ADJNBNID_00158	CDS	597	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
ADJNBNID_00159	CDS	1140	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
ADJNBNID_00160	CDS	696				hypothetical protein
ADJNBNID_00161	CDS	1353				hypothetical protein
ADJNBNID_00162	CDS	981				hypothetical protein
ADJNBNID_00163	CDS	912	ptxB			putative phosphite transport system-binding protein PtxB
ADJNBNID_00164	CDS	846	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
ADJNBNID_00165	CDS	618	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
ADJNBNID_00166	CDS	708	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
ADJNBNID_00167	CDS	777	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
ADJNBNID_00168	CDS	876	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
ADJNBNID_00169	CDS	1107	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
