Name	Gene	Start	End	Length	Type	Strand	Contig	Product
G011_fsa_00001	grpE_1	30	419	390	CDS	Reverse	C100	Protein GrpE
G011_fsa_00002		54	401	348	CDS	Reverse	C104	hypothetical protein
G011_fsa_00003	soxS	54	344	291	CDS	Forward	C105	Regulatory protein SoxS
G011_fsa_00004		264	434	171	CDS	Reverse	C116	hypothetical protein
G011_fsa_00005		15	329	315	CDS	Forward	C28	IS66 family transposase ISXau4
G011_fsa_00006	resA_1	295	1566	1272	CDS	Forward	C28	Thiol-disulfide oxidoreductase ResA
G011_fsa_00007		1679	1981	303	CDS	Forward	C28	hypothetical protein
G011_fsa_00008	hsaA_1	2117	3316	1200	CDS	Forward	C28	Flavin-dependent monooxygenase%2C oxygenase subunit HsaA
G011_fsa_00009	katA	3748	5223	1476	CDS	Reverse	C28	Catalase
G011_fsa_00010		5800	6306	507	CDS	Reverse	C28	hypothetical protein
G011_fsa_00011	poxB	6459	8186	1728	CDS	Reverse	C28	Pyruvate dehydrogenase [ubiquinone]
G011_fsa_00012	sasA_1	8877	9998	1122	CDS	Forward	C28	Adaptive-response sensory-kinase SasA
G011_fsa_00013		10154	11173	1020	CDS	Forward	C28	hypothetical protein
G011_fsa_00014	proP	11297	12619	1323	CDS	Forward	C28	Proline/betaine transporter
G011_fsa_00015	virA	12688	15228	2541	CDS	Reverse	C28	Wide host range VirA protein
G011_fsa_00016	ccp	15185	16228	1044	CDS	Reverse	C28	Cytochrome c551 peroxidase
G011_fsa_00017	ompR_1	16225	16947	723	CDS	Reverse	C28	Transcriptional regulatory protein OmpR
G011_fsa_00018	yodF	18025	19464	1440	CDS	Forward	C28	putative symporter YodF
G011_fsa_00019	msrA_1	19540	20268	729	CDS	Reverse	C28	Peptide methionine sulfoxide reductase MsrA
G011_fsa_00020	dhmA_1	21060	22094	1035	CDS	Forward	C28	Haloalkane dehalogenase
G011_fsa_00021	tatA_1	22234	22413	180	CDS	Forward	C28	Sec-independent protein translocase protein TatA
G011_fsa_00022	ompR_2	22472	23236	765	CDS	Forward	C28	Transcriptional regulatory protein OmpR
G011_fsa_00023		23695	24978	1284	CDS	Forward	C28	hypothetical protein
G011_fsa_00024		25088	25294	207	CDS	Forward	C28	hypothetical protein
G011_fsa_00025	nimT	25390	26604	1215	CDS	Forward	C28	2-nitroimidazole transporter
G011_fsa_00026		26769	26927	159	CDS	Forward	C28	hypothetical protein
G011_fsa_00027		27160	28050	891	CDS	Forward	C28	hypothetical protein
G011_fsa_00028		28120	28887	768	CDS	Forward	C28	hypothetical protein
G011_fsa_00029		29123	29908	786	CDS	Reverse	C28	hypothetical protein
G011_fsa_00030		30519	30893	375	CDS	Reverse	C28	hypothetical protein
G011_fsa_00031	pqsH	31327	32436	1110	CDS	Reverse	C28	2-heptyl-3-hydroxy-4(1H)-quinolone synthase
G011_fsa_00032	def_1	32654	33115	462	CDS	Reverse	C28	Peptide deformylase
G011_fsa_00033		34076	34258	183	CDS	Forward	C28	hypothetical protein
G011_fsa_00034		34544	34960	417	CDS	Reverse	C28	hypothetical protein
G011_fsa_00035		35234	35350	117	CDS	Forward	C28	hypothetical protein
G011_fsa_00036	cdh	35550	36278	729	CDS	Forward	C28	CDP-diacylglycerol pyrophosphatase
G011_fsa_00037		36670	37578	909	CDS	Forward	C28	hypothetical protein
G011_fsa_00038		37618	38160	543	CDS	Forward	C28	hypothetical protein
G011_fsa_00039		38160	38894	735	CDS	Forward	C28	IS21 family transposase ISPkr1
G011_fsa_00040		39170	39988	819	CDS	Forward	C28	hypothetical protein
G011_fsa_00041		40283	40633	351	CDS	Forward	C28	hypothetical protein
G011_fsa_00042		40644	41561	918	CDS	Reverse	C28	hypothetical protein
G011_fsa_00043		41558	42892	1335	CDS	Reverse	C28	hypothetical protein
G011_fsa_00044		43112	43795	684	CDS	Reverse	C28	hypothetical protein
G011_fsa_00045		43805	44092	288	CDS	Reverse	C28	hypothetical protein
G011_fsa_00046		44799	45392	594	CDS	Forward	C28	hypothetical protein
G011_fsa_00047		45418	45591	174	CDS	Reverse	C28	hypothetical protein
G011_fsa_00048		45558	46304	747	CDS	Reverse	C28	hypothetical protein
G011_fsa_00049		3	434	432	CDS	Forward	C34	hypothetical protein
G011_fsa_00050		394	702	309	CDS	Reverse	C34	hypothetical protein
G011_fsa_00051		734	1255	522	CDS	Forward	C34	hypothetical protein
G011_fsa_00052		1396	2046	651	CDS	Reverse	C34	hypothetical protein
G011_fsa_00053		2272	2571	300	CDS	Reverse	C34	hypothetical protein
G011_fsa_00054		2571	3575	1005	CDS	Reverse	C34	hypothetical protein
G011_fsa_00055		3541	3957	417	CDS	Reverse	C34	hypothetical protein
G011_fsa_00056		3954	5777	1824	CDS	Reverse	C34	hypothetical protein
G011_fsa_00057		5774	6481	708	CDS	Reverse	C34	hypothetical protein
G011_fsa_00058		6497	7069	573	CDS	Reverse	C34	hypothetical protein
G011_fsa_00059		7141	7926	786	CDS	Reverse	C34	hypothetical protein
G011_fsa_00060		7949	8923	975	CDS	Reverse	C34	hypothetical protein
G011_fsa_00061		8939	10036	1098	CDS	Reverse	C34	hypothetical protein
G011_fsa_00062		10148	10459	312	CDS	Reverse	C34	hypothetical protein
G011_fsa_00063		10473	12593	2121	CDS	Reverse	C34	hypothetical protein
G011_fsa_00064		12593	14164	1572	CDS	Reverse	C34	hypothetical protein
G011_fsa_00065		14130	14603	474	CDS	Reverse	C34	hypothetical protein
G011_fsa_00066		14625	14861	237	CDS	Reverse	C34	hypothetical protein
G011_fsa_00067		15928	16773	846	CDS	Forward	C34	hypothetical protein
G011_fsa_00068		17028	17357	330	CDS	Forward	C34	hypothetical protein
G011_fsa_00069		17354	17818	465	CDS	Forward	C34	hypothetical protein
G011_fsa_00070		17863	18279	417	CDS	Forward	C34	hypothetical protein
G011_fsa_00071		18297	18398	102	CDS	Reverse	C34	hypothetical protein
G011_fsa_00072	fucA	18488	19279	792	CDS	Forward	C34	L-fuculose phosphate aldolase
G011_fsa_00073		19602	20939	1338	CDS	Forward	C34	hypothetical protein
