Name	Gene	Start	End	Length	Type	Strand	Contig	Product
L079_fsa_00001		68	742	675	CDS	Forward	C16	hypothetical protein
L079_fsa_00002	nrtA	1213	2526	1314	CDS	Forward	C16	Nitrate/nitrite binding protein NrtA
L079_fsa_00003	nrtB	2582	3475	894	CDS	Forward	C16	Nitrate import permease protein NrtB
L079_fsa_00004	nrtC	3487	4284	798	CDS	Forward	C16	Nitrate import ATP-binding protein NrtC
L079_fsa_00005	rspR_1	4368	5018	651	CDS	Reverse	C16	HTH-type transcriptional repressor RspR
L079_fsa_00006		5383	6510	1128	CDS	Forward	C16	Purine-binding protein
L079_fsa_00007	rfuC_1	6531	7658	1128	CDS	Forward	C16	putative riboflavin import permease protein RfuC
L079_fsa_00008	rfuD_1	7658	8584	927	CDS	Forward	C16	putative riboflavin import permease protein RfuD
L079_fsa_00009	amiF_1	8597	9613	1017	CDS	Forward	C16	Formamidase
L079_fsa_00010	rutB_1	9625	10326	702	CDS	Forward	C16	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
L079_fsa_00011		10326	11381	1056	CDS	Forward	C16	Cyanuric acid amidohydrolase
L079_fsa_00012	rbsA_1	11383	12933	1551	CDS	Forward	C16	Ribose import ATP-binding protein RbsA
L079_fsa_00013	rutB_2	12933	13601	669	CDS	Forward	C16	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
L079_fsa_00014		13594	13947	354	CDS	Forward	C16	hypothetical protein
L079_fsa_00015	glnQ_1	13999	14790	792	CDS	Reverse	C16	Glutamine transport ATP-binding protein GlnQ
L079_fsa_00016	yecS_1	14787	15455	669	CDS	Reverse	C16	L-cystine transport system permease protein YecS
L079_fsa_00017	occM_1	15452	16093	642	CDS	Reverse	C16	Octopine transport system permease protein OccM
L079_fsa_00018	fliY_1	16192	17019	828	CDS	Reverse	C16	L-cystine-binding protein FliY
L079_fsa_00019	nagR_1	17250	17954	705	CDS	Forward	C16	HTH-type transcriptional repressor NagR
L079_fsa_00020	gcvA_1	17984	18922	939	CDS	Forward	C16	Glycine cleavage system transcriptional activator
L079_fsa_00021	ntaA_1	19036	20391	1356	CDS	Forward	C16	Nitrilotriacetate monooxygenase component A
L079_fsa_00022	rutF_1	20388	20927	540	CDS	Forward	C16	FMN reductase (NADH) RutF
L079_fsa_00023	bacF	20904	22067	1164	CDS	Reverse	C16	Transaminase BacF
L079_fsa_00024	gpuA	22164	23219	1056	CDS	Forward	C16	Guanidinopropionase
L079_fsa_00025		23299	23883	585	CDS	Reverse	C16	hypothetical protein
L079_fsa_00026		23958	26189	2232	CDS	Reverse	C16	hypothetical protein
L079_fsa_00027	artJ_1	26427	27230	804	CDS	Forward	C16	ABC transporter arginine-binding protein 1
L079_fsa_00028	fdhA	27304	28494	1191	CDS	Reverse	C16	Glutathione-independent formaldehyde dehydrogenase
L079_fsa_00029		29074	29979	906	CDS	Reverse	C16	hypothetical protein
L079_fsa_00030	yofA	30081	30968	888	CDS	Forward	C16	HTH-type transcriptional regulator YofA
L079_fsa_00031	cdhR_1	30943	31935	993	CDS	Reverse	C16	HTH-type transcriptional regulator CdhR
L079_fsa_00032	kce_1	32042	32944	903	CDS	Forward	C16	3-keto-5-aminohexanoate cleavage enzyme
L079_fsa_00033	lcdH_1	32952	34442	1491	CDS	Forward	C16	L-carnitine dehydrogenase
