Name	Gene	Start	End	Length	Type	Strand	Contig	Product
H127_fsa_00001		184	645	462	CDS	Forward	C109	hypothetical protein
H127_fsa_00002		286	558	273	CDS	Forward	C121	hypothetical protein
H127_fsa_00003		113	271	159	CDS	Forward	C135	hypothetical protein
H127_fsa_00004		19	423	405	CDS	Reverse	C136	hypothetical protein
H127_fsa_00005		124	375	252	CDS	Forward	C137	hypothetical protein
H127_fsa_00006		51	482	432	CDS	Forward	C138	hypothetical protein
H127_fsa_00007		41	316	276	CDS	Forward	C159	hypothetical protein
H127_fsa_00008		58	225	168	CDS	Forward	C191	hypothetical protein
H127_fsa_00009		236	355	120	CDS	Forward	C195	hypothetical protein
H127_fsa_00010		238	531	294	CDS	Forward	C20	hypothetical protein
H127_fsa_00011		890	1603	714	CDS	Reverse	C20	hypothetical protein
H127_fsa_00012		2899	3102	204	CDS	Forward	C20	hypothetical protein
H127_fsa_00013		3468	3656	189	CDS	Forward	C20	hypothetical protein
H127_fsa_00014		3703	3903	201	CDS	Reverse	C20	hypothetical protein
H127_fsa_00015	xerC_1	3879	4697	819	CDS	Reverse	C20	Tyrosine recombinase XerC
H127_fsa_00016	xerC_2	4690	5373	684	CDS	Reverse	C20	Tyrosine recombinase XerC
H127_fsa_00017	xerC_3	5522	6874	1353	CDS	Reverse	C20	Tyrosine recombinase XerC
H127_fsa_00018		7002	7598	597	CDS	Reverse	C20	hypothetical protein
H127_fsa_00019	zntR_1	7631	8074	444	CDS	Reverse	C20	HTH-type transcriptional regulator ZntR
H127_fsa_00020		8149	8742	594	CDS	Forward	C20	hypothetical protein
H127_fsa_00021		8739	9122	384	CDS	Forward	C20	hypothetical protein
H127_fsa_00022	dipZ_1	9125	9832	708	CDS	Forward	C20	Protein DipZ
H127_fsa_00023		9886	10212	327	CDS	Forward	C20	hypothetical protein
H127_fsa_00024		10275	11057	783	CDS	Reverse	C20	hypothetical protein
H127_fsa_00025		11541	12263	723	CDS	Forward	C20	hypothetical protein
H127_fsa_00026		12633	13238	606	CDS	Forward	C20	hypothetical protein
H127_fsa_00027		13404	13649	246	CDS	Forward	C20	hypothetical protein
H127_fsa_00028		13769	18871	5103	CDS	Forward	C20	hypothetical protein
H127_fsa_00029	noc_1	19387	21210	1824	CDS	Forward	C20	Nucleoid occlusion protein
H127_fsa_00030		21301	21777	477	CDS	Forward	C20	hypothetical protein
H127_fsa_00031		21774	22661	888	CDS	Forward	C20	hypothetical protein
