Name	Gene	Start	End	Length	Type	Strand	Contig	Product
V010_fsa_00001	dppB_1	87	314	228	CDS	Forward	C106	Dipeptide transport system permease protein DppB
V010_fsa_00002		44	337	294	CDS	Reverse	C108	hypothetical protein
V010_fsa_00003	dgcM	49	390	342	CDS	Forward	C113	Diguanylate cyclase DgcM
V010_fsa_00004		9	482	474	CDS	Forward	C122	hypothetical protein
V010_fsa_00005		205	426	222	CDS	Reverse	C123	hypothetical protein
V010_fsa_00006		16	255	240	CDS	Forward	C124	hypothetical protein
V010_fsa_00007	yhaZ_1	125	433	309	CDS	Forward	C126	putative protein YhaZ
V010_fsa_00008	galD	28	381	354	CDS	Forward	C129	4-oxalomesaconate tautomerase
V010_fsa_00009		174	311	138	CDS	Forward	C136	hypothetical protein
V010_fsa_00010		6	185	180	CDS	Forward	C142	hypothetical protein
V010_fsa_00011		303	452	150	CDS	Reverse	C144	hypothetical protein
V010_fsa_00012		116	211	96	CDS	Reverse	C146	hypothetical protein
V010_fsa_00013		4	294	291	CDS	Forward	C152	hypothetical protein
V010_fsa_00014		117	278	162	CDS	Forward	C153	hypothetical protein
V010_fsa_00015		322	426	105	CDS	Reverse	C153	hypothetical protein
V010_fsa_00016		36	218	183	CDS	Forward	C154	hypothetical protein
V010_fsa_00017	copR	33	269	237	CDS	Forward	C178	Transcriptional activator protein CopR
V010_fsa_00018		139	381	243	CDS	Reverse	C185	hypothetical protein
V010_fsa_00019		16	189	174	CDS	Reverse	C190	hypothetical protein
V010_fsa_00020		93	308	216	CDS	Reverse	C195	hypothetical protein
V010_fsa_00021		39	443	405	CDS	Forward	C200	hypothetical protein
V010_fsa_00022		269	379	111	CDS	Forward	C201	hypothetical protein
V010_fsa_00023		122	214	93	CDS	Forward	C204	hypothetical protein
V010_fsa_00024	oppC_1	156	401	246	CDS	Reverse	C210	Oligopeptide transport system permease protein OppC
V010_fsa_00025	glpR_1	5	427	423	CDS	Reverse	C213	Glycerol-3-phosphate regulon repressor
V010_fsa_00026		8	433	426	CDS	Forward	C214	hypothetical protein
V010_fsa_00027		139	315	177	CDS	Forward	C216	hypothetical protein
V010_fsa_00028	bmaC_1	1	303	303	CDS	Reverse	C218	Adhesin BmaC autotransporter
V010_fsa_00029		16	153	138	CDS	Forward	C225	hypothetical protein
V010_fsa_00030		213	341	129	CDS	Forward	C228	hypothetical protein
V010_fsa_00031		3	302	300	CDS	Forward	C229	hypothetical protein
V010_fsa_00032	yagA_1	49	1260	1212	CDS	Forward	C40	putative protein YagA
V010_fsa_00033	ehpR	1375	1743	369	CDS	Reverse	C40	Phenazine antibiotic resistance protein EhpR
V010_fsa_00034		1880	2140	261	CDS	Reverse	C40	hypothetical protein
V010_fsa_00035		2212	2907	696	CDS	Reverse	C40	hypothetical protein
V010_fsa_00036	nudC	2912	3871	960	CDS	Reverse	C40	NADH pyrophosphatase
V010_fsa_00037		3868	4275	408	CDS	Reverse	C40	hypothetical protein
V010_fsa_00038		4834	6654	1821	CDS	Forward	C40	hypothetical protein
V010_fsa_00039		6677	7000	324	CDS	Forward	C40	Nucleoid-associated protein
V010_fsa_00040		7026	7643	618	CDS	Reverse	C40	hypothetical protein
V010_fsa_00041	recR	7701	8306	606	CDS	Forward	C40	Recombination protein RecR
V010_fsa_00042		8318	9022	705	CDS	Forward	C40	hypothetical protein
V010_fsa_00043		9143	9487	345	CDS	Forward	C40	hypothetical protein
V010_fsa_00044		9668	10045	378	CDS	Forward	C40	IS5 family transposase ISRel13
V010_fsa_00045		570	1238	669	CDS	Forward	C42	hypothetical protein
V010_fsa_00046	swrC_1	1709	2113	405	CDS	Forward	C42	Swarming motility protein SwrC
V010_fsa_00047	mdtC_1	2232	2759	528	CDS	Forward	C42	Multidrug resistance protein MdtC
V010_fsa_00048	ompR_1	3089	3751	663	CDS	Forward	C42	Transcriptional regulatory protein OmpR
V010_fsa_00049	sasA_1	3748	5181	1434	CDS	Forward	C42	Adaptive-response sensory-kinase SasA
V010_fsa_00050		5178	5705	528	CDS	Forward	C42	hypothetical protein
V010_fsa_00051		847	1833	987	CDS	Forward	C43	hypothetical protein
V010_fsa_00052		1897	3438	1542	CDS	Forward	C43	hypothetical protein
V010_fsa_00053		4120	4353	234	CDS	Reverse	C43	hypothetical protein
V010_fsa_00054		4396	4671	276	CDS	Reverse	C43	hypothetical protein
