locus_tag	ftype	length_bp	gene	EC_number	COG	product
AALLNFLF_00001	CDS	111				hypothetical protein
AALLNFLF_00002	CDS	501				hypothetical protein
AALLNFLF_00003	CDS	1455				hypothetical protein
AALLNFLF_00004	CDS	1029				hypothetical protein
AALLNFLF_00005	CDS	876	sugA_1		COG1175	Trehalose transport system permease protein SugA
AALLNFLF_00006	CDS	198				hypothetical protein
AALLNFLF_00007	CDS	456	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
AALLNFLF_00008	CDS	255	tal_1	2.2.1.2		Transaldolase
AALLNFLF_00009	CDS	1059	lsrD_1			Autoinducer 2 import system permease protein LsrD
AALLNFLF_00010	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
AALLNFLF_00011	CDS	1485	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
AALLNFLF_00012	CDS	999	lsrB_1			Autoinducer 2-binding protein LsrB
AALLNFLF_00013	CDS	846		5.1.3.31	COG1082	L-ribulose 3-epimerase
AALLNFLF_00014	CDS	2466	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
AALLNFLF_00015	CDS	237	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AALLNFLF_00016	CDS	669			COG0596	putative protein
AALLNFLF_00017	CDS	957	scrK_1	2.7.1.4	COG0524	Fructokinase
AALLNFLF_00018	CDS	984	deoR_1		COG2390	Deoxyribonucleoside regulator
AALLNFLF_00019	CDS	987	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
AALLNFLF_00020	CDS	1023		3.5.5.1	COG0388	Nitrilase
AALLNFLF_00021	CDS	384	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AALLNFLF_00022	CDS	921	hdfR_1			HTH-type transcriptional regulator HdfR
AALLNFLF_00023	CDS	1206	csd_1	2.8.1.7		putative cysteine desulfurase
