locus_tag	ftype	length_bp	gene	EC_number	COG	product
KFJIGBEJ_00001	CDS	573				hypothetical protein
KFJIGBEJ_00002	CDS	249				hypothetical protein
KFJIGBEJ_00003	CDS	219				hypothetical protein
KFJIGBEJ_00004	CDS	270				hypothetical protein
KFJIGBEJ_00005	CDS	534				hypothetical protein
KFJIGBEJ_00006	CDS	1188	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
KFJIGBEJ_00007	CDS	840	glnH_1		COG0834	Glutamine-binding periplasmic protein
KFJIGBEJ_00008	CDS	954	pcpR_1			PCP degradation transcriptional activation protein
KFJIGBEJ_00009	CDS	468				hypothetical protein
KFJIGBEJ_00010	CDS	804	artM		COG1126	Arginine transport ATP-binding protein ArtM
KFJIGBEJ_00011	CDS	942				hypothetical protein
KFJIGBEJ_00012	CDS	492	lrp_1		COG1522	Leucine-responsive regulatory protein
KFJIGBEJ_00013	CDS	807	thrB_1	2.7.1.39	COG2334	Homoserine kinase
KFJIGBEJ_00014	CDS	1053	fumC_1	4.2.1.2		Fumarate hydratase class II
KFJIGBEJ_00015	CDS	1419	safD_1	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
KFJIGBEJ_00016	CDS	1062				hypothetical protein
KFJIGBEJ_00017	CDS	1206	csd_1	2.8.1.7	COG0520	putative cysteine desulfurase
KFJIGBEJ_00018	CDS	921	hdfR_1			HTH-type transcriptional regulator HdfR
KFJIGBEJ_00019	CDS	384	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KFJIGBEJ_00020	CDS	1020		3.5.5.1	COG0388	Nitrilase
KFJIGBEJ_00021	CDS	987	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KFJIGBEJ_00022	CDS	207				hypothetical protein
KFJIGBEJ_00023	CDS	984	deoR_1		COG2390	Deoxyribonucleoside regulator
KFJIGBEJ_00024	CDS	957	scrK_1	2.7.1.4	COG0524	Fructokinase
KFJIGBEJ_00025	CDS	669			COG0596	putative protein
KFJIGBEJ_00026	CDS	237	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KFJIGBEJ_00027	CDS	2466	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
KFJIGBEJ_00028	CDS	846		5.1.3.31	COG1082	L-ribulose 3-epimerase
KFJIGBEJ_00029	CDS	999	lsrB_1			Autoinducer 2-binding protein LsrB
KFJIGBEJ_00030	CDS	1485	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
KFJIGBEJ_00031	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
KFJIGBEJ_00032	CDS	1059	lsrD_1			Autoinducer 2 import system permease protein LsrD
KFJIGBEJ_00033	CDS	255	tal_1	2.2.1.2		Transaldolase
KFJIGBEJ_00034	CDS	456	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
KFJIGBEJ_00035	CDS	198	RBKS	2.7.1.15		Ribokinase
KFJIGBEJ_00036	CDS	876	sugA_1		COG1175	Trehalose transport system permease protein SugA
KFJIGBEJ_00037	CDS	1029				hypothetical protein
KFJIGBEJ_00038	CDS	1455				hypothetical protein
KFJIGBEJ_00039	CDS	1092	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
KFJIGBEJ_00040	CDS	144				hypothetical protein
KFJIGBEJ_00041	CDS	1047				hypothetical protein
KFJIGBEJ_00042	CDS	177				hypothetical protein
KFJIGBEJ_00043	CDS	210				hypothetical protein
KFJIGBEJ_00044	CDS	1023				hypothetical protein
KFJIGBEJ_00045	CDS	606				hypothetical protein
KFJIGBEJ_00046	CDS	402				hypothetical protein
KFJIGBEJ_00047	CDS	5109				hypothetical protein
KFJIGBEJ_00048	CDS	174				hypothetical protein
KFJIGBEJ_00049	CDS	1782	noc_1			Nucleoid occlusion protein
KFJIGBEJ_00050	CDS	477				hypothetical protein
KFJIGBEJ_00051	CDS	669				hypothetical protein
KFJIGBEJ_00052	CDS	213				hypothetical protein
KFJIGBEJ_00053	CDS	588				hypothetical protein
KFJIGBEJ_00054	CDS	927	traC	2.7.7.-		DNA primase TraC
KFJIGBEJ_00055	CDS	177				hypothetical protein
KFJIGBEJ_00056	CDS	312				hypothetical protein
KFJIGBEJ_00057	CDS	165				hypothetical protein
KFJIGBEJ_00058	CDS	174				hypothetical protein
KFJIGBEJ_00059	CDS	309				hypothetical protein
KFJIGBEJ_00060	CDS	315				hypothetical protein
KFJIGBEJ_00061	CDS	525				hypothetical protein
KFJIGBEJ_00062	CDS	1935				hypothetical protein
KFJIGBEJ_00063	CDS	216				hypothetical protein
KFJIGBEJ_00064	CDS	297				hypothetical protein
KFJIGBEJ_00065	CDS	3327	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
KFJIGBEJ_00066	CDS	564				hypothetical protein
KFJIGBEJ_00067	CDS	1164				hypothetical protein
KFJIGBEJ_00068	CDS	621				hypothetical protein
KFJIGBEJ_00069	CDS	375				hypothetical protein
KFJIGBEJ_00070	CDS	633				hypothetical protein
KFJIGBEJ_00071	CDS	219				hypothetical protein
KFJIGBEJ_00072	CDS	324	traM			putative transcriptional repressor TraM
KFJIGBEJ_00073	CDS	705	traR			putative transcriptional activator protein TraR
KFJIGBEJ_00074	CDS	741				hypothetical protein
KFJIGBEJ_00075	CDS	1296				hypothetical protein
KFJIGBEJ_00076	CDS	441				hypothetical protein
KFJIGBEJ_00077	CDS	813				hypothetical protein
KFJIGBEJ_00078	CDS	663				hypothetical protein
KFJIGBEJ_00079	CDS	1182				hypothetical protein
KFJIGBEJ_00080	CDS	201				hypothetical protein
KFJIGBEJ_00081	CDS	798				hypothetical protein
KFJIGBEJ_00082	CDS	2451	virB4_1		COG3451	Type IV secretion system protein virB4
KFJIGBEJ_00083	CDS	300				hypothetical protein
KFJIGBEJ_00084	CDS	384				hypothetical protein
KFJIGBEJ_00085	CDS	978				hypothetical protein
KFJIGBEJ_00086	CDS	624				hypothetical protein
KFJIGBEJ_00087	CDS	1191				hypothetical protein
KFJIGBEJ_00088	CDS	993	noc_2			Nucleoid occlusion protein
KFJIGBEJ_00089	CDS	1239				hypothetical protein
