locus_tag	ftype	length_bp	gene	EC_number	COG	product
IOHOLEJL_00001	tRNA	77				tRNA-Met(cat)
IOHOLEJL_00002	CDS	462				hypothetical protein
IOHOLEJL_00003	CDS	273				hypothetical protein
IOHOLEJL_00004	CDS	159				hypothetical protein
IOHOLEJL_00005	CDS	405				hypothetical protein
IOHOLEJL_00006	CDS	252				hypothetical protein
IOHOLEJL_00007	CDS	432				hypothetical protein
IOHOLEJL_00008	CDS	276				hypothetical protein
IOHOLEJL_00009	CDS	168				hypothetical protein
IOHOLEJL_00010	CDS	120				hypothetical protein
IOHOLEJL_00011	CDS	294				hypothetical protein
IOHOLEJL_00012	CDS	714				hypothetical protein
IOHOLEJL_00013	CDS	204				hypothetical protein
IOHOLEJL_00014	CDS	189				hypothetical protein
IOHOLEJL_00015	CDS	201				hypothetical protein
IOHOLEJL_00016	CDS	819	xerC_1		COG4974	Tyrosine recombinase XerC
IOHOLEJL_00017	CDS	684	xerC_2			Tyrosine recombinase XerC
IOHOLEJL_00018	CDS	1353	xerC_3			Tyrosine recombinase XerC
IOHOLEJL_00019	CDS	597				hypothetical protein
IOHOLEJL_00020	CDS	444	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
IOHOLEJL_00021	CDS	594				hypothetical protein
IOHOLEJL_00022	CDS	384				hypothetical protein
IOHOLEJL_00023	CDS	708	dipZ_1		COG0785	Protein DipZ
IOHOLEJL_00024	CDS	327				hypothetical protein
IOHOLEJL_00025	CDS	783				hypothetical protein
IOHOLEJL_00026	CDS	723				hypothetical protein
IOHOLEJL_00027	CDS	606				hypothetical protein
IOHOLEJL_00028	CDS	246				hypothetical protein
IOHOLEJL_00029	CDS	5103				hypothetical protein
IOHOLEJL_00030	CDS	1824	noc_1			Nucleoid occlusion protein
IOHOLEJL_00031	CDS	477				hypothetical protein
IOHOLEJL_00032	CDS	888				hypothetical protein
IOHOLEJL_00033	CDS	585				hypothetical protein
IOHOLEJL_00034	CDS	123				hypothetical protein
IOHOLEJL_00035	CDS	927	traC	2.7.7.-		DNA primase TraC
IOHOLEJL_00036	CDS	177				hypothetical protein
IOHOLEJL_00037	CDS	288				hypothetical protein
IOHOLEJL_00038	CDS	312				hypothetical protein
IOHOLEJL_00039	CDS	171				hypothetical protein
IOHOLEJL_00040	CDS	174				hypothetical protein
IOHOLEJL_00041	CDS	309				hypothetical protein
IOHOLEJL_00042	CDS	318				hypothetical protein
IOHOLEJL_00043	CDS	588				hypothetical protein
IOHOLEJL_00044	CDS	1932				hypothetical protein
IOHOLEJL_00045	CDS	216				hypothetical protein
IOHOLEJL_00046	CDS	297				hypothetical protein
IOHOLEJL_00047	CDS	3327	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
IOHOLEJL_00048	CDS	498				hypothetical protein
IOHOLEJL_00049	CDS	1164				hypothetical protein
IOHOLEJL_00050	CDS	621				hypothetical protein
IOHOLEJL_00051	CDS	375				hypothetical protein
IOHOLEJL_00052	CDS	633				hypothetical protein
IOHOLEJL_00053	CDS	291	traM			putative transcriptional repressor TraM
IOHOLEJL_00054	CDS	705	traR			putative transcriptional activator protein TraR
IOHOLEJL_00055	CDS	741				hypothetical protein
IOHOLEJL_00056	CDS	1296				hypothetical protein
IOHOLEJL_00057	CDS	441				hypothetical protein
IOHOLEJL_00058	CDS	813				hypothetical protein
IOHOLEJL_00059	CDS	663				hypothetical protein
IOHOLEJL_00060	CDS	1182				hypothetical protein
IOHOLEJL_00061	CDS	201				hypothetical protein
IOHOLEJL_00062	CDS	804				hypothetical protein
IOHOLEJL_00063	CDS	2457	virB4_1		COG3451	Type IV secretion system protein virB4
IOHOLEJL_00064	CDS	300				hypothetical protein
IOHOLEJL_00065	CDS	384				hypothetical protein
IOHOLEJL_00066	CDS	978				hypothetical protein
IOHOLEJL_00067	CDS	624	lasI	2.3.1.184	COG3916	Acyl-homoserine-lactone synthase
IOHOLEJL_00068	CDS	1224				hypothetical protein
IOHOLEJL_00069	CDS	1035				hypothetical protein
IOHOLEJL_00070	CDS	1215				hypothetical protein
IOHOLEJL_00071	CDS	1239	serA_1	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
IOHOLEJL_00072	CDS	621				hypothetical protein
IOHOLEJL_00073	CDS	918				hypothetical protein
IOHOLEJL_00074	CDS	1125				hypothetical protein
IOHOLEJL_00075	CDS	1242				hypothetical protein
IOHOLEJL_00076	CDS	204				hypothetical protein
IOHOLEJL_00077	CDS	627				hypothetical protein
IOHOLEJL_00078	CDS	174				hypothetical protein
IOHOLEJL_00079	CDS	366				hypothetical protein
IOHOLEJL_00080	CDS	1101				hypothetical protein
IOHOLEJL_00081	CDS	1392				hypothetical protein
IOHOLEJL_00082	CDS	882				hypothetical protein
IOHOLEJL_00083	CDS	198				hypothetical protein
IOHOLEJL_00084	CDS	198				hypothetical protein
IOHOLEJL_00085	CDS	90				hypothetical protein
IOHOLEJL_00086	CDS	3336				hypothetical protein
IOHOLEJL_00087	CDS	990				hypothetical protein
IOHOLEJL_00088	CDS	891	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
IOHOLEJL_00089	CDS	1377				hypothetical protein
IOHOLEJL_00090	CDS	1323	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
IOHOLEJL_00091	CDS	1665	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IOHOLEJL_00092	CDS	873	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
IOHOLEJL_00093	CDS	1017	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
IOHOLEJL_00094	CDS	1623	nikA		COG0747	Nickel-binding periplasmic protein
IOHOLEJL_00095	CDS	1638				hypothetical protein
IOHOLEJL_00096	CDS	1002				hypothetical protein
IOHOLEJL_00097	CDS	627				hypothetical protein
IOHOLEJL_00098	CDS	972				hypothetical protein
IOHOLEJL_00099	CDS	1314	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
IOHOLEJL_00100	CDS	1626	gsiB_1		COG0747	Glutathione-binding protein GsiB
IOHOLEJL_00101	CDS	951	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
IOHOLEJL_00102	CDS	876	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
IOHOLEJL_00103	CDS	1728	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IOHOLEJL_00104	CDS	459	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
IOHOLEJL_00105	CDS	876				hypothetical protein
IOHOLEJL_00106	CDS	192				hypothetical protein
IOHOLEJL_00107	CDS	198				hypothetical protein
IOHOLEJL_00108	CDS	1335	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
IOHOLEJL_00109	CDS	936				hypothetical protein
IOHOLEJL_00110	CDS	1605	gsiB_2		COG0747	Glutathione-binding protein GsiB
IOHOLEJL_00111	CDS	1092	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
IOHOLEJL_00112	CDS	1161	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
IOHOLEJL_00113	CDS	1038	soxB_1	3.13.1.3		2'-hydroxybiphenyl-2-sulfinate desulfinase
IOHOLEJL_00114	CDS	1179	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
IOHOLEJL_00115	CDS	1605				hypothetical protein
IOHOLEJL_00116	CDS	990	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
IOHOLEJL_00117	CDS	1008				hypothetical protein
IOHOLEJL_00118	CDS	996	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IOHOLEJL_00119	CDS	936	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IOHOLEJL_00120	CDS	1059	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IOHOLEJL_00121	CDS	1248	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
IOHOLEJL_00122	CDS	1092	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
IOHOLEJL_00123	CDS	1413				hypothetical protein
IOHOLEJL_00124	CDS	1620	appA_1			Oligopeptide-binding protein AppA
IOHOLEJL_00125	CDS	1608	dppA_1		COG0747	Periplasmic dipeptide transport protein
IOHOLEJL_00126	CDS	1011	gcvA_1			Glycine cleavage system transcriptional activator
IOHOLEJL_00127	CDS	855	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
IOHOLEJL_00128	CDS	1326	ntaA_3	1.14.14.10		Nitrilotriacetate monooxygenase component A
IOHOLEJL_00129	CDS	1221	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
IOHOLEJL_00130	CDS	342				hypothetical protein
IOHOLEJL_00131	CDS	1356	ntaA_4	1.14.14.10		Nitrilotriacetate monooxygenase component A
IOHOLEJL_00132	CDS	1179	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
IOHOLEJL_00133	CDS	723	nagR_1		COG2188	HTH-type transcriptional repressor NagR
IOHOLEJL_00134	CDS	681	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
IOHOLEJL_00135	CDS	996	ssuA_1		COG0715	Putative aliphatic sulfonates-binding protein
IOHOLEJL_00136	CDS	771	nrtB_1		COG0600	Nitrate import permease protein NrtB
IOHOLEJL_00137	CDS	2370				hypothetical protein
IOHOLEJL_00138	CDS	381				hypothetical protein
IOHOLEJL_00139	CDS	954	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
IOHOLEJL_00140	CDS	192				hypothetical protein
IOHOLEJL_00141	CDS	753				hypothetical protein
IOHOLEJL_00142	CDS	237				hypothetical protein
IOHOLEJL_00143	CDS	240				hypothetical protein
