locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEOONHHG_00001	CDS	195				hypothetical protein
CEOONHHG_00002	CDS	156				hypothetical protein
CEOONHHG_00003	CDS	183	acnA_1	4.2.1.3	COG1048	Aconitate hydratase A
CEOONHHG_00004	CDS	1314	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
CEOONHHG_00005	CDS	159				hypothetical protein
CEOONHHG_00006	CDS	672	aadR		COG0664	Transcriptional activatory protein AadR
CEOONHHG_00007	CDS	462	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
CEOONHHG_00008	CDS	198				hypothetical protein
CEOONHHG_00009	CDS	681	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CEOONHHG_00010	CDS	441				hypothetical protein
CEOONHHG_00011	CDS	639				hypothetical protein
CEOONHHG_00012	CDS	621	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
CEOONHHG_00013	CDS	441				hypothetical protein
CEOONHHG_00014	CDS	591	virD4_1			Protein VirD4
CEOONHHG_00015	CDS	1308				hypothetical protein
CEOONHHG_00016	CDS	240				hypothetical protein
CEOONHHG_00017	CDS	192				hypothetical protein
CEOONHHG_00018	CDS	1164				hypothetical protein
CEOONHHG_00019	CDS	318				hypothetical protein
CEOONHHG_00020	CDS	603				hypothetical protein
CEOONHHG_00021	CDS	315				hypothetical protein
CEOONHHG_00022	CDS	579				hypothetical protein
CEOONHHG_00023	CDS	1671				hypothetical protein
CEOONHHG_00024	CDS	249	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
CEOONHHG_00025	CDS	219				hypothetical protein
CEOONHHG_00026	CDS	246				hypothetical protein
CEOONHHG_00027	CDS	255				hypothetical protein
CEOONHHG_00028	CDS	525				hypothetical protein
CEOONHHG_00029	CDS	174				hypothetical protein
CEOONHHG_00030	CDS	537	traC_1	2.7.7.-		DNA primase TraC
CEOONHHG_00031	CDS	192				hypothetical protein
CEOONHHG_00032	CDS	255				hypothetical protein
CEOONHHG_00033	CDS	483				hypothetical protein
CEOONHHG_00034	CDS	264				hypothetical protein
CEOONHHG_00035	CDS	192				hypothetical protein
CEOONHHG_00036	CDS	351				hypothetical protein
CEOONHHG_00037	CDS	270				hypothetical protein
CEOONHHG_00038	CDS	177				hypothetical protein
CEOONHHG_00039	CDS	342				hypothetical protein
CEOONHHG_00040	CDS	216				hypothetical protein
CEOONHHG_00041	tRNA	77				tRNA-Met(cat)
CEOONHHG_00042	CDS	1491				hypothetical protein
CEOONHHG_00043	CDS	2760				hypothetical protein
CEOONHHG_00044	CDS	210				hypothetical protein
CEOONHHG_00045	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
CEOONHHG_00046	CDS	1320				hypothetical protein
CEOONHHG_00047	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
CEOONHHG_00048	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
CEOONHHG_00049	CDS	669	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CEOONHHG_00050	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
CEOONHHG_00051	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
CEOONHHG_00052	CDS	492				hypothetical protein
CEOONHHG_00053	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
CEOONHHG_00054	CDS	2238	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CEOONHHG_00055	CDS	2037				hypothetical protein
CEOONHHG_00056	CDS	957				hypothetical protein
CEOONHHG_00057	CDS	783	malT_1			HTH-type transcriptional regulator MalT
CEOONHHG_00058	CDS	321				hypothetical protein
CEOONHHG_00059	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
CEOONHHG_00060	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CEOONHHG_00061	CDS	1869				hypothetical protein
CEOONHHG_00062	CDS	522				hypothetical protein
CEOONHHG_00063	CDS	969				hypothetical protein
CEOONHHG_00064	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
CEOONHHG_00065	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CEOONHHG_00066	CDS	1857				hypothetical protein
CEOONHHG_00067	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
CEOONHHG_00068	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
CEOONHHG_00069	CDS	825				hypothetical protein
CEOONHHG_00070	CDS	1164				hypothetical protein
CEOONHHG_00071	CDS	1149	xdh	1.1.1.179		D-xylose dehydrogenase
CEOONHHG_00072	CDS	678	nicS			HTH-type transcriptional repressor NicS
CEOONHHG_00073	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
CEOONHHG_00074	CDS	960	lacF_1			Lactose transport system permease protein LacF
CEOONHHG_00075	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
CEOONHHG_00076	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CEOONHHG_00077	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
CEOONHHG_00078	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
CEOONHHG_00079	CDS	2451	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
CEOONHHG_00080	CDS	1458	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
CEOONHHG_00081	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
CEOONHHG_00082	CDS	210	slyX			Protein SlyX
CEOONHHG_00083	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CEOONHHG_00084	CDS	1281	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
CEOONHHG_00085	CDS	810				hypothetical protein
CEOONHHG_00086	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
CEOONHHG_00087	CDS	1566				hypothetical protein
CEOONHHG_00088	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
CEOONHHG_00089	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
CEOONHHG_00090	CDS	1359	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
CEOONHHG_00091	CDS	384				hypothetical protein
CEOONHHG_00092	tRNA	76				tRNA-Ala(ggc)
CEOONHHG_00093	CDS	240				hypothetical protein
CEOONHHG_00094	CDS	720				hypothetical protein
CEOONHHG_00095	CDS	789				hypothetical protein
CEOONHHG_00096	CDS	474				hypothetical protein
CEOONHHG_00097	CDS	636				hypothetical protein
CEOONHHG_00098	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
CEOONHHG_00099	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
CEOONHHG_00100	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
CEOONHHG_00101	CDS	807	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
CEOONHHG_00102	CDS	1017	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
CEOONHHG_00103	CDS	2139	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CEOONHHG_00104	CDS	270	rpsO		COG0184	30S ribosomal protein S15
CEOONHHG_00105	CDS	852	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
CEOONHHG_00106	CDS	933	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
CEOONHHG_00107	CDS	405	rbfA			Ribosome-binding factor A
CEOONHHG_00108	CDS	2754	infB			Translation initiation factor IF-2
CEOONHHG_00109	CDS	693				hypothetical protein
CEOONHHG_00110	CDS	1602	nusA		COG0195	Transcription termination/antitermination protein NusA
CEOONHHG_00111	CDS	606	rimP			Ribosome maturation factor RimP
CEOONHHG_00112	CDS	1632	entS_1			Enterobactin exporter EntS
CEOONHHG_00113	CDS	471				hypothetical protein
CEOONHHG_00114	CDS	1260				Tn3 family transposase TnXax1
CEOONHHG_00115	CDS	606	recR		COG0353	Recombination protein RecR
CEOONHHG_00116	CDS	630				hypothetical protein
CEOONHHG_00117	CDS	324			COG0718	Nucleoid-associated protein
CEOONHHG_00118	CDS	1821				hypothetical protein
CEOONHHG_00119	CDS	411				hypothetical protein
CEOONHHG_00120	CDS	960	nudC	3.6.1.22		NADH pyrophosphatase
CEOONHHG_00121	CDS	696				hypothetical protein
CEOONHHG_00122	CDS	261				hypothetical protein
CEOONHHG_00123	CDS	369	ehpR			Phenazine antibiotic resistance protein EhpR
CEOONHHG_00124	CDS	855	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
CEOONHHG_00125	CDS	756	kdsB_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
CEOONHHG_00126	CDS	564	cycM		COG3474	Cytochrome c-552
CEOONHHG_00127	CDS	948				hypothetical protein
CEOONHHG_00128	CDS	993	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
CEOONHHG_00129	CDS	540				hypothetical protein
CEOONHHG_00130	CDS	1002		1.1.1.29		Glycerate dehydrogenase
CEOONHHG_00131	CDS	489				hypothetical protein
CEOONHHG_00132	CDS	825	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
CEOONHHG_00133	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
CEOONHHG_00134	CDS	366				hypothetical protein
CEOONHHG_00135	CDS	201				hypothetical protein
CEOONHHG_00136	CDS	1128	dnaJ_1		COG0484	Chaperone protein DnaJ
CEOONHHG_00137	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
CEOONHHG_00138	CDS	2358	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
CEOONHHG_00139	CDS	222				hypothetical protein
CEOONHHG_00140	CDS	651				hypothetical protein
CEOONHHG_00141	CDS	1389	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
CEOONHHG_00142	CDS	2385			COG2199	putative signaling protein
CEOONHHG_00143	CDS	417				hypothetical protein
CEOONHHG_00144	CDS	174				hypothetical protein
CEOONHHG_00145	CDS	3000	polA	2.7.7.7	COG0258	DNA polymerase I
CEOONHHG_00146	CDS	2346				hypothetical protein
CEOONHHG_00147	CDS	504				hypothetical protein
CEOONHHG_00148	CDS	597	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
CEOONHHG_00149	CDS	1140	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
CEOONHHG_00150	CDS	696				hypothetical protein
CEOONHHG_00151	CDS	1344				hypothetical protein
CEOONHHG_00152	CDS	960				hypothetical protein
CEOONHHG_00153	CDS	906				hypothetical protein
CEOONHHG_00154	CDS	849	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
CEOONHHG_00155	CDS	618	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
CEOONHHG_00156	CDS	708	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
CEOONHHG_00157	CDS	777	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
CEOONHHG_00158	CDS	876	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
CEOONHHG_00159	CDS	1107	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
CEOONHHG_00160	CDS	609	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
CEOONHHG_00161	CDS	477	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
CEOONHHG_00162	CDS	738	phnF		COG2188	putative transcriptional regulator PhnF
CEOONHHG_00163	CDS	636	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CEOONHHG_00164	CDS	825	dapB_1	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CEOONHHG_00165	CDS	1788	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CEOONHHG_00166	CDS	1026	glk	2.7.1.2	COG0837	Glucokinase
CEOONHHG_00167	CDS	381	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
CEOONHHG_00168	CDS	1077	mepA_1	3.4.24.-		Penicillin-insensitive murein endopeptidase
CEOONHHG_00169	CDS	1833	appA_1			Oligopeptide-binding protein AppA
CEOONHHG_00170	CDS	1089	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
CEOONHHG_00171	CDS	1149	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
CEOONHHG_00172	CDS	1638	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
CEOONHHG_00173	CDS	960	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
CEOONHHG_00174	CDS	345				hypothetical protein
CEOONHHG_00175	CDS	1305	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
CEOONHHG_00176	CDS	240				hypothetical protein
CEOONHHG_00177	CDS	210				hypothetical protein
CEOONHHG_00178	CDS	552				hypothetical protein
CEOONHHG_00179	CDS	477	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
CEOONHHG_00180	tRNA	90				tRNA-Ser(gga)
CEOONHHG_00181	CDS	318				hypothetical protein
CEOONHHG_00182	CDS	993	tmpC		COG1744	Membrane lipoprotein TmpC
CEOONHHG_00183	CDS	1512	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
CEOONHHG_00184	CDS	1104				hypothetical protein
CEOONHHG_00185	CDS	972	rfuD_1		COG1079	putative riboflavin import permease protein RfuD
CEOONHHG_00186	CDS	390	cdd	3.5.4.5	COG0295	Cytidine deaminase
CEOONHHG_00187	CDS	801	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
CEOONHHG_00188	CDS	777	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
CEOONHHG_00189	CDS	1308	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
CEOONHHG_00190	CDS	570				hypothetical protein
CEOONHHG_00191	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
CEOONHHG_00192	CDS	969	add	3.5.4.46	COG1816	Cyclic adenylate deaminase
CEOONHHG_00193	CDS	1221	deoB	5.4.2.7	COG1015	Phosphopentomutase
CEOONHHG_00194	CDS	582				hypothetical protein
CEOONHHG_00195	CDS	636				hypothetical protein
CEOONHHG_00196	CDS	411				hypothetical protein
CEOONHHG_00197	CDS	180				hypothetical protein
CEOONHHG_00198	CDS	513				hypothetical protein
CEOONHHG_00199	CDS	816				hypothetical protein
CEOONHHG_00200	CDS	1500	sctC			Type 3 secretion system secretin
CEOONHHG_00201	CDS	705				hypothetical protein
CEOONHHG_00202	CDS	1278				hypothetical protein
CEOONHHG_00203	CDS	1476				hypothetical protein
CEOONHHG_00204	CDS	1008				hypothetical protein
CEOONHHG_00205	CDS	987				hypothetical protein
CEOONHHG_00206	CDS	633	rhtC_1		COG1280	Threonine efflux protein
CEOONHHG_00207	CDS	834	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
CEOONHHG_00208	CDS	1392	pepA_1	3.4.11.10		cytosol aminopeptidase
CEOONHHG_00209	CDS	351				hypothetical protein
CEOONHHG_00210	CDS	858		3.4.22.-		Dipeptidyl-peptidase 6
CEOONHHG_00211	CDS	1392	aam	3.5.1.13	COG0154	Acylamidase
CEOONHHG_00212	CDS	864	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
CEOONHHG_00213	CDS	948	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
CEOONHHG_00214	CDS	1530	gsiB_1		COG0747	Glutathione-binding protein GsiB
CEOONHHG_00215	CDS	921	argP_1			HTH-type transcriptional regulator ArgP
CEOONHHG_00216	CDS	996		3.4.11.-	COG3191	putative aminopeptidase
CEOONHHG_00217	CDS	195				hypothetical protein
CEOONHHG_00218	CDS	2928	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
CEOONHHG_00219	CDS	885	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
CEOONHHG_00220	CDS	1017				hypothetical protein
CEOONHHG_00221	CDS	1296				hypothetical protein
CEOONHHG_00222	CDS	1050	egl	3.2.1.4		Endoglucanase
CEOONHHG_00223	CDS	1614				hypothetical protein
CEOONHHG_00224	CDS	333				hypothetical protein
CEOONHHG_00225	CDS	384				hypothetical protein
CEOONHHG_00226	CDS	759		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
CEOONHHG_00227	CDS	1149	per	2.6.1.102	COG0399	GDP-perosamine synthase
CEOONHHG_00228	CDS	753				hypothetical protein
CEOONHHG_00229	CDS	579	vioB	2.3.1.209	COG0110	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase
CEOONHHG_00230	CDS	1239				hypothetical protein
CEOONHHG_00231	CDS	543	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
CEOONHHG_00232	CDS	1236				hypothetical protein
CEOONHHG_00233	CDS	1065	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
CEOONHHG_00234	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
CEOONHHG_00235	CDS	291				hypothetical protein
CEOONHHG_00236	tRNA	87				tRNA-Leu(cag)
CEOONHHG_00237	CDS	420				hypothetical protein
CEOONHHG_00238	CDS	294				hypothetical protein
CEOONHHG_00239	CDS	738				hypothetical protein
CEOONHHG_00240	CDS	549	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
CEOONHHG_00241	CDS	453				hypothetical protein
CEOONHHG_00242	CDS	1833	lepA	3.6.5.-	COG0481	Elongation factor 4
CEOONHHG_00243	CDS	699	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CEOONHHG_00244	CDS	567	sutR		COG1396	HTH-type transcriptional regulator SutR
CEOONHHG_00245	CDS	519	ttr	2.3.1.-		Acetyltransferase
CEOONHHG_00246	CDS	612	gph_1	3.1.3.18		Phosphoglycolate phosphatase
CEOONHHG_00247	CDS	1026	aphA	3.5.1.-		Acetylpolyamine amidohydrolase
CEOONHHG_00248	CDS	576	recX			Regulatory protein RecX
CEOONHHG_00249	CDS	912	rhtA		COG5006	Threonine/homoserine exporter RhtA
CEOONHHG_00250	CDS	402	ctb		COG2346	Group 3 truncated hemoglobin ctb
CEOONHHG_00251	CDS	984				hypothetical protein
CEOONHHG_00252	CDS	600				hypothetical protein
CEOONHHG_00253	CDS	825				hypothetical protein
CEOONHHG_00254	CDS	432	infC		COG0290	Translation initiation factor IF-3
CEOONHHG_00255	CDS	204	rpmI		COG0291	50S ribosomal protein L35
CEOONHHG_00256	CDS	405				hypothetical protein
CEOONHHG_00257	CDS	1083	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CEOONHHG_00258	CDS	2424	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
