locus_tag	ftype	length_bp	gene	EC_number	COG	product
HJANJGDI_00001	CDS	267	yybR		COG1733	putative HTH-type transcriptional regulator YybR
HJANJGDI_00002	CDS	207				hypothetical protein
HJANJGDI_00003	CDS	240	ykuJ		COG4703	putative protein YkuJ
HJANJGDI_00004	CDS	210				hypothetical protein
HJANJGDI_00005	CDS	345				hypothetical protein
HJANJGDI_00006	CDS	207				hypothetical protein
HJANJGDI_00007	CDS	288				hypothetical protein
HJANJGDI_00008	CDS	372				hypothetical protein
HJANJGDI_00009	CDS	420				hypothetical protein
HJANJGDI_00010	CDS	267				hypothetical protein
HJANJGDI_00011	CDS	876				hypothetical protein
HJANJGDI_00012	CDS	1497				hypothetical protein
HJANJGDI_00013	CDS	1842				hypothetical protein
HJANJGDI_00014	CDS	471				hypothetical protein
HJANJGDI_00015	CDS	2409				hypothetical protein
HJANJGDI_00016	CDS	777				hypothetical protein
HJANJGDI_00017	CDS	495				hypothetical protein
HJANJGDI_00018	CDS	750				hypothetical protein
HJANJGDI_00019	CDS	408				hypothetical protein
HJANJGDI_00020	CDS	222				hypothetical protein
HJANJGDI_00021	CDS	201				hypothetical protein
HJANJGDI_00022	CDS	96				hypothetical protein
HJANJGDI_00023	CDS	156				hypothetical protein
HJANJGDI_00024	CDS	315				hypothetical protein
HJANJGDI_00025	CDS	315				hypothetical protein
HJANJGDI_00026	CDS	162				hypothetical protein
HJANJGDI_00027	CDS	339				hypothetical protein
HJANJGDI_00028	CDS	336				hypothetical protein
HJANJGDI_00029	CDS	345				hypothetical protein
HJANJGDI_00030	CDS	555				hypothetical protein
HJANJGDI_00031	CDS	240				hypothetical protein
HJANJGDI_00032	CDS	237				hypothetical protein
HJANJGDI_00033	CDS	186				hypothetical protein
HJANJGDI_00034	CDS	534				hypothetical protein
HJANJGDI_00035	CDS	216				hypothetical protein
HJANJGDI_00036	CDS	120				hypothetical protein
HJANJGDI_00037	CDS	333				hypothetical protein
HJANJGDI_00038	CDS	324				hypothetical protein
HJANJGDI_00039	CDS	1530				hypothetical protein
HJANJGDI_00040	CDS	894				hypothetical protein
HJANJGDI_00041	CDS	249				hypothetical protein
HJANJGDI_00042	CDS	402				hypothetical protein
HJANJGDI_00043	CDS	483				hypothetical protein
HJANJGDI_00044	CDS	207				hypothetical protein
HJANJGDI_00045	CDS	675	virC1			Protein virC1
HJANJGDI_00046	CDS	288				hypothetical protein
HJANJGDI_00047	CDS	846				hypothetical protein
HJANJGDI_00048	CDS	1044	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
HJANJGDI_00049	CDS	438				hypothetical protein
HJANJGDI_00050	CDS	279				hypothetical protein
HJANJGDI_00051	CDS	162				hypothetical protein
HJANJGDI_00052	CDS	201				hypothetical protein
HJANJGDI_00053	CDS	237				hypothetical protein
HJANJGDI_00054	CDS	237				hypothetical protein
HJANJGDI_00055	CDS	363				hypothetical protein
HJANJGDI_00056	CDS	288				hypothetical protein
HJANJGDI_00057	CDS	261				hypothetical protein
HJANJGDI_00058	CDS	864				hypothetical protein
HJANJGDI_00059	CDS	123				hypothetical protein
HJANJGDI_00060	CDS	456				hypothetical protein
HJANJGDI_00061	CDS	804				hypothetical protein
HJANJGDI_00062	CDS	345				hypothetical protein
HJANJGDI_00063	CDS	300				hypothetical protein
HJANJGDI_00064	CDS	1401				hypothetical protein
HJANJGDI_00065	CDS	300				hypothetical protein
HJANJGDI_00066	CDS	387				hypothetical protein
HJANJGDI_00067	CDS	261				hypothetical protein
HJANJGDI_00068	CDS	345				hypothetical protein
HJANJGDI_00069	CDS	207				hypothetical protein
HJANJGDI_00070	CDS	297				hypothetical protein
HJANJGDI_00071	CDS	180				hypothetical protein
HJANJGDI_00072	CDS	738				hypothetical protein
HJANJGDI_00073	CDS	231				hypothetical protein
HJANJGDI_00074	CDS	438				hypothetical protein
HJANJGDI_00075	CDS	216				hypothetical protein
HJANJGDI_00076	CDS	318				hypothetical protein
HJANJGDI_00077	CDS	312				hypothetical protein
HJANJGDI_00078	CDS	1431				hypothetical protein
HJANJGDI_00079	CDS	705				hypothetical protein
HJANJGDI_00080	CDS	738	xni	3.1.-.-		Flap endonuclease Xni
HJANJGDI_00081	CDS	2745				hypothetical protein
HJANJGDI_00082	CDS	504				hypothetical protein
HJANJGDI_00083	CDS	1116	lig_1	6.5.1.1		DNA ligase
HJANJGDI_00084	CDS	255				hypothetical protein
HJANJGDI_00085	CDS	870	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
HJANJGDI_00086	CDS	432				hypothetical protein
HJANJGDI_00087	CDS	564				hypothetical protein
HJANJGDI_00088	CDS	846				hypothetical protein
HJANJGDI_00089	CDS	264				hypothetical protein
HJANJGDI_00090	CDS	2079				hypothetical protein
HJANJGDI_00091	CDS	417				hypothetical protein
HJANJGDI_00092	CDS	510				hypothetical protein
HJANJGDI_00093	CDS	648				hypothetical protein
HJANJGDI_00094	CDS	498				hypothetical protein
HJANJGDI_00095	CDS	234				hypothetical protein
HJANJGDI_00096	CDS	2256	rtpR	1.17.4.2		Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
HJANJGDI_00097	CDS	168				hypothetical protein
HJANJGDI_00098	CDS	354				hypothetical protein
HJANJGDI_00099	CDS	492	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
HJANJGDI_00100	CDS	255				hypothetical protein
HJANJGDI_00101	CDS	330				hypothetical protein
HJANJGDI_00102	CDS	306				hypothetical protein
HJANJGDI_00103	CDS	162				hypothetical protein
HJANJGDI_00104	CDS	393				hypothetical protein
HJANJGDI_00105	CDS	420				hypothetical protein
HJANJGDI_00106	CDS	372				hypothetical protein
HJANJGDI_00107	CDS	399				hypothetical protein
HJANJGDI_00108	CDS	438				hypothetical protein
HJANJGDI_00109	CDS	3819				hypothetical protein
HJANJGDI_00110	CDS	1050				hypothetical protein
HJANJGDI_00111	CDS	579				hypothetical protein
HJANJGDI_00112	CDS	324				hypothetical protein
HJANJGDI_00113	CDS	492				hypothetical protein
HJANJGDI_00114	CDS	492				hypothetical protein
HJANJGDI_00115	CDS	381				hypothetical protein
HJANJGDI_00116	CDS	258				hypothetical protein
HJANJGDI_00117	CDS	198				hypothetical protein
HJANJGDI_00118	CDS	378				hypothetical protein
HJANJGDI_00119	CDS	5364				hypothetical protein
HJANJGDI_00120	CDS	162				hypothetical protein
HJANJGDI_00121	CDS	396				hypothetical protein
HJANJGDI_00122	CDS	801				hypothetical protein
HJANJGDI_00123	CDS	453				hypothetical protein
HJANJGDI_00124	CDS	861				hypothetical protein
HJANJGDI_00125	CDS	546				hypothetical protein
HJANJGDI_00126	CDS	720				hypothetical protein
HJANJGDI_00127	CDS	285				hypothetical protein
HJANJGDI_00128	CDS	1188				hypothetical protein
HJANJGDI_00129	CDS	399				hypothetical protein
HJANJGDI_00130	CDS	1116				hypothetical protein
HJANJGDI_00131	CDS	1569				hypothetical protein
HJANJGDI_00132	CDS	252				hypothetical protein
HJANJGDI_00133	CDS	885	npcC	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
HJANJGDI_00134	CDS	1755	tfdB	1.14.13.20		2,4-dichlorophenol 6-monooxygenase
HJANJGDI_00135	CDS	1086				hypothetical protein
HJANJGDI_00136	CDS	864	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HJANJGDI_00137	CDS	720	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HJANJGDI_00138	CDS	720	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HJANJGDI_00139	CDS	1281				hypothetical protein
HJANJGDI_00140	CDS	1059	linF_1	1.3.1.-	COG1454	Maleylacetate reductase
HJANJGDI_00141	CDS	864	chqB_1	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
HJANJGDI_00142	CDS	951	gbpR_1			HTH-type transcriptional regulator GbpR
HJANJGDI_00143	tRNA	77				tRNA-Met(cat)
HJANJGDI_00144	rRNA	109				5S ribosomal RNA
HJANJGDI_00145	rRNA	2846				23S ribosomal RNA
HJANJGDI_00146	tRNA	76				tRNA-Ala(tgc)
HJANJGDI_00147	tRNA	77				tRNA-Ile(gat)
HJANJGDI_00148	rRNA	1477				16S ribosomal RNA
HJANJGDI_00149	CDS	1284				hypothetical protein
HJANJGDI_00150	CDS	987				hypothetical protein
HJANJGDI_00151	CDS	291				hypothetical protein
HJANJGDI_00152	CDS	237				hypothetical protein
HJANJGDI_00153	CDS	909				IS91 family transposase ISMno24
HJANJGDI_00154	CDS	1194				IS91 family transposase ISAzo26
HJANJGDI_00155	CDS	1368				ISNCY family transposase ISRel26
HJANJGDI_00156	CDS	930				IS110 family transposase ISMex17
HJANJGDI_00157	CDS	435				hypothetical protein
HJANJGDI_00158	CDS	525				IS630 family transposase ISBj5
HJANJGDI_00159	CDS	270				hypothetical protein
HJANJGDI_00160	CDS	363				hypothetical protein
HJANJGDI_00161	CDS	102				hypothetical protein
HJANJGDI_00162	CDS	195				hypothetical protein
HJANJGDI_00163	CDS	243				hypothetical protein
HJANJGDI_00164	CDS	234				hypothetical protein
HJANJGDI_00165	CDS	405				hypothetical protein
HJANJGDI_00166	CDS	225				hypothetical protein
HJANJGDI_00167	CDS	183				hypothetical protein
HJANJGDI_00168	CDS	207				hypothetical protein
HJANJGDI_00169	CDS	369				hypothetical protein
HJANJGDI_00170	CDS	366				hypothetical protein
HJANJGDI_00171	CDS	354				Blue-light-activated protein
HJANJGDI_00172	CDS	171				hypothetical protein
HJANJGDI_00173	CDS	237				hypothetical protein
HJANJGDI_00174	CDS	309	tepA		COG0740	Translocation-enhancing protein TepA
HJANJGDI_00175	CDS	435	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
HJANJGDI_00176	CDS	1491				hypothetical protein
HJANJGDI_00177	CDS	2760				hypothetical protein
HJANJGDI_00178	CDS	210				hypothetical protein
HJANJGDI_00179	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
HJANJGDI_00180	CDS	1320				hypothetical protein
HJANJGDI_00181	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
HJANJGDI_00182	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
HJANJGDI_00183	CDS	669	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HJANJGDI_00184	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
HJANJGDI_00185	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HJANJGDI_00186	CDS	492				hypothetical protein
HJANJGDI_00187	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
HJANJGDI_00188	CDS	2298	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HJANJGDI_00189	CDS	2037				hypothetical protein
HJANJGDI_00190	CDS	957				hypothetical protein
HJANJGDI_00191	CDS	783	malT_1			HTH-type transcriptional regulator MalT
HJANJGDI_00192	CDS	321				hypothetical protein
HJANJGDI_00193	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
HJANJGDI_00194	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HJANJGDI_00195	CDS	1869				hypothetical protein
HJANJGDI_00196	CDS	522				hypothetical protein
HJANJGDI_00197	CDS	969				hypothetical protein
HJANJGDI_00198	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
HJANJGDI_00199	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
HJANJGDI_00200	CDS	1857				hypothetical protein
HJANJGDI_00201	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
HJANJGDI_00202	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
HJANJGDI_00203	CDS	825				hypothetical protein
HJANJGDI_00204	CDS	1164				hypothetical protein
HJANJGDI_00205	CDS	1149	xdh_1	1.1.1.179		D-xylose dehydrogenase
HJANJGDI_00206	CDS	678	nicS			HTH-type transcriptional repressor NicS
HJANJGDI_00207	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
