locus_tag	ftype	length_bp	gene	EC_number	COG	product
POAMIDOB_00001	CDS	219				hypothetical protein
POAMIDOB_00002	CDS	249				hypothetical protein
POAMIDOB_00003	CDS	2418	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
POAMIDOB_00004	CDS	168				hypothetical protein
POAMIDOB_00005	CDS	333				hypothetical protein
POAMIDOB_00006	CDS	1158	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
POAMIDOB_00007	CDS	606				hypothetical protein
POAMIDOB_00008	CDS	306				hypothetical protein
POAMIDOB_00009	CDS	369				hypothetical protein
POAMIDOB_00010	CDS	657	tal_1	2.2.1.2	COG0176	Transaldolase
POAMIDOB_00011	CDS	822				hypothetical protein
POAMIDOB_00012	CDS	675				hypothetical protein
POAMIDOB_00013	CDS	2499				hypothetical protein
POAMIDOB_00014	CDS	1596	ctaD_1	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
POAMIDOB_00015	CDS	1545	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
POAMIDOB_00016	CDS	300				hypothetical protein
POAMIDOB_00017	CDS	126				hypothetical protein
POAMIDOB_00018	CDS	414				hypothetical protein
POAMIDOB_00019	CDS	528	petE			Plastocyanin
POAMIDOB_00020	CDS	789				Blue-light-activated protein
POAMIDOB_00021	CDS	582	hdfR_1			HTH-type transcriptional regulator HdfR
POAMIDOB_00022	CDS	897				hypothetical protein
POAMIDOB_00023	CDS	363				hypothetical protein
POAMIDOB_00024	CDS	282				hypothetical protein
POAMIDOB_00025	CDS	477				hypothetical protein
POAMIDOB_00026	CDS	1620	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
POAMIDOB_00027	CDS	339	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
POAMIDOB_00028	CDS	2895	mrpA_1		COG1009	Na(+)/H(+) antiporter subunit A
POAMIDOB_00029	CDS	414	rnk_1		COG0782	Regulator of nucleoside diphosphate kinase
POAMIDOB_00030	CDS	423	rnk_2			Regulator of nucleoside diphosphate kinase
POAMIDOB_00031	CDS	237				hypothetical protein
POAMIDOB_00032	CDS	525	rnk_3			Regulator of nucleoside diphosphate kinase
POAMIDOB_00033	CDS	291				hypothetical protein
POAMIDOB_00034	CDS	453				hypothetical protein
POAMIDOB_00035	CDS	423				hypothetical protein
POAMIDOB_00036	CDS	1695	clcB_1			Voltage-gated ClC-type chloride channel ClcB
POAMIDOB_00037	CDS	297				hypothetical protein
POAMIDOB_00038	CDS	489				hypothetical protein
POAMIDOB_00039	CDS	261				hypothetical protein
POAMIDOB_00040	CDS	93				hypothetical protein
POAMIDOB_00041	CDS	129				hypothetical protein
POAMIDOB_00042	CDS	402				hypothetical protein
POAMIDOB_00043	CDS	408				hypothetical protein
POAMIDOB_00044	CDS	441				hypothetical protein
POAMIDOB_00045	CDS	189				hypothetical protein
POAMIDOB_00046	CDS	189				hypothetical protein
POAMIDOB_00047	CDS	1239				hypothetical protein
POAMIDOB_00048	CDS	2094	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
POAMIDOB_00049	CDS	741	ompR_1			Transcriptional regulatory protein OmpR
POAMIDOB_00050	CDS	1023			COG1840	putative protein
POAMIDOB_00051	CDS	1029			COG1840	putative protein
POAMIDOB_00052	CDS	2223				hypothetical protein
POAMIDOB_00053	CDS	1062	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
POAMIDOB_00054	CDS	648	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
