locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPGEGJOO_00001	CDS	177				hypothetical protein
DPGEGJOO_00002	CDS	156				hypothetical protein
DPGEGJOO_00003	tRNA	77				tRNA-Arg(ccg)
DPGEGJOO_00004	CDS	159				hypothetical protein
DPGEGJOO_00005	CDS	228				hypothetical protein
DPGEGJOO_00006	CDS	270				hypothetical protein
DPGEGJOO_00007	CDS	195				hypothetical protein
DPGEGJOO_00008	CDS	111		6.2.1.-	COG0172	Amino acid--[acyl-carrier-protein] ligase 1
DPGEGJOO_00009	CDS	315	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
DPGEGJOO_00010	CDS	327	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DPGEGJOO_00011	CDS	138				hypothetical protein
DPGEGJOO_00012	CDS	1194				hypothetical protein
DPGEGJOO_00013	CDS	495				hypothetical protein
DPGEGJOO_00014	CDS	2349				hypothetical protein
DPGEGJOO_00015	CDS	912				hypothetical protein
DPGEGJOO_00016	CDS	228				hypothetical protein
DPGEGJOO_00017	CDS	1263				hypothetical protein
DPGEGJOO_00018	CDS	777				hypothetical protein
DPGEGJOO_00019	CDS	573	sigF_1			ECF RNA polymerase sigma factor SigF
DPGEGJOO_00020	CDS	657	nrsF_1			Anti-sigma-F factor NrsF
DPGEGJOO_00021	CDS	609				hypothetical protein
DPGEGJOO_00022	CDS	399				hypothetical protein
DPGEGJOO_00023	CDS	810	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DPGEGJOO_00024	CDS	285				hypothetical protein
DPGEGJOO_00025	CDS	1419	stp			Multidrug resistance protein Stp
DPGEGJOO_00026	CDS	756	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
DPGEGJOO_00027	CDS	690	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
DPGEGJOO_00028	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
DPGEGJOO_00029	CDS	828	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DPGEGJOO_00030	CDS	591				hypothetical protein
DPGEGJOO_00031	CDS	627				hypothetical protein
DPGEGJOO_00032	CDS	984				hypothetical protein
DPGEGJOO_00033	CDS	777	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DPGEGJOO_00034	CDS	324				hypothetical protein
DPGEGJOO_00035	CDS	585				hypothetical protein
DPGEGJOO_00036	CDS	294				hypothetical protein
DPGEGJOO_00037	CDS	864	cynR_1			HTH-type transcriptional regulator CynR
DPGEGJOO_00038	CDS	825	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
DPGEGJOO_00039	CDS	849		3.3.2.10		Soluble epoxide hydrolase
DPGEGJOO_00040	CDS	531	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
DPGEGJOO_00041	CDS	735				hypothetical protein
DPGEGJOO_00042	CDS	822				hypothetical protein
DPGEGJOO_00043	CDS	648	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
DPGEGJOO_00044	CDS	405	yjgH_1		COG0251	RutC family protein YjgH
DPGEGJOO_00045	CDS	573				hypothetical protein
DPGEGJOO_00046	CDS	489				hypothetical protein
DPGEGJOO_00047	CDS	1446	mdlY	3.5.1.86		Mandelamide hydrolase
DPGEGJOO_00048	CDS	972	mtrA_1			HTH-type transcriptional regulator MtrA
DPGEGJOO_00049	CDS	654	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
DPGEGJOO_00050	CDS	546				hypothetical protein
DPGEGJOO_00051	CDS	744	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
DPGEGJOO_00052	CDS	468				hypothetical protein
DPGEGJOO_00053	CDS	918	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
DPGEGJOO_00054	CDS	300				hypothetical protein
DPGEGJOO_00055	CDS	609				hypothetical protein
DPGEGJOO_00056	CDS	687				hypothetical protein
