locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMBPCFEN_00001	CDS	1428				ISNCY family transposase ISRel10
KMBPCFEN_00002	CDS	396				hypothetical protein
KMBPCFEN_00003	CDS	1125	kamA_1	5.4.3.2		L-lysine 2,3-aminomutase
KMBPCFEN_00004	CDS	123				hypothetical protein
KMBPCFEN_00005	CDS	1374	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
KMBPCFEN_00006	CDS	939	hemA_1	1.2.1.70		Glutamyl-tRNA reductase
KMBPCFEN_00007	CDS	1248	gluD	1.4.1.2		NAD-specific glutamate dehydrogenase
KMBPCFEN_00008	CDS	210				hypothetical protein
KMBPCFEN_00009	CDS	546				hypothetical protein
KMBPCFEN_00010	CDS	204				hypothetical protein
KMBPCFEN_00011	CDS	852	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
KMBPCFEN_00012	CDS	1137	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
KMBPCFEN_00013	CDS	1308		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KMBPCFEN_00014	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
KMBPCFEN_00015	CDS	1584	nifA		COG3604	Nif-specific regulatory protein
KMBPCFEN_00016	CDS	1494	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
KMBPCFEN_00017	CDS	195	fer1			Ferredoxin-1
KMBPCFEN_00018	CDS	594				hypothetical protein
KMBPCFEN_00019	CDS	219				hypothetical protein
KMBPCFEN_00020	CDS	471				hypothetical protein
KMBPCFEN_00021	CDS	1872				hypothetical protein
KMBPCFEN_00022	CDS	333				hypothetical protein
KMBPCFEN_00023	CDS	1062	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
KMBPCFEN_00024	CDS	2199	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KMBPCFEN_00025	CDS	501				hypothetical protein
KMBPCFEN_00026	CDS	735				hypothetical protein
KMBPCFEN_00027	CDS	651	hemA_2	2.3.1.37	COG0156	5-aminolevulinate synthase
KMBPCFEN_00028	CDS	945	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
KMBPCFEN_00029	CDS	849				hypothetical protein
KMBPCFEN_00030	CDS	1194				IS91 family transposase ISAzo26
KMBPCFEN_00031	CDS	909				IS91 family transposase ISMno24
KMBPCFEN_00032	CDS	207				hypothetical protein
KMBPCFEN_00033	CDS	1050	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KMBPCFEN_00034	CDS	1107				IS110 family transposase ISRel7
KMBPCFEN_00035	CDS	399				hypothetical protein
KMBPCFEN_00036	CDS	657				hypothetical protein
KMBPCFEN_00037	tRNA	77				tRNA-Met(cat)
KMBPCFEN_00038	CDS	1491				hypothetical protein
KMBPCFEN_00039	CDS	2760				hypothetical protein
KMBPCFEN_00040	CDS	210				hypothetical protein
KMBPCFEN_00041	CDS	1257	pal_1			Peptidoglycan-associated lipoprotein
KMBPCFEN_00042	CDS	1320				hypothetical protein
KMBPCFEN_00043	CDS	3891	ndvB_1	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
KMBPCFEN_00044	CDS	2466	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
KMBPCFEN_00045	CDS	669	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KMBPCFEN_00046	CDS	1689	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
KMBPCFEN_00047	CDS	1653	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
KMBPCFEN_00048	CDS	492				hypothetical protein
KMBPCFEN_00049	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
KMBPCFEN_00050	CDS	2238	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KMBPCFEN_00051	CDS	2037				hypothetical protein
KMBPCFEN_00052	CDS	957				hypothetical protein
KMBPCFEN_00053	CDS	783	malT_1			HTH-type transcriptional regulator MalT
KMBPCFEN_00054	CDS	321				hypothetical protein
KMBPCFEN_00055	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
KMBPCFEN_00056	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KMBPCFEN_00057	CDS	1869				hypothetical protein
KMBPCFEN_00058	CDS	522				hypothetical protein
KMBPCFEN_00059	CDS	969				hypothetical protein
KMBPCFEN_00060	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
KMBPCFEN_00061	CDS	1020	cytR_1		COG1609	HTH-type transcriptional repressor CytR
KMBPCFEN_00062	CDS	1857				hypothetical protein
KMBPCFEN_00063	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
KMBPCFEN_00064	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
KMBPCFEN_00065	CDS	825				hypothetical protein
KMBPCFEN_00066	CDS	1164				hypothetical protein
KMBPCFEN_00067	CDS	1149	xdh_1	1.1.1.179		D-xylose dehydrogenase
KMBPCFEN_00068	CDS	678	nicS			HTH-type transcriptional repressor NicS
KMBPCFEN_00069	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
KMBPCFEN_00070	CDS	960	lacF_1			Lactose transport system permease protein LacF
KMBPCFEN_00071	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
KMBPCFEN_00072	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
KMBPCFEN_00073	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
KMBPCFEN_00074	CDS	876	thiK_1	2.7.1.89		Thiamine kinase
KMBPCFEN_00075	CDS	2451	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
KMBPCFEN_00076	CDS	1458	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
KMBPCFEN_00077	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
KMBPCFEN_00078	CDS	210	slyX			Protein SlyX
KMBPCFEN_00079	CDS	1482	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
KMBPCFEN_00080	CDS	1281	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
KMBPCFEN_00081	CDS	810				hypothetical protein
KMBPCFEN_00082	CDS	627	rnd_1	3.1.13.5		Ribonuclease D
KMBPCFEN_00083	CDS	1566				hypothetical protein
KMBPCFEN_00084	CDS	1704	rpsA		COG0539	30S ribosomal protein S1
KMBPCFEN_00085	CDS	648	cmk	2.7.4.25	COG0283	Cytidylate kinase
KMBPCFEN_00086	CDS	1359	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
KMBPCFEN_00087	CDS	384				hypothetical protein
KMBPCFEN_00088	tRNA	76				tRNA-Ala(ggc)
