locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJEGHPON_00001	CDS	249	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
AJEGHPON_00002	CDS	2451	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
AJEGHPON_00003	CDS	876	thiK	2.7.1.89		Thiamine kinase
AJEGHPON_00004	CDS	1077	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
AJEGHPON_00005	CDS	1098	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
AJEGHPON_00006	CDS	888	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
AJEGHPON_00007	CDS	960	lacF_1			Lactose transport system permease protein LacF
AJEGHPON_00008	CDS	1287	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
AJEGHPON_00009	CDS	678	nicS			HTH-type transcriptional repressor NicS
AJEGHPON_00010	CDS	1149	xdh_1	1.1.1.179		D-xylose dehydrogenase
AJEGHPON_00011	CDS	1164				hypothetical protein
AJEGHPON_00012	CDS	825				hypothetical protein
AJEGHPON_00013	CDS	1278	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
AJEGHPON_00014	CDS	1011		1.17.1.9		Formate dehydrogenase, mitochondrial
AJEGHPON_00015	CDS	1857				hypothetical protein
AJEGHPON_00016	CDS	1035	cytR_1		COG1609	HTH-type transcriptional repressor CytR
AJEGHPON_00017	CDS	1287	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
AJEGHPON_00018	CDS	969				hypothetical protein
AJEGHPON_00019	CDS	522				hypothetical protein
AJEGHPON_00020	CDS	1869				hypothetical protein
AJEGHPON_00021	CDS	984	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AJEGHPON_00022	CDS	1023		5.1.3.2	COG1088	UDP-glucose 4-epimerase
AJEGHPON_00023	CDS	321				hypothetical protein
AJEGHPON_00024	CDS	783	malT			HTH-type transcriptional regulator MalT
AJEGHPON_00025	CDS	951				hypothetical protein
AJEGHPON_00026	CDS	2034				hypothetical protein
AJEGHPON_00027	CDS	348				hypothetical protein
AJEGHPON_00028	CDS	1620				hypothetical protein
AJEGHPON_00029	CDS	285				hypothetical protein
AJEGHPON_00030	CDS	678				hypothetical protein
AJEGHPON_00031	CDS	378				hypothetical protein
AJEGHPON_00032	CDS	342				hypothetical protein
AJEGHPON_00033	CDS	426	slyA_1			Transcriptional regulator SlyA
AJEGHPON_00034	CDS	765			COG0330	putative protein
AJEGHPON_00035	CDS	1350				hypothetical protein
AJEGHPON_00036	CDS	1836	kup_1			Low affinity potassium transport system protein kup
AJEGHPON_00037	CDS	258				hypothetical protein
AJEGHPON_00038	CDS	765	ccmC_1		COG0755	Heme exporter protein C
AJEGHPON_00039	CDS	594	cycY_1		COG0526	Thiol:disulfide interchange protein CycY
AJEGHPON_00040	CDS	672	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AJEGHPON_00041	CDS	465	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
AJEGHPON_00042	CDS	657	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
AJEGHPON_00043	CDS	408				hypothetical protein
AJEGHPON_00044	tRNA	77				tRNA-Pro(cgg)
AJEGHPON_00045	CDS	141				hypothetical protein
AJEGHPON_00046	CDS	120				hypothetical protein
AJEGHPON_00047	CDS	927				hypothetical protein
AJEGHPON_00048	CDS	1119			COG3385	IS4 family transposase IS186A
AJEGHPON_00049	CDS	1146			COG3385	IS4 family transposase ISRel1
AJEGHPON_00050	CDS	969				IS110 family transposase ISWpi12
AJEGHPON_00051	CDS	891				hypothetical protein
AJEGHPON_00052	CDS	417				hypothetical protein
AJEGHPON_00053	CDS	129				hypothetical protein
AJEGHPON_00054	CDS	636				IS481 family transposase ISHne2
AJEGHPON_00055	tRNA	76				tRNA-Ala(tgc)
AJEGHPON_00056	tRNA	77				tRNA-Ile(gat)
AJEGHPON_00057	CDS	327	hemA_2	2.3.1.37	COG0156	5-aminolevulinate synthase
AJEGHPON_00058	CDS	327				hypothetical protein
AJEGHPON_00059	CDS	546				hypothetical protein
AJEGHPON_00060	CDS	432				hypothetical protein
AJEGHPON_00061	CDS	177				hypothetical protein
AJEGHPON_00062	CDS	294				hypothetical protein
AJEGHPON_00063	CDS	378				hypothetical protein
AJEGHPON_00064	CDS	1239				hypothetical protein
AJEGHPON_00065	CDS	8520	ndvB	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
AJEGHPON_00066	CDS	165				hypothetical protein
AJEGHPON_00067	CDS	189				hypothetical protein
AJEGHPON_00068	CDS	750	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
AJEGHPON_00069	CDS	834	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
AJEGHPON_00070	CDS	936	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
AJEGHPON_00071	CDS	1068	dppB_1		COG0601	Dipeptide transport system permease protein DppB
AJEGHPON_00072	CDS	1644	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
AJEGHPON_00073	CDS	1059				hypothetical protein
AJEGHPON_00074	CDS	1026	rbsC_1		COG1172	Ribose import permease protein RbsC
AJEGHPON_00075	CDS	1542	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
AJEGHPON_00076	CDS	930	mglB		COG1879	D-galactose-binding periplasmic protein
AJEGHPON_00077	CDS	498				hypothetical protein
AJEGHPON_00078	CDS	1560		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein
AJEGHPON_00079	CDS	984	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AJEGHPON_00080	CDS	645				hypothetical protein
AJEGHPON_00081	CDS	570				hypothetical protein
AJEGHPON_00082	CDS	255				hypothetical protein
AJEGHPON_00083	CDS	1437				hypothetical protein
AJEGHPON_00084	CDS	561				hypothetical protein
AJEGHPON_00085	CDS	1632				hypothetical protein
AJEGHPON_00086	CDS	1449				hypothetical protein
AJEGHPON_00087	tRNA	90				tRNA-Ser(cga)
AJEGHPON_00088	CDS	318	rplU		COG0261	50S ribosomal protein L21
AJEGHPON_00089	CDS	270	rpmA		COG0211	50S ribosomal protein L27
AJEGHPON_00090	CDS	657				hypothetical protein
AJEGHPON_00091	CDS	549				hypothetical protein
AJEGHPON_00092	CDS	867				hypothetical protein
AJEGHPON_00093	CDS	1089	cgtA	3.6.5.-		GTPase Obg/CgtA
AJEGHPON_00094	CDS	1170	proB	2.7.2.11		Glutamate 5-kinase
AJEGHPON_00095	CDS	1284	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
AJEGHPON_00096	CDS	663	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
AJEGHPON_00097	CDS	792	modA		COG0725	Molybdate-binding protein ModA
AJEGHPON_00098	CDS	705	modB		COG4149	Molybdenum transport system permease protein ModB
AJEGHPON_00099	CDS	1068	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AJEGHPON_00100	CDS	375	mopA		COG2005	Molybdenum-pterin-binding protein MopA
AJEGHPON_00101	CDS	450	rsfS			Ribosomal silencing factor RsfS
AJEGHPON_00102	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AJEGHPON_00103	CDS	1404				hypothetical protein
AJEGHPON_00104	CDS	1323				hypothetical protein
AJEGHPON_00105	CDS	1197				hypothetical protein
AJEGHPON_00106	CDS	528	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AJEGHPON_00107	CDS	486	bfr	1.16.3.1	COG2193	Bacterioferritin
AJEGHPON_00108	CDS	312				hypothetical protein
AJEGHPON_00109	CDS	3465	dnaE2	2.7.7.7		Error-prone DNA polymerase
AJEGHPON_00110	CDS	1416	imuB			Protein ImuB
AJEGHPON_00111	CDS	945				hypothetical protein
AJEGHPON_00112	CDS	438				hypothetical protein
AJEGHPON_00113	CDS	207				hypothetical protein
AJEGHPON_00114	CDS	921	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
AJEGHPON_00115	CDS	234				hypothetical protein
AJEGHPON_00116	CDS	423			COG2764	putative protein
AJEGHPON_00117	CDS	609	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
AJEGHPON_00118	CDS	933	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
AJEGHPON_00119	CDS	1113	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
AJEGHPON_00120	CDS	681				hypothetical protein
AJEGHPON_00121	CDS	1887	nanT			Sialic acid transporter NanT
AJEGHPON_00122	CDS	1308				hypothetical protein
AJEGHPON_00123	CDS	693			COG1136	putative ABC transporter ATP-binding protein
AJEGHPON_00124	CDS	462				hypothetical protein
AJEGHPON_00125	CDS	1755				hypothetical protein
AJEGHPON_00126	CDS	120				hypothetical protein
AJEGHPON_00127	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
AJEGHPON_00128	CDS	822				hypothetical protein
AJEGHPON_00129	CDS	642	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
AJEGHPON_00130	CDS	876	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
AJEGHPON_00131	CDS	4776	gdh_1	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
AJEGHPON_00132	CDS	1386				hypothetical protein
AJEGHPON_00133	CDS	1617	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AJEGHPON_00134	CDS	1617	fzlC			FtsZ-localized protein C
AJEGHPON_00135	CDS	1383	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
AJEGHPON_00136	CDS	963	htpX	3.4.24.-	COG0501	Protease HtpX 
AJEGHPON_00137	CDS	225				hypothetical protein
AJEGHPON_00138	CDS	1956	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AJEGHPON_00139	CDS	705				hypothetical protein
AJEGHPON_00140	CDS	936	fliC_1		COG1344	Flagellin
AJEGHPON_00141	CDS	1911	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AJEGHPON_00142	CDS	660			COG0325	Pyridoxal phosphate homeostasis protein
AJEGHPON_00143	CDS	2631	leuS_1	6.1.1.4		Leucine--tRNA ligase
AJEGHPON_00144	CDS	522				hypothetical protein
AJEGHPON_00145	CDS	1041				hypothetical protein
AJEGHPON_00146	CDS	882	parB			Chromosome-partitioning protein ParB
AJEGHPON_00147	CDS	795	parA			Chromosome partitioning protein ParA
AJEGHPON_00148	CDS	618	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
AJEGHPON_00149	CDS	1878	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AJEGHPON_00150	CDS	1314	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AJEGHPON_00151	CDS	1266	rho	3.6.4.-	COG1158	Transcription termination factor Rho
AJEGHPON_00152	CDS	537				hypothetical protein
AJEGHPON_00153	CDS	1032	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AJEGHPON_00154	CDS	822	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
AJEGHPON_00155	CDS	600	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
AJEGHPON_00156	CDS	858	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AJEGHPON_00157	CDS	612	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
AJEGHPON_00158	CDS	723	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AJEGHPON_00159	CDS	483	secB		COG1952	Protein-export protein SecB
AJEGHPON_00160	CDS	516				hypothetical protein
AJEGHPON_00161	CDS	696				hypothetical protein
AJEGHPON_00162	CDS	1119				hypothetical protein
AJEGHPON_00163	CDS	567				hypothetical protein
AJEGHPON_00164	CDS	378				hypothetical protein
AJEGHPON_00165	CDS	2502	gyrB_1	5.6.2.2		DNA gyrase subunit B
AJEGHPON_00166	CDS	600	rutE	1.1.1.298		malonic semialdehyde reductase RutE
AJEGHPON_00167	CDS	285				hypothetical protein
AJEGHPON_00168	CDS	960	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
AJEGHPON_00169	CDS	843		4.3.2.3		Ureidoglycolate lyase
